#Position (bp)	mapping quality
1.169374425E8	19.07076337478144
1.179159985E8	12.460082975696155
1.188945545E8	9.03815590247948
1.198731105E8	6.654854637974619
1.208516665E8	11.54159922972587
1.218302225E8	15.043418459950196
1.228087785E8	10.91380783507061
1.237873345E8	8.068616072805668
1.247658905E8	5.94269372038414
1.257444465E8	9.641001401483482
1.267230025E8	9.841944449389523
1.277015585E8	8.915610358797093
1.286801145E8	10.989140234145617
1.296586705E8	18.69706626678836
1.306372265E8	15.835305033993794
1.316157825E8	12.222228013900331
1.325943385E8	11.270445683091467
1.335728945E8	9.758093394635745
1.345514505E8	8.735806374149284
1.355300065E8	7.793702916939612
1.365085625E8	8.593059098145753
1.374871185E8	10.392888472358683
1.384656745E8	6.631229482242723
1.394442305E8	10.858602318930345
1.404227865E8	11.723400243945896
1.414013425E8	9.744795904899982
1.423798985E8	7.420417563325362
1.433584545E8	7.647524460396283
1.443370105E8	8.715913088726934
1.453155665E8	11.436379073947837
1.462941225E8	8.157098910246155
1.472726785E8	7.178361291476006
1.482512345E8	11.500848822114946
1.492297905E8	10.439533508925727
1.502083465E8	13.9802718727423
1.511869025E8	8.561266234334104
1.521654585E8	11.967052445332842
1.531440145E8	6.56581418429363
1.541225705E8	10.309881929349638
1.551011265E8	5.68588292436009
1.560796825E8	5.551782250570391
1.570582385E8	9.758627774806751
1.580367945E8	6.574295169553926
1.590153505E8	8.64645319046733
1.599939065E8	15.856548313048672
1.609724625E8	8.537132514312455
1.619510185E8	7.771139848520043
1.629295745E8	7.767702386826486
1.639081305E8	8.784360750440394
1.648866865E8	24.683263290201097
1.658652425E8	12.684041294335136
1.668437985E8	1.8556989028292554
1.678223545E8	10.359824477755424
1.688009105E8	11.214802119354577
1.697794665E8	11.36260420654721
1.707580225E8	8.079693266720676
1.717365785E8	2.5085006207383294
1.727151345E8	8.248074707735348
1.736936905E8	7.316793998914824
1.744297225E8	8.801072025498957
1.749190005E8	7.722571320197473
1.756508025E8	1.662464314174573
1.766293585E8	7.411067677612076
1.776079145E8	6.25730280460964
1.785864705E8	9.325613692909187
1.795650265E8	19.59341726482565
1.805435825E8	5.004810444159503
1.815221385E8	9.857425782643277
1.825006945E8	5.069533029537819
1.834792505E8	5.943435394453105
1.844578065E8	13.752401713192434
1.854363625E8	7.385083545589675
1.864149185E8	9.056969901394014
1.873934745E8	6.3697343910232975
1.883720305E8	7.70774615178997
1.893505865E8	7.114889183952136
1.903291425E8	11.982607667723741
1.913076985E8	14.817666638850733
1.922862545E8	11.860962942998901
1.932648105E8	8.780639599472266
1.942433665E8	13.407413946985159
1.952219225E8	9.972999186929654
1.962004785E8	8.527625182164298
1.971790345E8	18.5086732317634
1.981575905E8	12.941321137498662
1.991361465E8	11.104313912766635
2.001147025E8	9.395224420267928
2.010932585E8	7.855786256282842
2.020718145E8	3.1401940740921357
2.030503705E8	11.500342053133815
2.040289265E8	23.652121136409743
2.050074825E8	13.772572793343409
2.059860385E8	11.812428798869151
2.069645945E8	14.421632733396024
2.079431505E8	21.178652920182582
2.089217065E8	10.216691857799509
2.099002625E8	13.022015745542147
2.108788185E8	8.644651537035225
2.118573745E8	9.547085391369132
2.128359305E8	9.505907093324392
2.138144865E8	9.289692593175095
2.147930425E8	10.444379590137673
2.157715985E8	19.900052929868465
2.167501545E8	8.161007604867853
2.177287105E8	7.020714480123244
2.187072665E8	12.348266012230447
2.196858225E8	15.591713475222319
2.206643785E8	5.713138697000655
2.216429345E8	5.673080974695236
2.226214905E8	11.533096848381426
2.236000465E8	14.203674883883048
2.242797555E8	7.574681434173878
2.247690335E8	10.198371562926315
2.255571585E8	6.085997027488815
2.265357145E8	16.8977717149512
2.275142705E8	4.330618594830774
2.284928265E8	7.600060693496332
2.294713825E8	12.726627783551871
2.304499385E8	6.0558837534952765
2.314284945E8	14.794251766373945
2.324070505E8	17.49648960777212
2.333856065E8	9.644581215816888
2.343641625E8	8.663945261230909
2.353427185E8	18.705971083117852
2.363212745E8	8.850323333796352
2.372998305E8	16.070319100939333
2.382783865E8	10.436744114948908
2.392569425E8	7.931135913101817
2.402354985E8	10.526909068675424
2.412140545E8	12.38200586058644
2.421926105E8	13.570924678811902
2.431711665E8	3.741927448079016
2.441497225E8	9.138921476676911
2.451282785E8	9.759326861669797
2.461068345E8	13.708320038239973
2.470853905E8	15.367798468590113
2.480639465E8	12.373851804411396
2.490425025E8	8.793731129086915
2.500210585E8	4.649203048275583
2.509996145E8	14.557242570542332
2.519781705E8	9.201151722283567
2.529567265E8	16.661071680451773
2.539352825E8	9.022876634369537
2.549138385E8	2.0020629822866525
2.558923945E8	6.888733595361912
2.568709505E8	9.63144674603189
2.578495065E8	7.104938120832918
2.588280625E8	8.915671191905515
2.598066185E8	18.723310893365372
2.607851745E8	26.890339008669432
2.617637305E8	13.563038609846577
2.627422865E8	13.650568729941755
2.637208425E8	11.092727054930895
2.646993985E8	7.809455863519462
2.656779545E8	9.211231784621472
2.666565105E8	13.044894884554779
2.676350665E8	8.826558993142516
2.686136225E8	10.278222621135004
2.695921785E8	21.02915535946521
2.70511608E8	11.238289152605807
2.71000886E8	2.3392167225543083
2.715492905E8	19.015323456964705
2.725278465E8	6.3567271279551365
2.735064025E8	1.1427217132662182
2.744849585E8	10.868422479005662
2.754635145E8	9.060548211472344
2.764420705E8	8.019614792754577
2.774206265E8	15.251363051844027
2.783991825E8	9.098377021825812
2.793777385E8	17.470817718320077
2.803562945E8	12.846455215117391
2.813348505E8	11.135501239203228
2.823134065E8	8.942485148495994
2.832919625E8	17.371723346568817
2.842705185E8	7.786115728693975
2.852490745E8	13.939685612953761
2.862276305E8	10.083097062360377
2.872061865E8	10.132045976331165
2.881847425E8	2.8310220785106224
2.891632985E8	9.064834403566557
2.901418545E8	11.43536597530455
2.911204105E8	12.615887179227292
2.920989665E8	12.231806145616495
2.930775225E8	9.086186731056696
2.940560785E8	11.221139716506148
2.950346345E8	10.115613104592548
2.960131905E8	9.96584241911324
2.969917465E8	10.578360539568864
2.979703025E8	10.64713372830384
2.989488585E8	9.101931548312503
2.999274145E8	14.4071461073484
3.009059705E8	13.631317055667791
3.018845265E8	6.8865825864326915
3.028630825E8	13.460906936689767
3.038416385E8	10.564292003919396
3.048201945E8	9.888287479530312
3.057987505E8	10.003323601553735
3.067773065E8	15.802475265924262
3.077558625E8	11.131851303966869
3.087344185E8	5.802919480653746
3.097129745E8	4.252189177139734
3.106915305E8	0.050101124042592385
3.116700865E8	8.080721172451288
3.126486425E8	11.053184532827608
3.136271985E8	9.096057749695952
3.146057545E8	1.863138333951812
3.155843105E8	8.410422946254315
3.16365796E8	13.109390979309179
3.16855074E8	6.790604830925566
3.175414225E8	5.821554084896794
3.185199785E8	6.326708217565921
3.194985345E8	10.188465016869987
3.204770905E8	10.389842446924623
3.214556465E8	10.664725564136397
3.224342025E8	12.873047366022263
3.234127585E8	6.462011610056567
3.243913145E8	6.621999165457392
3.253698705E8	11.16234555473412
3.263484265E8	10.533860422708772
3.273269825E8	9.156474467344697
3.283055385E8	4.754723174873111
3.292840945E8	7.943446527502968
3.302626505E8	7.58446105316454
3.312412065E8	8.947410602416788
3.322197625E8	14.43649339941877
3.331983185E8	9.78044844867487
3.341768745E8	9.50891656511325
3.351554305E8	12.056390862670517
3.361339865E8	8.759988502015442
3.371125425E8	6.099241924258828
3.380910985E8	6.0807051343028276
3.390696545E8	21.766162048671873
3.400482105E8	11.578747159806648
3.40945784E8	6.052111942392349
3.41435062E8	10.220543211370117
3.420053225E8	4.628344447199546
3.429838785E8	6.839971465937463
3.439624345E8	5.554704635048133
3.449409905E8	4.9276582174128105
3.459195465E8	8.531661244834742
3.468981025E8	10.090974125403559
3.478766585E8	8.25459284797865
3.488552145E8	7.262705006464394
3.498337705E8	10.222292328920558
3.508123265E8	6.087610114154181
3.517908825E8	11.802803130281621
3.527694385E8	9.266805083202078
3.537479945E8	4.727515753789594
3.547265505E8	8.795057564261919
3.557051065E8	9.367219552978188
3.566836625E8	8.133870665231168
3.576622185E8	0.5897997605701979
3.586407745E8	8.079877605765919
3.596193305E8	10.018949663422301
3.605978865E8	6.051839644631673
3.615764425E8	19.851636266905366
3.625549985E8	8.280036776329162
3.635335545E8	8.583595200435688
3.645121105E8	12.049687597420926
3.65242163E8	7.018820842628372
3.65731441E8	7.553439141930829
3.664692225E8	12.993795983201741
3.674477785E8	6.251387872335021
3.684263345E8	8.475481784720808
3.694048905E8	9.55902305874106
3.703834465E8	7.284847629320947
3.713620025E8	7.197832870680219
3.723405585E8	10.071341863270817
3.733191145E8	9.291327849878213
3.742976705E8	4.882842015252627
3.752762265E8	16.856623134349007
3.762547825E8	6.5571468472693075
3.772333385E8	7.485108143864527
3.782118945E8	4.996884178691232
3.791904505E8	2.6644279687498633
3.801690065E8	8.221775596559945
3.811475625E8	7.605846788784708
3.821261185E8	6.628019761940521
3.831046745E8	7.833577420630569
3.840832305E8	10.866594836604857
3.849989605E8	6.725994067712325
3.854882385E8	10.67589246364037
3.860403425E8	15.89373781661167
3.870188985E8	10.73509185440446
3.879974545E8	26.892868111324432
3.889760105E8	21.36543387168743
3.899545665E8	8.866301355454983
3.909196135E8	13.218714754741468
3.91408841E8	59.39388759469368
