#Position (bp)	insert size
1.492297905E8	2816.1129438882085
1.502083465E8	1563.9816958277254
1.511869025E8	3260.415849291608
1.521654585E8	2342.0406377204886
1.531440145E8	3049.8432340688164
1.541225705E8	2850.604151144226
1.551011265E8	7113.210152284264
1.560796825E8	3379.35219924451
1.570582385E8	3160.629320750576
1.580367945E8	3160.270878721859
1.590153505E8	2223.9767129045817
1.599939065E8	2171.183220706362
1.609724625E8	4969.750104490781
1.619510185E8	5911.268191110775
1.629295745E8	2463.808532599346
1.639081305E8	2238.234057142857
1.648866865E8	1973.3804149428086
1.658652425E8	1880.6681793708176
1.668437985E8	7009.657478028573
1.678223545E8	2679.739651416122
1.688009105E8	6627.318563789152
1.697794665E8	8319.277326968973
1.707580225E8	51290.73602525319
1.717365785E8	57916.268544399056
1.727151345E8	8750.277172671185
1.736936905E8	3374.818898277543
1.744297225E8	12105.705836236933
1.749190005E8	133171.75843834382
1.756508025E8	44785.30788237447
1.766293585E8	58036.48002403124
1.776079145E8	13868.807996668054
1.785864705E8	8921.411226842649
1.795650265E8	2787.5969599923524
1.805435825E8	15968.078619175896
1.815221385E8	2936.802076894548
1.825006945E8	5696.201185770751
1.834792505E8	3528.626943568555
1.844578065E8	1339.5262925320371
1.854363625E8	48198.67660592675
1.864149185E8	2323.9718360933157
1.873934745E8	2590.947434292866
1.883720305E8	9711.198779867818
1.893505865E8	4494.84765253754
1.903291425E8	2034.5957349327336
1.913076985E8	2391.1490523610664
1.922862545E8	1286.2163541901966
1.932648105E8	2276.4146584913733
1.942433665E8	1735.6225751331792
1.952219225E8	1747.65382973273
1.962004785E8	2745.838919679775
1.971790345E8	1399.8540377863233
1.981575905E8	1333.4699901283318
1.991361465E8	2580.759744261285
2.001147025E8	4432.347742127154
2.010932585E8	3089.5961352657005
2.020718145E8	9151.078990205546
2.030503705E8	2409.5489941596365
2.040289265E8	1128.1821305841925
2.050074825E8	12193.603982032293
2.059860385E8	6564.182776971456
2.069645945E8	1895.1372021521906
2.079431505E8	1111.116184814915
2.089217065E8	2451.3409745293466
2.099002625E8	16998.891522528294
2.108788185E8	3904.6452415237595
2.118573745E8	2287.832811303682
2.128359305E8	4425.446355286301
2.138144865E8	2685.2855242471883
2.147930425E8	2630.7750241151593
2.157715985E8	1541.469643215744
2.167501545E8	2802.7873400520893
2.177287105E8	3280.4424932763804
2.187072665E8	1925.9639575971732
2.196858225E8	1587.4379695431471
2.206643785E8	18291.52094117647
2.216429345E8	3240.228389579633
2.226214905E8	2574.894047548817
2.236000465E8	1822.9892247283353
2.242797555E8	5962.624401913876
2.247690335E8	26808.92174299689
2.255571585E8	2227.503923998348
2.265357145E8	1322.4746810365323
2.275142705E8	122738.37324179504
2.284928265E8	3744.473309608541
2.294713825E8	1492.856364275668
2.304499385E8	4789.152500874432
2.314284945E8	3865.6154549611338
2.324070505E8	1658.2626234717138
2.333856065E8	2849.5784164446136
2.343641625E8	5233.810987673109
2.353427185E8	1735.2250594152435
2.363212745E8	3133.0359841669665
2.372998305E8	1083.4748120493018
2.382783865E8	2142.498726655348
2.392569425E8	2267.1639879457557
2.402354985E8	1808.1045569620253
2.412140545E8	2540.6303750245434
2.421926105E8	2097.8115825994128
2.431711665E8	29544.5515813253
2.441497225E8	2317.6625458497488
2.451282785E8	1971.5447903787795
2.461068345E8	1316.9554766002332
2.470853905E8	1253.86242283332
2.480639465E8	2404.868321093948
2.490425025E8	2407.5628622826302
2.500210585E8	3244.5117161780086
2.509996145E8	1513.4621688583952
2.519781705E8	2498.90791199184
2.529567265E8	2997.6108671789243
2.539352825E8	2527.4729858724704
2.549138385E8	5839.51010349926
2.558923945E8	2039.5438571928596
2.568709505E8	3004.245122127475
2.578495065E8	2408.021374841737
2.588280625E8	2598.460893098782
2.598066185E8	1429.6104807503116
2.607851745E8	1266.133890262268
2.617637305E8	2747.915622666556
2.627422865E8	1719.3982203559287
2.637208425E8	1962.0623265203128
2.646993985E8	3073.7309178239534
2.656779545E8	2112.140720081136
