#Position (bp)	Coverage	Std
489278.5	190.8139742567827	58.5104774613903
1467834.5	104.28141534895778	50.9623073033719
2446390.5	46.55103263311233	78.52327524089092
3424946.5	13.188102961267989	5.458410369627712
4403502.5	16.805575899008204	9.917852710047578
5382058.5	85.75847290150921	22.776582581255415
6360614.5	70.32774557785149	115.1098069036157
7339170.5	16.363893508483443	6.911571014540508
8317726.5	16.451956255285882	6.984966173974753
9296282.5	24.843858972848917	9.886950303583806
1.02748385E7	85.46940547304045	52.19868770468339
1.12533945E7	28.343535775001293	114.46396841540351
1.22319505E7	31.61392954601836	88.84938264964852
1.32105065E7	16.22770082525939	11.986644200218525
1.41890625E7	62.02353261516993	39.44551155842549
1.51676185E7	38.8134231930046	91.69369862636545
1.61461745E7	24.92131996086808	17.53679663978119
1.71247305E7	66.42893061283554	133.20476301021407
1.81032865E7	32.21796167349572	27.02987502186142
1.90818425E7	18.425268728775023	19.30883746749129
2.00603985E7	25.980842755363106	22.9160335500406
2.10389545E7	76.78050304307158	251.44358508469114
2.20175105E7	91.19519175729823	49.49643584881918
2.29960665E7	40.98486268677366	27.201640008940828
2.39746225E7	59.83043313773814	134.9835758449817
2.49531785E7	29.56157625470382	35.362244237039626
2.59317345E7	14.827596591793505	25.309853289081953
2.69102905E7	56.69251526228159	28.760749098175978
2.78888465E7	37.46548980190141	17.503210442269232
2.88674025E7	41.586599603033115	25.579512564019815
2.98459585E7	24.44052078369314	26.872934781146107
3.08245145E7	35.071272583953636	24.48342908791827
3.18030705E7	128.6652301707455	93.80197494421786
3.27816265E7	30.01953041747568	109.55611540536042
3.37601825E7	173.78619077386813	105.99273350429596
3.47387385E7	64.43257517830293	27.88265639355437
3.57172945E7	63.32879245898837	31.895151111860752
3.66958505E7	35.987785824737614	30.741935347877515
3.76744065E7	68.85633641961354	39.592810699590444
3.86529625E7	28.030207371395605	36.1479922818376
3.96315185E7	29.05598787509774	60.12502981236607
4.06100745E7	87.49379995487283	193.1159590080119
4.15886305E7	42.52670233900722	19.406575687590152
4.25671865E7	48.54858398308561	175.84277960507168
4.35457425E7	73.37513597548815	36.59010295616628
4.45242985E7	50.12068462966851	119.60666620919751
4.55028545E7	32.03219667884113	27.070546822156984
4.64814105E7	44.16538964785201	22.10525878703528
4.74599665E7	20.851705067551922	57.827980346614275
4.84385225E7	38.50969645358012	33.90396030670939
4.94170785E7	118.80699604091883	194.42862297085864
5.03956345E7	31.927504906135447	27.301774231222524
5.13741905E7	37.70634623276062	116.11469039138234
5.23527465E7	38.30086480711234	21.3693196403785
5.33313025E7	39.67101376081492	50.442960744166705
5.43098585E7	51.92233832043228	59.58285022883348
5.52884145E7	17.92048853308201	11.922346688698797
5.62669705E7	37.646698489563725	19.437484037517258
5.72455265E7	33.29507534871616	30.93381179009852
5.82240825E7	49.62240440865658	34.338093681926885
5.92026385E7	41.28548025539962	17.868910958943324
6.01811945E7	27.78793323016141	121.76249880624853
6.11597505E7	36.77107383812394	23.20084250339736
6.21383065E7	47.95833184298483	102.56307029122567
6.31168625E7	59.63993983337232	54.78477997281607
6.40954185E7	43.36201503425797	21.67662295124026
6.50739745E7	857.3484418415552	681.0630176132366
6.60525305E7	27.60953948969164	49.55288796636713
6.70310865E7	41.227733121576506	16.14958109496582
6.80096425E7	28.618417309276037	13.69745036201361
6.89881985E7	93.43440703304778	211.07954415337883
6.99667545E7	45.869316713257874	40.49250992734931
7.09453105E7	73.85612555757159	460.6388767082276
7.19238665E7	42.034250035297994	25.162904487958468
7.29024225E7	16.79016783666804	16.48166745647587
7.38809785E7	63.29613598851739	101.38837729148203
7.48595345E7	53.405114069534946	46.38588394675547
7.58380905E7	22.95194418918429	54.22423869754719
7.68166465E7	68.78767598307789	157.09569509134778
7.77952025E7	27.394042177686778	12.61437051678598
7.87737585E7	55.00509764803548	36.4646008145129
7.97523145E7	19.32503341008544	8.717224244473922
8.07308705E7	24.586056742385065	9.984560962663405
8.17094265E7	18.222521353188277	13.414785520259809
8.26879825E7	39.090028856163386	22.64541850835735
8.36665385E7	45.607766821251026	38.163417889326425
8.46450945E7	52.33016152473422	40.13658462934909
8.56236505E7	36.83667825824796	133.56424303718435
8.66022065E7	25.80018187196652	20.46957693174115
8.75377665E7	92.35269574449995	111.0652367250395
8.80270445E7	82.47906257051675	14.44299331230012
8.85593185E7	21.889255167068413	13.793938806733449
8.95378745E7	30.001094945426345	20.81764289096409
9.05164305E7	31.943883252939948	92.50077027684034
9.14949865E7	38.1125957110251	31.202741398830394
9.24735425E7	42.17542583009918	56.714051955682805
9.34520985E7	27.207631728755146	14.221571193154391
9.44306545E7	18.02100645379002	23.04240257600059
9.54092105E7	22.40096782465921	8.240340866625317
9.63877665E7	32.45058711244794	17.953573337372887
9.73663225E7	60.91117647834747	29.369720214912327
9.83448785E7	33.70033477902648	110.57379513276564
9.93234345E7	29.39813285558324	11.697398466438916
1.003019905E8	14.986668637161715	8.538239723250177
1.012805465E8	31.73834680859861	71.90432015586235
1.022591025E8	59.04179918218991	125.85635625081821
1.032376585E8	56.989411069861625	22.794281673620212
1.042162145E8	26.750709771382205	23.566686173988387
1.051947705E8	26.402675647948495	12.66131308186614
1.061733265E8	28.833621051988604	103.32722487933526
1.071518825E8	44.69552359655204	26.49689316099221
1.081304385E8	54.59207656209636	102.89937302082795
1.091089945E8	37.957030923568524	47.629119970187574
1.100875505E8	33.236458299317505	106.04596339214095
1.110661065E8	23.4600814213255	32.15997468293692
1.120446625E8	29.179860419354	19.571826936913745
1.130232185E8	37.19774544945257	23.796415932970895
1.140017745E8	70.17359640330312	174.14223661796538
1.149803305E8	119.37009338063095	219.582330188082
1.159588865E8	62.34503439818485	141.26651338888323
1.169374425E8	42.996417242627786	138.78178397812022
1.179159985E8	57.664313628413396	63.97517800687455
1.188945545E8	41.854020497096116	15.438959266000746
1.198731105E8	46.243902829573855	17.727249223951564
1.208516665E8	31.298842131293004	26.739773772645965
1.218302225E8	50.564220511345	125.88925770301599
1.228087785E8	55.71263738976724	50.15124196653492
1.237873345E8	83.43826430799676	45.11676872693561
1.247658905E8	81.01213211572606	24.684584540594706
1.257444465E8	68.08178496896669	88.82926907079712
1.267230025E8	52.31246130500759	31.3120780693473
1.277015585E8	30.54445955862612	18.412822652254413
1.286801145E8	52.948872734227336	131.51485079964704
1.296586705E8	59.11386582397169	192.15900954855704
1.306372265E8	81.2074740298771	154.21522677019257
