#Position (bp)	mapping quality
8.46450945E7	29.932345307047964
8.56236505E7	61.350253484556056
8.66022065E7	17.437204339180543
8.75377665E7	31.286251143649185
8.80270445E7	23.866506650343684
8.85593185E7	26.196318689577055
8.95378745E7	46.7388915426316
9.05164305E7	58.939658617178836
9.14949865E7	32.97208159398009
9.24735425E7	59.83919171613012
9.34520985E7	42.02366418263238
9.44306545E7	52.976828615864385
9.54092105E7	39.602762368883006
9.63877665E7	32.177003755928716
9.73663225E7	33.39258307988736
9.83448785E7	38.65594676106089
9.93234345E7	34.83135352473547
1.003019905E8	35.4057577314849
1.012805465E8	57.13534577031316
1.022591025E8	46.64469406840166
1.032376585E8	28.190710626055207
1.042162145E8	33.17418276811671
1.051947705E8	31.241450855348607
1.061733265E8	58.83556949715017
1.071518825E8	36.464939800352845
1.081304385E8	55.66246284288641
1.091089945E8	45.86200249063555
1.100875505E8	55.75892408713724
1.110661065E8	41.64318952919618
1.120446625E8	43.01946123571838
1.130232185E8	37.929155013362994
1.140017745E8	65.6046309123448
1.149803305E8	40.84329325552053
1.159588865E8	40.032440931056136
1.169374425E8	73.80728763160606
1.179159985E8	49.94395129126847
1.188945545E8	33.25921135537814
1.198731105E8	24.921915446194724
1.208516665E8	45.960307209093926
1.218302225E8	59.74909980557284
1.228087785E8	46.243847616427885
1.237873345E8	31.744187165672297
1.247658905E8	24.300918799850468
1.257444465E8	39.22770723284004
1.267230025E8	41.42724831947375
1.277015585E8	36.504029520175116
1.286801145E8	41.32663097382857
1.296586705E8	80.05978348825492
1.306372265E8	61.07482276667875
1.316157825E8	53.33362236815382
1.325943385E8	46.504375299414086
1.335728945E8	41.620488652130135
1.345514505E8	44.6647660093637
1.355300065E8	21.67829889108445
1.365085625E8	31.33651938406777
1.374871185E8	19.91794927467413
1.384656745E8	28.775942003372883
1.394442305E8	46.08406628484279
1.404227865E8	51.165997162003045
1.414013425E8	41.72598972235363
1.423798985E8	31.731788347930642
1.433584545E8	33.55312857410529
1.443370105E8	39.30492444070455
1.453155665E8	46.47043570714191
1.462941225E8	36.26322912860461
1.472726785E8	30.231814625778508
1.482512345E8	45.79883495362817
1.492297905E8	43.31795022641257
1.502083465E8	62.374975954003204
1.511869025E8	33.899601967950645
1.521654585E8	47.20113535074092
1.531440145E8	28.818884803944
1.541225705E8	39.47552496292584
1.551011265E8	18.958427325778235
1.560796825E8	23.33102578086224
1.570582385E8	37.84169238921408
1.580367945E8	27.0456893484539
1.590153505E8	35.71105251526768
1.599939065E8	60.3638951641298
1.609724625E8	30.370688482831653
1.619510185E8	31.74249394260609
1.629295745E8	35.83257466719025
1.639081305E8	39.13338309422517
1.648866865E8	102.31350247365664
1.658652425E8	54.50226996790394
1.668437985E8	6.894485800403846
1.678223545E8	38.6245530687224
1.688009105E8	36.857400298110434
1.697794665E8	31.12883350589823
1.707580225E8	18.59220616417162
1.717365785E8	8.100060808922377
1.727151345E8	20.03540559902724
1.736936905E8	29.783560254101257
1.744297225E8	39.984739418103196
1.749190005E8	9.43454911595899
1.756508025E8	4.149591725338702
1.766293585E8	9.563601959728656
1.776079145E8	28.078669810997937
1.785864705E8	29.253437295805234
1.795650265E8	71.92430989381826
1.805435825E8	12.582267448465164
1.815221385E8	40.620339439286866
1.825006945E8	21.612185257674724
1.834792505E8	25.447747025749127
1.844578065E8	55.756842331915195
1.854363625E8	24.56269351950222
1.864149185E8	38.75961583629835
1.873934745E8	27.75403131706481
1.883720305E8	24.258516080258417
1.893505865E8	29.307229095943544
1.903291425E8	42.30141887453368
1.913076985E8	39.566624435658895
1.922862545E8	47.523242814649834
1.932648105E8	35.60590702703917
1.942433665E8	56.77403908781087
1.952219225E8	43.68671726745858
1.962004785E8	35.60027269353979
1.971790345E8	77.37967282422001
1.981575905E8	53.253822640986776
1.991361465E8	48.41424848754332
2.001147025E8	38.50032150626053
2.010932585E8	30.472695142949178
2.020718145E8	9.628559686210915
2.030503705E8	47.04591707181234
2.040289265E8	88.43847297551649
2.050074825E8	53.791924271616345
2.059860385E8	46.83701829165227
2.069645945E8	60.3061118259538
2.079431505E8	83.99395920037543
2.089217065E8	43.47285409613204
2.099002625E8	5.8060276329279406
2.108788185E8	28.760043558062232
2.118573745E8	39.434642516244026
2.128359305E8	40.43245701870474
2.138144865E8	37.416377948652034
2.147930425E8	41.36391159379561
2.157715985E8	84.47777093996486
2.167501545E8	37.04026067772029
2.177287105E8	29.28707001916523
2.187072665E8	51.99102664924215
2.196858225E8	52.73699511541311
2.206643785E8	13.04429948820192
2.216429345E8	19.757661589524904
2.226214905E8	43.553221718804366
2.236000465E8	51.964793770467274
2.242797555E8	30.87172491445128
2.247690335E8	20.562839211844224
2.255571585E8	26.932906930460792
2.265357145E8	69.49940962843293
2.275142705E8	6.049757834123134
2.284928265E8	28.876640598815197
2.294713825E8	49.19703685928144
2.304499385E8	27.169681155392663
2.314284945E8	61.11527405451091
2.324070505E8	71.40009956005262
2.333856065E8	36.837303657438575
2.343641625E8	36.371873995802915
2.353427185E8	73.54415035809299
2.363212745E8	34.29101215619608
2.372998305E8	70.16037319202123
2.382783865E8	43.32673224167851
2.392569425E8	32.69946776482564
2.402354985E8	41.55215368823452
2.412140545E8	50.63660905736662
2.421926105E8	52.12685663230485
2.431711665E8	10.111272316531286
2.441497225E8	40.45651795664693
2.451282785E8	40.53064571607113
2.461068345E8	53.414226820782844
2.470853905E8	63.64921595042679
2.480639465E8	44.78916544957427
2.490425025E8	38.1110843733784
2.500210585E8	20.53458299602493
2.509996145E8	60.65003926916689
2.519781705E8	36.282086714991685
2.529567265E8	66.83872176111
2.539352825E8	36.34753760618419
2.549138385E8	20.159867192554962
2.558923945E8	28.598774696176438
2.568709505E8	41.490731822667385
2.578495065E8	31.246883483205757
2.588280625E8	38.70748597795318
2.598066185E8	73.25097705000319
2.607851745E8	82.70904475766051
2.617637305E8	55.01159347187805
2.627422865E8	54.099925057018815
2.637208425E8	46.71616775717111
2.646993985E8	33.20613899211059
2.656779545E8	38.604091396259925
2.666565105E8	41.9459440751488
2.676350665E8	28.83658279686768
2.686136225E8	42.89077835640957
2.695921785E8	88.6685805913933
2.70511608E8	53.63619536264302
2.71000886E8	15.419513101537895
2.715492905E8	24.231051121731923
2.725278465E8	4.611939109801853
2.735064025E8	2.3306653115899336
2.744849585E8	43.86899391043845
2.754635145E8	38.06548375734633
2.764420705E8	26.47431055334418
2.774206265E8	63.1056867081071
2.783991825E8	37.34525273762206
2.793777385E8	72.93446422802349
2.803562945E8	51.48186352173066
2.813348505E8	45.05750891269358
2.823134065E8	36.30594075815325
2.832919625E8	44.32239021521639
2.842705185E8	31.418504887892677
2.852490745E8	43.09674112824895
2.862276305E8	43.868141431703144
2.872061865E8	37.42144491460483
2.881847425E8	8.510296448682823
2.891632985E8	33.45489466033235
2.901418545E8	43.30440964748251
2.911204105E8	49.01628632271462
2.920989665E8	41.65587846281806
2.930775225E8	39.53920366595068
2.940560785E8	51.00172365857701
2.950346345E8	42.17110023064201
2.960131905E8	41.760514303787154
2.969917465E8	43.25601407835614
2.979703025E8	42.31332580478774
2.989488585E8	38.02330590925385
2.999274145E8	57.681426648986886
3.009059705E8	57.01450187134785
3.018845265E8	30.330273474036034
3.028630825E8	44.716398295011736
3.038416385E8	43.80112941357303
3.048201945E8	40.27825507387466
3.057987505E8	41.95305483987668
3.067773065E8	57.996094926345485
3.077558625E8	43.09608051730318
3.087344185E8	4.891093070824521
3.097129745E8	4.405261676839596
3.106915305E8	0.11443657687436948
3.116700865E8	15.53659201539866
3.126486425E8	42.86180123207619
3.136271985E8	32.59248832916408
3.146057545E8	8.144694988128046
3.155843105E8	34.93087540389461
3.16365796E8	50.69094359788516
3.16855074E8	32.25548056693896
3.175414225E8	11.965377654694233
3.185199785E8	19.97855405597734
3.194985345E8	42.640641166435934
3.204770905E8	40.87972033250881
3.214556465E8	34.710039418727476
3.224342025E8	42.45783496891764
3.234127585E8	26.819700280762795
3.243913145E8	26.98120871136793
3.253698705E8	46.04819031588796
3.263484265E8	43.05577471948071
3.273269825E8	34.96764074399021
3.283055385E8	24.652734730135556
3.292840945E8	33.341224236843345
3.302626505E8	32.13889598091212
3.312412065E8	37.63097880728882
3.322197625E8	55.49224837517867
3.331983185E8	40.74331068313666
3.341768745E8	39.74416035516846
3.351554305E8	48.5328524856963
3.361339865E8	38.93481083582569
3.371125425E8	23.348658622930266
3.380910985E8	22.229404439220538
3.390696545E8	81.68662646046343
3.400482105E8	46.399331645819565
3.40945784E8	25.413354398951782
3.41435062E8	43.75596567518167
3.420053225E8	12.85734539038255
3.429838785E8	10.958823813990131
3.439624345E8	12.378605010054072
3.449409905E8	8.345287186279444
3.459195465E8	31.446020065146996
3.468981025E8	31.770243020959743
3.478766585E8	35.42076749077009
3.488552145E8	25.7643102526908
3.498337705E8	39.45620138170027
3.508123265E8	25.031392735087373
3.517908825E8	46.618687908276925
3.527694385E8	38.86693252129596
3.537479945E8	21.782909421836358
3.547265505E8	31.117167485369812
3.557051065E8	38.24309221426671
3.566836625E8	35.27978011595131
3.576622185E8	1.4025104999881546
3.586407745E8	17.18837660678425
3.596193305E8	36.7648198616536
3.605978865E8	13.966945424431149
3.615764425E8	47.406113180460004
3.625549985E8	23.880398433428294
3.635335545E8	27.99106830440704
3.645121105E8	48.31571224193594
3.65242163E8	29.44234540468169
3.65731441E8	18.199785100623618
3.664692225E8	36.38531065679473
3.674477785E8	25.823329986310178
3.684263345E8	35.96633510630272
3.694048905E8	41.119497538911006
3.703834465E8	28.30646801325416
3.713620025E8	19.521598436218923
3.723405585E8	21.64600933314016
3.733191145E8	38.134861562105435
3.742976705E8	17.510637810081302
3.752762265E8	48.52275559449582
3.762547825E8	29.27708959404609
3.772333385E8	27.632176243840643
3.782118945E8	25.446208658421757
3.791904505E8	28.11935636109707
3.801690065E8	33.1653054989898
3.811475625E8	24.757708469367586
3.821261185E8	27.517620609296547
3.831046745E8	31.56702388160008
3.840832305E8	42.433502217338564
3.849989605E8	14.575507304498997
3.854882385E8	43.103856311998726
3.860403425E8	66.47435078002856
3.870188985E8	47.047493619854535
3.879974545E8	61.12181762165173
3.889760105E8	96.3520686081547
3.899545665E8	36.47920424463365
3.909196135E8	52.33064861555868
3.91408841E8	252.43686276729323
