#Position (bp)	Coverage	Std
2.372998305E8	481.0450715441724	708.4625035537049
2.382783865E8	153.84961374796794	181.8046273858966
2.392569425E8	297.6841285267808	155.84029151302263
2.402354985E8	149.42520406962674	93.78792307266598
2.412140545E8	255.89221040742476	468.6524497301544
2.421926105E8	349.32020233370025	728.8688136724885
2.431711665E8	391.48056559561695	42.65274261245699
2.441497225E8	238.59197785939722	155.28644516451357
2.451282785E8	319.8087960585725	212.6232733070587
2.461068345E8	400.5858231488138	1031.0832435197765
2.470853905E8	311.50810927442075	277.14558029469475
2.480639465E8	96.15849021369213	67.50208674625233
2.490425025E8	170.19729363589963	100.64193021717607
2.500210585E8	1630.1202069547116	1145.5410351200244
2.509996145E8	338.20217090135253	407.1143023378362
2.519781705E8	338.6668281325687	201.31928350423908
2.529567265E8	297.6783514118818	674.3081708218283
2.539352825E8	347.89967879779624	215.2701384894615
2.549138385E8	376.44395393044124	195.55060474376356
2.558923945E8	475.02412476696173	631.4169619346911
2.568709505E8	179.3998356936077	137.9698237109573
2.578495065E8	657.1214894295767	333.5019270130726
2.588280625E8	220.03658337155025	160.906296526264
2.598066185E8	470.77085879445127	1500.136056203108
2.607851745E8	465.5803308259646	2241.5075824355213
2.617637305E8	219.9642490898836	701.0748570888946
2.627422865E8	309.586725169373	604.0672378382869
2.637208425E8	99.94220985733222	97.11296507008728
2.646993985E8	466.6622624403594	190.46539741346436
2.656779545E8	174.93944538766272	66.2019804253563
2.666565105E8	89.5098375330081	111.28399888840214
2.676350665E8	240.8882171000482	166.941162881956
2.686136225E8	281.34602003519694	266.0682487882691
2.695921785E8	421.107842530514	1246.72978804649
2.70511608E8	450.7559901154894	876.2637531428956
2.71000886E8	16.72117493472585	3.5457961674060865
2.715492905E8	2845.7494631965083	1372.4515140682354
2.725278465E8	1659.4207272646988	130.29626050197732
2.735064025E8	3878.9992137012555	543.567952059582
2.744849585E8	313.9127315986636	623.7355074753849
2.754635145E8	193.3156733987926	149.22606215599365
2.764420705E8	551.4685060565276	291.4120000650266
2.774206265E8	240.917694185165	703.6058667608846
2.783991825E8	202.99914444798074	131.32275795510742
2.793777385E8	162.59657128277595	286.05896619226684
2.803562945E8	200.20531900138695	370.4843167936572
2.813348505E8	202.84446777492803	256.9929322944385
2.823134065E8	155.52820631784877	80.18205322020117
2.832919625E8	465.51646858813433	612.5832218340249
2.842705185E8	262.38274706123747	107.73614565177931
2.852490745E8	178.00747997122915	159.39484951178045
2.862276305E8	209.56873928165447	174.99673712397785
2.872061865E8	261.1140345713481	140.05049564601845
2.881847425E8	2217.8318036906653	623.3624852255582
2.891632985E8	173.57968096257343	90.37974696974248
2.901418545E8	304.6817922762202	198.0009652108304
2.911204105E8	502.92564899151836	384.8145893966988
2.920989665E8	206.85867482925204	192.34942754801875
2.930775225E8	356.19717052931577	174.53214709797086
2.940560785E8	306.79715292059024	957.4528673640749
2.950346345E8	243.2205141580312	129.32734642354927
2.960131905E8	295.3589846011884	196.1759471834409
2.969917465E8	231.84553859996885	129.07463312395862
2.979703025E8	165.20055717311487	173.9367206572936
2.989488585E8	178.72861128881942	107.89318767283896
2.999274145E8	257.87950956635405	642.5145821581023
3.009059705E8	110.37862954125167	117.24361921482942
3.018845265E8	710.4752582683318	781.3828944216049
3.028630825E8	264.4834311325328	240.5004099995894
3.038416385E8	252.20305613090773	260.1467732194895
3.048201945E8	213.94399090384033	124.76381709716527
3.057987505E8	297.13830702753523	195.72240273025918
3.067773065E8	163.379414827784	325.15326224699146
3.077558625E8	228.59222059864	201.75512520741506
3.087344185E8	2174.2534227095034	141.63882835678203
3.097129745E8	2240.3759025041686	157.2556303662829
3.106915305E8	90468.40964316904	134.54420990864386
3.116700865E8	452.70967410679685	108.17287272566536
3.126486425E8	235.89580181414817	148.92636818231213
3.136271985E8	501.31633810468435	733.5966258237578
3.146057545E8	6989.835177846114	3216.982755540714
3.155843105E8	311.74700150293216	165.50309356077992
3.16365796E8	417.74935229615573	210.20378993990565
3.16855074E8	696.6097038260198	90.34765186123094
3.175414225E8	708.4463934923923	239.19034394073253
3.185199785E8	423.2079185765631	176.97878955809867
3.194985345E8	256.6215202704083	184.4132732609802
3.204770905E8	389.1291682824778	555.9581029079264
3.214556465E8	368.5384235395189	339.9526786613773
3.224342025E8	355.2527827683756	464.5930586044722
3.234127585E8	576.3554999101926	193.84073614789338
3.243913145E8	356.9039858473414	147.7370594793945
3.253698705E8	471.9472930320723	1711.7646454892604
3.263484265E8	455.12645210940457	459.7553158190668
3.273269825E8	375.5659531059856	333.7569445841677
3.283055385E8	492.92558420853373	614.7350811052057
3.292840945E8	213.06685524213614	167.70140226405567
3.302626505E8	258.58711986305303	184.63536278967646
3.312412065E8	252.95592216771018	164.272960204543
3.322197625E8	615.2310373306464	1152.1306126023812
3.331983185E8	298.1477281977466	213.92901323155434
3.341768745E8	245.39057909413756	384.73276589461847
3.351554305E8	246.98957116415116	747.1362065547307
3.361339865E8	258.1234994533272	238.53276432034858
3.371125425E8	340.6318197363303	212.126750911454
3.380910985E8	378.09578289341505	212.8938630377445
3.390696545E8	399.79843907707306	1475.2748794701229
3.400482105E8	515.1668867304967	1449.6117999806258
3.40945784E8	394.02231790200335	347.8515829718756
3.41435062E8	308.56508229002947	353.740496298245
3.420053225E8	788.0848659177387	167.16385563665938
3.429838785E8	3444.3800093352	106.47543764460711
3.439624345E8	1445.451750615161	125.24727401494802
3.449409905E8	797.9942025133516	48.26401737593214
3.459195465E8	792.1874548706215	622.6470737319725
3.468981025E8	280.1862486640542	287.03495168436586
3.478766585E8	243.06611221458166	125.61850033958181
3.488552145E8	485.65869821380653	635.2602133778742
3.498337705E8	987.5871727493172	1075.141270273548
3.508123265E8	592.1672209180307	480.7596491452256
3.517908825E8	200.91032286012793	109.32364445852092
3.527694385E8	333.2876472397709	184.57243447944214
3.537479945E8	263.4849014748791	105.73235901991663
3.547265505E8	269.36884479204747	153.69696765946713
3.557051065E8	224.33750313822625	132.90094648207796
3.566836625E8	207.34494404359043	116.39036542980595
3.576622185E8	27540.48604304769	4060.61299918544
3.586407745E8	491.4576213575453	132.9562894466792
3.596193305E8	440.11730877384383	1118.1791547935302
3.605978865E8	371.2771807544537	95.85301040500387
3.615764425E8	272.7202838598372	754.456379128168
3.625549985E8	179.8589042444253	187.3377688933523
3.635335545E8	604.047567030584	545.3158088635115
3.645121105E8	255.49244854425845	207.77768708678346
3.65242163E8	356.99920608003947	126.05750663781374
3.65731441E8	1862.2947344768181	224.37526667646023
3.664692225E8	118.62057930906174	66.87880619489218
3.674477785E8	199.83297169682578	83.76572517038484
3.684263345E8	364.5307220369239	311.7785992533137
3.694048905E8	179.714410758189	102.44795712736925
3.703834465E8	197.73765822695216	173.25166524349723
3.713620025E8	253.15570703566132	81.22239077439231
3.723405585E8	522.6913571730772	558.4383495402582
3.733191145E8	153.60722613159902	94.86034882957037
3.742976705E8	303.16834607643307	144.68385940996376
3.752762265E8	95.8998823586095	202.79029049929736
3.762547825E8	218.92973330781754	117.20121305856178
3.772333385E8	549.0325255828074	492.9829608102892
3.782118945E8	471.6302794101852	304.22326432149316
3.791904505E8	134.16893585299655	113.59042538410475
3.801690065E8	711.6506379693956	1357.9107326813785
3.811475625E8	406.3661062861911	241.25881933347043
3.821261185E8	395.7120511406445	212.46086210599537
3.831046745E8	257.3709820844387	191.46777324462002
3.840832305E8	309.40781592101456	701.2094913514262
3.849989605E8	848.6299158847146	50.09932275021118
3.854882385E8	37.74385138670853	3.558128159634221
3.860403425E8	139.8797869562947	51.283851162090905
3.870188985E8	63.573371753798796	10.560519781324286
3.879974545E8	549.8488486254909	164.6213823774017
3.889760105E8	127.96596875332129	71.56508634521927
3.899545665E8	539.3316617879937	70.18734079338799
3.909196135E8	100.46190706424697	88.41301239755235
3.91408841E8	22233.34529531133	12788.795629360582
