"","INT_1","INT_2","INT_3","INT_4","LIV_1","LIV_2","LIV_3","LIV_4"
"Smp_004220",3.03991283982492,1.28538694554202,3.30584653389383,2.93616375322469,3.65584041646758,2.69130365696115,1.28538694554202,2.2636584893904
"Smp_004310",2.20221402564359,1.28538694554202,1.28538694554202,2.65586818214325,2.74954660471989,2.29838847545391,1.28538694554202,1.28538694554202
"Smp_004550",1.93904056942926,2.80069977410151,2.76765683897908,2.27197690098691,1.28538694554202,1.28538694554202,1.28538694554202,2.2636584893904
"Smp_004600",2.20221402564359,2.80069977410151,2.97501388153427,1.28538694554202,2.74954660471989,2.69130365696115,1.28538694554202,2.2636584893904
"Smp_004680",1.28538694554202,1.28538694554202,2.97501388153427,2.27197690098691,2.74954660471989,2.69130365696115,1.28538694554202,2.2636584893904
"Smp_004780",2.56185896911196,1.28538694554202,2.51228725895802,2.27197690098691,3.28267082551353,2.29838847545391,3.42208266540914,2.644689809044
"Smp_004820",2.20221402564359,1.28538694554202,1.28538694554202,2.27197690098691,3.28267082551353,2.29838847545391,1.28538694554202,1.28538694554202
"Smp_004910",1.28538694554202,1.28538694554202,2.51228725895802,1.28538694554202,3.65584041646758,2.29838847545391,1.28538694554202,2.2636584893904
"Smp_004990",3.64904926719382,1.28538694554202,2.51228725895802,3.3531263288872,3.65584041646758,3.20784105965571,3.42208266540914,3.147626318167
"Smp_005670",2.56185896911196,1.28538694554202,2.51228725895802,1.28538694554202,1.28538694554202,3.20784105965571,1.28538694554202,2.2636584893904
"Smp_005880",2.20221402564359,1.28538694554202,2.51228725895802,3.3531263288872,1.28538694554202,3.20784105965571,1.28538694554202,2.92309289979983
"Smp_006340",3.52146810483221,2.80069977410151,3.44356418992518,3.43891531940809,3.65584041646758,2.29838847545391,1.28538694554202,3.78219730327865
"Smp_006350",3.38019308730641,4.15347326433504,3.68195725738995,3.51940526709639,2.74954660471989,3.20784105965571,3.81243532329849,4.01352315559188
"Smp_006550",2.20221402564359,1.28538694554202,2.51228725895802,2.93616375322469,1.28538694554202,3.20784105965571,1.28538694554202,1.28538694554202
"Smp_006630",2.56185896911196,3.10476932223692,3.30584653389383,3.16209271194846,2.34194128736319,2.51421529061835,1.28538694554202,1.28538694554202
"Smp_006690",2.56185896911196,2.3803414435335,2.76765683897908,2.93616375322469,2.34194128736319,2.00888757746702,1.28538694554202,2.92309289979983
"Smp_006700",4.70176625522728,3.34801934249986,4.21667804028746,4.66554074524526,4.29326166196833,3.48949292105169,3.81243532329849,4.1160551488358
"Smp_006710",3.03991283982492,3.88580163872985,3.44356418992518,3.51940526709639,3.48250090189167,3.9187242912518,2.85900572777518,3.71765414553691
"Smp_007170",1.28538694554202,1.28538694554202,2.51228725895802,2.27197690098691,1.28538694554202,2.69130365696115,1.28538694554202,2.2636584893904
"Smp_007260",2.20221402564359,1.28538694554202,2.51228725895802,1.28538694554202,2.74954660471989,2.29838847545391,1.28538694554202,2.644689809044
"Smp_007380",1.28538694554202,1.28538694554202,1.28538694554202,2.27197690098691,1.28538694554202,2.29838847545391,3.42208266540914,2.644689809044
"Smp_007710",2.20221402564359,1.28538694554202,2.97501388153427,2.27197690098691,2.74954660471989,1.28538694554202,1.28538694554202,2.92309289979983
"Smp_007900",1.28538694554202,3.34801934249986,1.28538694554202,2.93616375322469,4.72897731957739,3.72115213981448,3.42208266540914,3.147626318167
"Smp_008140",1.93904056942926,1.28538694554202,2.16560074465376,2.48273031570476,2.74954660471989,2.69130365696115,1.28538694554202,1.98362372481818
"Smp_008320",1.28538694554202,1.28538694554202,2.51228725895802,2.93616375322469,3.28267082551353,2.69130365696115,1.28538694554202,1.28538694554202
"Smp_008360",2.39937525356049,1.28538694554202,2.97501388153427,2.65586818214325,3.94710549549953,3.4022685374295,1.28538694554202,2.644689809044
"Smp_008400",2.82598493445811,3.34801934249986,1.28538694554202,3.05438204349651,2.74954660471989,3.20784105965571,3.42208266540914,2.92309289979983
"Smp_008430",3.82017859665657,4.02612156412284,4.14076057788381,4.03227563442488,3.0453781817415,4.14439712011762,1.28538694554202,3.78219730327865
"Smp_008440",4.6436581988328,4.02612156412284,4.48480832442499,4.73195164082564,4.57045298261768,5.65686257329538,4.91989051501762,4.53910659257484
"Smp_008500",1.28538694554202,1.28538694554202,1.28538694554202,2.65586818214325,3.28267082551353,2.29838847545391,1.28538694554202,2.2636584893904
"Smp_008545",3.64904926719382,3.34801934249986,3.56811464106113,4.13520661767671,5.11990756366449,3.85600163107832,1.28538694554202,4.21152448647627
"Smp_008900",2.82598493445811,2.80069977410151,2.51228725895802,2.65586818214325,3.28267082551353,2.29838847545391,1.28538694554202,2.644689809044
