"","INT_1","INT_2","INT_3","INT_4","LIV_1","LIV_2","LIV_3","LIV_4"
"Smp_061590",1.93904056942926,2.80069977410151,1.28538694554202,2.27197690098691,3.0453781817415,2.29838847545391,1.28538694554202,1.98362372481818
"Smp_061840",3.38019308730641,2.3803414435335,2.51228725895802,2.65586818214325,1.28538694554202,2.29838847545391,1.28538694554202,1.98362372481818
"Smp_061920",2.56185896911196,1.28538694554202,2.51228725895802,2.65586818214325,2.74954660471989,2.69130365696115,1.28538694554202,2.2636584893904
"Smp_061940",3.52146810483221,1.28538694554202,2.97501388153427,2.27197690098691,1.28538694554202,3.4022685374295,1.28538694554202,3.3375723213198
"Smp_062270",3.92333823108943,3.72939495041365,4.35714267106779,3.92104239851023,3.80927100733812,2.97754411992151,1.28538694554202,3.95925079593448
"Smp_062300",1.28538694554202,2.80069977410151,1.28538694554202,1.98967052167573,2.74954660471989,2.84337247017249,1.28538694554202,2.47280567850169
"Smp_062420",2.56185896911196,1.28538694554202,2.51228725895802,2.65586818214325,2.74954660471989,2.29838847545391,1.28538694554202,3.147626318167
"Smp_062630",2.82598493445811,1.28538694554202,2.97501388153427,1.28538694554202,1.28538694554202,2.69130365696115,1.28538694554202,2.2636584893904
"Smp_062900",2.82598493445811,1.28538694554202,1.28538694554202,1.28538694554202,2.74954660471989,2.00888757746702,1.28538694554202,2.92309289979983
"Smp_063070",2.93780588926052,1.28538694554202,3.56811464106113,2.65586818214325,3.28267082551353,1.28538694554202,2.85900572777518,2.79250380900478
"Smp_063350",1.28538694554202,1.28538694554202,2.97501388153427,3.16209271194846,1.28538694554202,2.97754411992151,1.28538694554202,2.644689809044
"Smp_063390",1.28538694554202,2.3803414435335,1.28538694554202,2.93616375322469,2.74954660471989,2.29838847545391,1.28538694554202,1.28538694554202
"Smp_063420",2.56185896911196,1.28538694554202,1.28538694554202,3.3531263288872,3.65584041646758,2.69130365696115,3.42208266540914,1.28538694554202
"Smp_064040",2.39937525356049,2.3803414435335,2.16560074465376,1.98967052167573,1.28538694554202,2.29838847545391,1.28538694554202,3.147626318167
"Smp_064360",2.82598493445811,3.5524176748125,2.97501388153427,2.93616375322469,1.28538694554202,1.28538694554202,1.28538694554202,2.47280567850169
"Smp_064500",1.28538694554202,2.80069977410151,2.51228725895802,2.27197690098691,2.74954660471989,2.97754411992151,1.28538694554202,2.2636584893904
"Smp_064510",1.28538694554202,1.28538694554202,2.51228725895802,1.28538694554202,1.28538694554202,2.69130365696115,3.42208266540914,2.2636584893904
"Smp_064590",1.28538694554202,1.28538694554202,1.28538694554202,2.27197690098691,2.74954660471989,2.69130365696115,3.42208266540914,2.644689809044
"Smp_064860",2.20221402564359,2.80069977410151,1.28538694554202,1.28538694554202,3.28267082551353,2.29838847545391,1.28538694554202,2.2636584893904
"Smp_064870",2.20221402564359,2.80069977410151,2.51228725895802,1.98967052167573,1.28538694554202,2.00888757746702,1.28538694554202,2.2636584893904
"Smp_065580",2.20221402564359,1.28538694554202,2.51228725895802,2.65586818214325,2.74954660471989,2.69130365696115,1.28538694554202,2.92309289979983
"Smp_065840",2.20221402564359,1.28538694554202,1.28538694554202,2.27197690098691,1.28538694554202,2.69130365696115,1.28538694554202,2.644689809044
"Smp_066200",2.20221402564359,2.80069977410151,2.97501388153427,2.27197690098691,2.34194128736319,2.51421529061835,1.28538694554202,2.2636584893904
"Smp_066410",3.03991283982492,2.80069977410151,1.28538694554202,1.28538694554202,2.74954660471989,2.00888757746702,1.28538694554202,1.28538694554202
"Smp_066610",3.03991283982492,2.3803414435335,2.51228725895802,2.48273031570476,1.28538694554202,1.28538694554202,1.28538694554202,2.47280567850169
"Smp_066740",2.82598493445811,3.5524176748125,3.15144546392988,2.80470888550687,2.74954660471989,3.09809581119798,1.28538694554202,3.04056625385644
"Smp_066760",3.03991283982492,2.80069977410151,2.51228725895802,3.16209271194846,4.39185845576486,1.28538694554202,1.28538694554202,3.50297324576032
"Smp_066830",2.20221402564359,1.28538694554202,2.51228725895802,1.28538694554202,2.74954660471989,1.28538694554202,3.42208266540914,2.2636584893904
"Smp_066890",2.20221402564359,1.28538694554202,2.51228725895802,2.27197690098691,1.28538694554202,2.29838847545391,1.28538694554202,2.644689809044
"Smp_066970",2.20221402564359,2.80069977410151,1.28538694554202,2.65586818214325,1.28538694554202,2.29838847545391,3.42208266540914,2.644689809044
"Smp_066990",2.82598493445811,1.28538694554202,1.28538694554202,2.27197690098691,1.28538694554202,2.69130365696115,1.28538694554202,2.2636584893904
"Smp_067000",1.28538694554202,1.28538694554202,2.51228725895802,2.27197690098691,3.28267082551353,1.28538694554202,1.28538694554202,2.644689809044
"Smp_067400",1.28538694554202,1.28538694554202,1.28538694554202,2.27197690098691,2.74954660471989,2.69130365696115,3.42208266540914,2.2636584893904
"Smp_067490",2.20221402564359,1.28538694554202,1.28538694554202,2.48273031570476,3.0453781817415,2.69130365696115,1.28538694554202,2.644689809044
"Smp_067540",1.28538694554202,2.80069977410151,2.51228725895802,2.93616375322469,1.28538694554202,2.29838847545391,1.28538694554202,2.2636584893904
"Smp_068510",2.82598493445811,2.80069977410151,1.28538694554202,1.28538694554202,2.74954660471989,2.29838847545391,1.28538694554202,2.2636584893904
"Smp_068750",2.56185896911196,3.72939495041365,2.16560074465376,3.51940526709639,3.65584041646758,4.09133983473172,4.91989051501762,4.34348952058703
"Smp_068920",1.93904056942926,1.28538694554202,2.76765683897908,2.48273031570476,2.34194128736319,2.69130365696115,1.28538694554202,1.28538694554202
"Smp_069130",2.82598493445811,2.80069977410151,3.30584653389383,2.65586818214325,3.28267082551353,1.28538694554202,1.28538694554202,3.3375723213198
"Smp_069160",3.52146810483221,1.28538694554202,2.51228725895802,2.93616375322469,2.34194128736319,3.57128021453252,2.85900572777518,3.147626318167
"Smp_069760",1.28538694554202,1.28538694554202,2.51228725895802,2.27197690098691,2.74954660471989,2.69130365696115,1.28538694554202,1.28538694554202
"Smp_069960",2.20221402564359,1.28538694554202,1.28538694554202,2.93616375322469,1.28538694554202,2.69130365696115,1.28538694554202,3.24616570749668
"Smp_070680",2.20221402564359,2.80069977410151,2.51228725895802,2.65586818214325,2.74954660471989,2.29838847545391,3.42208266540914,1.28538694554202
"Smp_070860",2.20221402564359,1.28538694554202,2.51228725895802,2.65586818214325,2.74954660471989,2.97754411992151,3.42208266540914,2.2636584893904
"Smp_071250",2.20221402564359,1.28538694554202,3.30584653389383,2.27197690098691,2.74954660471989,2.29838847545391,1.28538694554202,2.2636584893904
"Smp_071390",4.31070680961059,2.80069977410151,3.78689163392738,3.51940526709639,2.74954660471989,3.9786996953879,3.42208266540914,3.147626318167
"Smp_071470",2.20221402564359,1.28538694554202,2.97501388153427,1.28538694554202,2.74954660471989,2.69130365696115,1.28538694554202,2.644689809044
"Smp_071550",5.31635002590289,5.37680717746535,5.22768311859812,4.76402619091699,4.18718330909461,5.62052384700552,5.19787169452346,5.15232232663788
"Smp_071560",4.06484156478212,4.37778251857809,3.78689163392738,3.86184904255881,3.65584041646758,3.79025289706929,1.28538694554202,3.64986138954023
"Smp_071630",1.28538694554202,1.28538694554202,2.51228725895802,2.27197690098691,1.28538694554202,2.69130365696115,1.28538694554202,2.2636584893904
"Smp_071830",3.58678967372561,1.28538694554202,2.97501388153427,3.05438204349651,1.28538694554202,2.97754411992151,3.42208266540914,2.79250380900478
"Smp_072080",2.93780588926052,3.5524176748125,2.51228725895802,3.43891531940809,2.34194128736319,2.29838847545391,1.28538694554202,2.2636584893904
"Smp_072090",3.58678967372561,2.80069977410151,3.30584653389383,2.65586818214325,3.28267082551353,2.97754411992151,1.28538694554202,3.5784485309448
"Smp_072140",1.28538694554202,1.28538694554202,2.51228725895802,2.65586818214325,2.74954660471989,2.97754411992151,1.28538694554202,2.2636584893904
"Smp_072320",2.39937525356049,3.5524176748125,3.15144546392988,1.98967052167573,3.28267082551353,2.51421529061835,2.85900572777518,3.5784485309448
"Smp_072330",2.82598493445811,2.80069977410151,3.30584653389383,3.16209271194846,5.11990756366449,4.03616845403456,1.28538694554202,5.35136589435437
"Smp_072340",3.03991283982492,1.28538694554202,2.97501388153427,3.16209271194846,2.34194128736319,2.51421529061835,1.28538694554202,3.71765414553691
"Smp_072360",1.28538694554202,2.80069977410151,2.97501388153427,2.48273031570476,1.28538694554202,2.29838847545391,1.28538694554202,1.28538694554202
"Smp_072370",2.82598493445811,1.28538694554202,1.28538694554202,2.80470888550687,1.28538694554202,2.29838847545391,1.28538694554202,2.2636584893904
"Smp_072720",2.20221402564359,2.80069977410151,2.51228725895802,1.28538694554202,3.28267082551353,2.69130365696115,1.28538694554202,2.644689809044
"Smp_072790",1.93904056942926,1.28538694554202,1.28538694554202,1.98967052167573,3.0453781817415,2.51421529061835,1.28538694554202,2.47280567850169
"Smp_072900",3.22154203499683,4.02612156412284,3.56811464106113,3.3531263288872,3.0453781817415,3.4022685374295,3.42208266540914,3.78219730327865
"Smp_073340",1.28538694554202,1.28538694554202,1.28538694554202,2.93616375322469,3.80927100733812,2.29838847545391,2.85900572777518,3.3375723213198
"Smp_073470",2.20221402564359,1.28538694554202,1.28538694554202,2.27197690098691,1.28538694554202,2.69130365696115,1.28538694554202,2.2636584893904
"Smp_073620",1.28538694554202,1.28538694554202,2.51228725895802,1.28538694554202,2.74954660471989,3.20784105965571,1.28538694554202,2.2636584893904
"Smp_073880",3.22154203499683,1.28538694554202,3.30584653389383,3.3531263288872,3.28267082551353,3.4022685374295,1.28538694554202,2.644689809044
"Smp_073940",2.20221402564359,1.28538694554202,2.97501388153427,3.05438204349651,2.74954660471989,2.29838847545391,1.28538694554202,1.28538694554202
"Smp_074000",3.03991283982492,3.34801934249986,1.28538694554202,1.28538694554202,4.39185845576486,2.97754411992151,1.28538694554202,2.2636584893904
"Smp_074050",2.82598493445811,1.28538694554202,2.51228725895802,2.27197690098691,2.74954660471989,2.69130365696115,1.28538694554202,2.2636584893904
"Smp_074140",2.20221402564359,2.80069977410151,2.51228725895802,3.16209271194846,3.65584041646758,2.51421529061835,1.28538694554202,3.04056625385644
"Smp_074700",2.20221402564359,2.80069977410151,2.51228725895802,2.65586818214325,3.65584041646758,3.20784105965571,3.42208266540914,1.28538694554202
"Smp_074930",1.28538694554202,1.28538694554202,2.97501388153427,2.27197690098691,1.28538694554202,3.72115213981448,1.28538694554202,2.644689809044
"Smp_074950",2.20221402564359,1.28538694554202,2.97501388153427,2.27197690098691,1.28538694554202,2.29838847545391,1.28538694554202,1.28538694554202
"Smp_075120",2.20221402564359,1.28538694554202,1.28538694554202,2.93616375322469,1.28538694554202,2.69130365696115,1.28538694554202,2.644689809044
"Smp_075210",2.56185896911196,1.28538694554202,1.28538694554202,3.16209271194846,2.74954660471989,2.69130365696115,1.28538694554202,1.28538694554202
"Smp_075440",2.56185896911196,2.3803414435335,3.30584653389383,1.98967052167573,3.28267082551353,1.28538694554202,1.28538694554202,2.644689809044
"Smp_076010",2.20221402564359,2.80069977410151,1.28538694554202,3.16209271194846,2.74954660471989,2.69130365696115,1.28538694554202,1.28538694554202
"Smp_076530",2.82598493445811,1.28538694554202,1.28538694554202,1.28538694554202,3.28267082551353,2.29838847545391,4.11507649817148,2.2636584893904
"Smp_076660",1.28538694554202,1.28538694554202,1.28538694554202,2.65586818214325,2.74954660471989,2.29838847545391,1.28538694554202,2.2636584893904
"Smp_077020",3.38019308730641,2.3803414435335,3.30584653389383,2.27197690098691,1.28538694554202,3.20784105965571,2.85900572777518,1.28538694554202
"Smp_078230",2.20221402564359,1.28538694554202,1.28538694554202,2.27197690098691,1.28538694554202,2.29838847545391,3.42208266540914,2.2636584893904
"Smp_078320",2.56185896911196,1.28538694554202,2.51228725895802,2.27197690098691,2.74954660471989,2.97754411992151,1.28538694554202,2.644689809044
"Smp_078590",2.82598493445811,1.28538694554202,3.9751858288367,4.13520661767671,3.28267082551353,4.46816659735471,3.42208266540914,4.1160551488358
"Smp_079220",2.82598493445811,3.34801934249986,2.97501388153427,3.3531263288872,2.74954660471989,3.72115213981448,3.42208266540914,3.3375723213198
"Smp_079230",3.03991283982492,1.28538694554202,3.30584653389383,2.48273031570476,3.94710549549953,4.09133983473172,1.28538694554202,2.2636584893904
"Smp_079270",2.20221402564359,2.3803414435335,2.97501388153427,1.28538694554202,2.74954660471989,1.28538694554202,1.28538694554202,1.98362372481818
"Smp_079310",1.28538694554202,2.80069977410151,2.51228725895802,2.27197690098691,2.74954660471989,2.29838847545391,1.28538694554202,2.2636584893904
"Smp_079430",2.82598493445811,2.80069977410151,2.51228725895802,2.27197690098691,3.65584041646758,2.69130365696115,1.28538694554202,2.644689809044
"Smp_079490",1.28538694554202,1.28538694554202,1.28538694554202,2.27197690098691,2.74954660471989,2.97754411992151,1.28538694554202,2.644689809044
"Smp_079650",2.56185896911196,2.3803414435335,1.28538694554202,2.80470888550687,1.28538694554202,2.69130365696115,1.28538694554202,1.28538694554202
"Smp_079700",4.34778054282293,4.89296660207382,4.9041944616901,4.66554074524526,4.39185845576486,4.29241072235079,3.81243532329849,4.61033561908359
"Smp_079730",3.52146810483221,3.34801934249986,3.15144546392988,3.73513190758701,2.74954660471989,3.48949292105169,3.42208266540914,3.5784485309448
"Smp_079740",3.38019308730641,3.5524176748125,3.9751858288367,3.51940526709639,3.48250090189167,2.84337247017249,3.81243532329849,3.64986138954023
"Smp_079770",2.56185896911196,1.28538694554202,2.51228725895802,2.27197690098691,2.74954660471989,2.97754411992151,1.28538694554202,2.644689809044
"Smp_079920",2.56185896911196,1.28538694554202,1.28538694554202,2.65586818214325,1.28538694554202,2.69130365696115,1.28538694554202,2.644689809044
"Smp_079960",2.56185896911196,1.28538694554202,2.76765683897908,3.16209271194846,3.28267082551353,3.30875034541822,1.28538694554202,2.79250380900478
"Smp_079970",1.28538694554202,1.28538694554202,2.76765683897908,3.05438204349651,1.28538694554202,2.97754411992151,1.28538694554202,1.98362372481818
"Smp_080280",2.56185896911196,1.28538694554202,2.97501388153427,3.16209271194846,3.28267082551353,2.97754411992151,1.28538694554202,3.147626318167
"Smp_080370",2.20221402564359,1.28538694554202,1.28538694554202,2.27197690098691,1.28538694554202,2.29838847545391,1.28538694554202,2.92309289979983
"Smp_080530",1.28538694554202,1.28538694554202,1.28538694554202,2.27197690098691,2.74954660471989,2.69130365696115,1.28538694554202,2.2636584893904
"Smp_080840",2.39937525356049,3.10476932223692,2.51228725895802,2.65586818214325,2.74954660471989,2.84337247017249,1.28538694554202,2.644689809044
"Smp_080920",1.28538694554202,1.28538694554202,2.51228725895802,3.66702019011835,3.94710549549953,3.4022685374295,1.28538694554202,2.644689809044
"Smp_080980",2.56185896911196,3.34801934249986,2.97501388153427,2.27197690098691,3.65584041646758,3.85600163107832,1.28538694554202,2.644689809044
"Smp_082030",1.28538694554202,1.28538694554202,2.97501388153427,2.27197690098691,2.74954660471989,2.69130365696115,1.28538694554202,2.644689809044
"Smp_082940",2.20221402564359,1.28538694554202,3.30584653389383,3.3531263288872,1.28538694554202,3.57128021453252,3.42208266540914,1.28538694554202
"Smp_083020",2.20221402564359,1.28538694554202,1.28538694554202,2.27197690098691,1.28538694554202,2.29838847545391,2.85900572777518,2.79250380900478
"Smp_083030",1.93904056942926,1.28538694554202,2.16560074465376,2.27197690098691,1.28538694554202,2.97754411992151,1.28538694554202,1.28538694554202
"Smp_083080",2.20221402564359,1.28538694554202,2.97501388153427,2.65586818214325,3.28267082551353,2.69130365696115,4.11507649817148,3.3375723213198
"Smp_083150",2.20221402564359,3.34801934249986,1.28538694554202,2.65586818214325,3.28267082551353,2.97754411992151,1.28538694554202,3.147626318167
"Smp_083180",2.20221402564359,1.28538694554202,1.28538694554202,2.65586818214325,1.28538694554202,2.29838847545391,1.28538694554202,2.2636584893904
"Smp_083200",2.20221402564359,1.28538694554202,2.97501388153427,1.28538694554202,2.74954660471989,2.51421529061835,2.85900572777518,2.92309289979983
"Smp_083400",1.28538694554202,1.28538694554202,2.51228725895802,3.05438204349651,2.74954660471989,1.28538694554202,1.28538694554202,2.2636584893904
"Smp_083410",2.82598493445811,1.28538694554202,2.97501388153427,2.27197690098691,3.65584041646758,2.29838847545391,3.42208266540914,3.147626318167
"Smp_083540",2.70194139326678,2.80069977410151,3.30584653389383,2.65586818214325,2.34194128736319,1.28538694554202,1.28538694554202,2.79250380900478
"Smp_083650",2.20221402564359,1.28538694554202,1.28538694554202,2.27197690098691,1.28538694554202,2.69130365696115,1.28538694554202,2.2636584893904
"Smp_083710",3.22154203499683,2.3803414435335,3.30584653389383,2.48273031570476,3.48250090189167,2.97754411992151,1.28538694554202,1.28538694554202
"Smp_083720",3.03991283982492,2.80069977410151,2.51228725895802,2.80470888550687,1.28538694554202,1.28538694554202,1.28538694554202,3.24616570749668
"Smp_084180",2.20221402564359,1.28538694554202,1.28538694554202,1.98967052167573,2.34194128736319,2.84337247017249,1.28538694554202,2.644689809044
"Smp_084380",2.20221402564359,1.28538694554202,1.28538694554202,2.27197690098691,1.28538694554202,2.29838847545391,1.28538694554202,2.92309289979983
"Smp_084620",2.56185896911196,1.28538694554202,3.56811464106113,1.28538694554202,3.28267082551353,2.69130365696115,1.28538694554202,1.28538694554202
"Smp_084940",2.56185896911196,2.80069977410151,3.78689163392738,2.27197690098691,1.28538694554202,2.51421529061835,1.28538694554202,3.3375723213198
"Smp_085110",2.20221402564359,2.80069977410151,1.28538694554202,2.65586818214325,2.74954660471989,2.69130365696115,1.28538694554202,2.2636584893904
"Smp_085150",1.28538694554202,1.28538694554202,1.28538694554202,2.27197690098691,3.28267082551353,2.29838847545391,1.28538694554202,2.2636584893904
"Smp_085300",2.20221402564359,1.28538694554202,2.51228725895802,2.93616375322469,2.74954660471989,3.57128021453252,1.28538694554202,2.92309289979983
"Smp_085520",2.56185896911196,1.28538694554202,1.28538694554202,2.27197690098691,1.28538694554202,2.29838847545391,1.28538694554202,2.2636584893904
"Smp_085530",2.56185896911196,1.28538694554202,2.51228725895802,2.93616375322469,1.28538694554202,2.97754411992151,3.42208266540914,3.147626318167
"Smp_085740",2.82598493445811,2.80069977410151,3.30584653389383,1.98967052167573,3.48250090189167,2.84337247017249,2.85900572777518,2.47280567850169
"Smp_085750",2.82598493445811,1.28538694554202,3.44356418992518,2.93616375322469,1.28538694554202,3.09809581119798,1.28538694554202,3.3375723213198
"Smp_086470",2.82598493445811,2.80069977410151,1.28538694554202,2.65586818214325,1.28538694554202,1.28538694554202,1.28538694554202,1.98362372481818
"Smp_086480",2.20221402564359,2.80069977410151,1.28538694554202,2.65586818214325,2.74954660471989,3.20784105965571,1.28538694554202,3.147626318167
"Smp_086590",1.28538694554202,1.28538694554202,1.28538694554202,2.93616375322469,3.28267082551353,2.29838847545391,1.28538694554202,2.644689809044
"Smp_087760",2.82598493445811,2.80069977410151,3.56811464106113,3.3531263288872,3.28267082551353,3.72115213981448,1.28538694554202,2.92309289979983
"Smp_087920",2.20221402564359,2.80069977410151,2.51228725895802,2.65586818214325,1.28538694554202,2.69130365696115,1.28538694554202,1.28538694554202
"Smp_087930",2.20221402564359,1.28538694554202,1.28538694554202,1.28538694554202,2.74954660471989,2.69130365696115,1.28538694554202,2.2636584893904
"Smp_087940",1.28538694554202,2.80069977410151,2.51228725895802,2.65586818214325,2.74954660471989,2.69130365696115,1.28538694554202,1.28538694554202
"Smp_089060",2.82598493445811,1.28538694554202,2.97501388153427,1.28538694554202,3.28267082551353,1.28538694554202,1.28538694554202,3.3375723213198
"Smp_089240",2.20221402564359,1.28538694554202,2.51228725895802,2.65586818214325,1.28538694554202,2.29838847545391,3.42208266540914,2.2636584893904
"Smp_089400",2.56185896911196,1.28538694554202,1.28538694554202,2.27197690098691,2.74954660471989,1.28538694554202,1.28538694554202,2.2636584893904
"Smp_089430",2.20221402564359,1.28538694554202,1.28538694554202,2.65586818214325,3.28267082551353,1.28538694554202,1.28538694554202,2.644689809044
"Smp_089570",2.20221402564359,2.80069977410151,2.51228725895802,1.28538694554202,2.74954660471989,2.69130365696115,1.28538694554202,1.28538694554202
"Smp_089640",2.82598493445811,1.28538694554202,1.28538694554202,1.28538694554202,2.74954660471989,2.69130365696115,1.28538694554202,2.2636584893904
"Smp_089880",2.82598493445811,2.80069977410151,1.28538694554202,2.27197690098691,2.74954660471989,2.00888757746702,1.28538694554202,1.28538694554202
"Smp_090120",3.03991283982492,1.28538694554202,1.28538694554202,2.27197690098691,1.28538694554202,2.69130365696115,1.28538694554202,2.644689809044
"Smp_090240",3.30333083294673,3.34801934249986,3.15144546392988,2.80470888550687,1.28538694554202,3.20784105965571,1.28538694554202,2.92309289979983
"Smp_090690",2.70194139326678,3.10476932223692,2.16560074465376,2.27197690098691,2.74954660471989,2.00888757746702,1.28538694554202,2.2636584893904
"Smp_090920",3.70853930828445,3.10476932223692,2.97501388153427,3.51940526709639,2.74954660471989,2.29838847545391,1.28538694554202,2.47280567850169
"Smp_090930",3.38019308730641,1.28538694554202,2.51228725895802,2.93616375322469,1.28538694554202,3.4022685374295,1.28538694554202,2.644689809044
"Smp_091010",2.20221402564359,1.28538694554202,2.97501388153427,2.93616375322469,1.28538694554202,2.69130365696115,1.28538694554202,1.28538694554202
"Smp_091170",2.39937525356049,1.28538694554202,2.97501388153427,2.27197690098691,3.0453781817415,1.28538694554202,1.28538694554202,1.98362372481818
"Smp_091390",2.70194139326678,2.80069977410151,2.51228725895802,2.80470888550687,1.28538694554202,2.29838847545391,1.28538694554202,2.2636584893904
"Smp_091460",2.82598493445811,2.80069977410151,3.56811464106113,3.16209271194846,5.11990756366449,3.4022685374295,4.11507649817148,3.78219730327865
"Smp_091480",2.56185896911196,1.28538694554202,2.51228725895802,2.65586818214325,1.28538694554202,2.69130365696115,1.28538694554202,2.2636584893904
"Smp_091840",2.39937525356049,1.28538694554202,2.97501388153427,1.28538694554202,1.28538694554202,2.29838847545391,1.28538694554202,2.644689809044
"Smp_092320",2.20221402564359,2.80069977410151,1.28538694554202,1.28538694554202,1.28538694554202,2.29838847545391,1.28538694554202,2.644689809044
"Smp_092380",1.28538694554202,1.28538694554202,1.28538694554202,2.65586818214325,2.74954660471989,2.69130365696115,1.28538694554202,2.2636584893904
"Smp_092500",2.20221402564359,2.80069977410151,1.28538694554202,2.27197690098691,1.28538694554202,2.29838847545391,1.28538694554202,2.644689809044
"Smp_092750",3.03991283982492,2.80069977410151,3.56811464106113,2.65586818214325,3.94710549549953,3.72115213981448,1.28538694554202,2.644689809044
"Smp_092770",3.22154203499683,2.3803414435335,3.78689163392738,3.16209271194846,3.48250090189167,4.14439712011762,1.28538694554202,3.5784485309448
"Smp_092810",2.56185896911196,2.80069977410151,1.28538694554202,2.93616375322469,1.28538694554202,2.29838847545391,1.28538694554202,1.28538694554202
"Smp_092880",3.03991283982492,2.80069977410151,1.28538694554202,1.28538694554202,1.28538694554202,2.69130365696115,1.28538694554202,2.644689809044
"Smp_093280",2.70194139326678,3.34801934249986,2.97501388153427,2.27197690098691,1.28538694554202,2.29838847545391,1.28538694554202,3.04056625385644
"Smp_093440",3.03991283982492,1.28538694554202,2.51228725895802,2.27197690098691,2.74954660471989,3.72115213981448,1.28538694554202,2.2636584893904
"Smp_093540",2.39937525356049,1.28538694554202,1.28538694554202,2.65586818214325,2.34194128736319,2.29838847545391,1.28538694554202,1.28538694554202
"Smp_093930",3.82017859665657,3.34801934249986,3.78689163392738,3.51940526709639,2.74954660471989,2.69130365696115,1.28538694554202,3.04056625385644
"Smp_093950",2.20221402564359,1.28538694554202,2.97501388153427,2.65586818214325,2.74954660471989,2.29838847545391,1.28538694554202,2.92309289979983
"Smp_094140",2.70194139326678,2.3803414435335,1.28538694554202,2.27197690098691,3.0453781817415,2.69130365696115,1.28538694554202,2.79250380900478
"Smp_094420",2.20221402564359,1.28538694554202,2.51228725895802,1.28538694554202,1.28538694554202,2.69130365696115,1.28538694554202,2.2636584893904
"Smp_094810",2.20221402564359,1.28538694554202,1.28538694554202,2.27197690098691,2.74954660471989,2.84337247017249,3.42208266540914,1.28538694554202
"Smp_095150",1.28538694554202,1.28538694554202,2.51228725895802,2.27197690098691,1.28538694554202,2.29838847545391,1.28538694554202,2.644689809044
"Smp_095910",2.20221402564359,1.28538694554202,1.28538694554202,2.27197690098691,2.74954660471989,2.29838847545391,1.28538694554202,2.2636584893904
"Smp_096020",2.56185896911196,1.28538694554202,1.28538694554202,2.65586818214325,2.74954660471989,2.69130365696115,1.28538694554202,1.28538694554202
"Smp_096200",1.28538694554202,1.28538694554202,2.51228725895802,2.27197690098691,2.74954660471989,1.28538694554202,2.85900572777518,2.92309289979983
"Smp_096390",3.22154203499683,1.28538694554202,1.28538694554202,2.27197690098691,1.28538694554202,2.29838847545391,3.42208266540914,2.2636584893904
"Smp_096450",2.82598493445811,1.28538694554202,2.97501388153427,2.27197690098691,2.74954660471989,2.69130365696115,1.28538694554202,2.644689809044
"Smp_096720",2.20221402564359,2.80069977410151,2.51228725895802,1.98967052167573,1.28538694554202,2.00888757746702,1.28538694554202,2.2636584893904
"Smp_096750",1.93904056942926,1.28538694554202,3.56811464106113,3.16209271194846,3.0453781817415,3.4022685374295,2.85900572777518,2.47280567850169
"Smp_097180",2.56185896911196,1.28538694554202,2.76765683897908,2.48273031570476,2.74954660471989,1.28538694554202,1.28538694554202,2.79250380900478
"Smp_097240",2.82598493445811,1.28538694554202,1.28538694554202,3.05438204349651,1.28538694554202,2.00888757746702,1.28538694554202,2.47280567850169
"Smp_097320",2.39937525356049,1.28538694554202,1.28538694554202,1.98967052167573,2.34194128736319,2.51421529061835,1.28538694554202,2.79250380900478
"Smp_097370",1.28538694554202,2.80069977410151,2.51228725895802,1.28538694554202,2.74954660471989,2.00888757746702,1.28538694554202,2.644689809044
"Smp_097380",3.03991283982492,2.80069977410151,2.97501388153427,2.27197690098691,2.74954660471989,2.97754411992151,1.28538694554202,2.92309289979983
"Smp_097500",3.03991283982492,1.28538694554202,2.51228725895802,2.80470888550687,1.28538694554202,2.29838847545391,3.42208266540914,2.79250380900478
"Smp_097590",3.38019308730641,3.10476932223692,2.97501388153427,3.26120696887742,2.34194128736319,2.97754411992151,3.42208266540914,2.644689809044
"Smp_097660",3.52146810483221,3.72939495041365,2.51228725895802,2.65586818214325,4.57045298261768,3.57128021453252,1.28538694554202,3.50297324576032
"Smp_097750",2.82598493445811,3.34801934249986,3.30584653389383,2.65586818214325,2.74954660471989,3.72115213981448,1.28538694554202,3.3375723213198
"Smp_097790",2.20221402564359,1.28538694554202,1.28538694554202,2.65586818214325,2.74954660471989,2.29838847545391,3.42208266540914,1.28538694554202
"Smp_097800",3.52146810483221,4.27012464719164,4.54454680913476,4.66554074524526,4.65193276903221,4.5484408426583,4.11507649817148,4.01352315559188
"Smp_098330",2.20221402564359,1.28538694554202,1.28538694554202,2.27197690098691,2.74954660471989,2.69130365696115,1.28538694554202,1.28538694554202
"Smp_098650",2.70194139326678,3.5524176748125,2.97501388153427,2.48273031570476,1.28538694554202,2.29838847545391,3.42208266540914,2.47280567850169
"Smp_098960",3.03991283982492,1.28538694554202,1.28538694554202,3.16209271194846,3.28267082551353,2.69130365696115,1.28538694554202,3.147626318167
"Smp_099030",2.82598493445811,1.28538694554202,1.28538694554202,2.27197690098691,1.28538694554202,2.97754411992151,1.28538694554202,2.92309289979983
"Smp_099630",2.20221402564359,1.28538694554202,2.51228725895802,2.27197690098691,3.94710549549953,3.57128021453252,1.28538694554202,2.2636584893904
"Smp_099890",1.28538694554202,3.34801934249986,2.51228725895802,2.27197690098691,2.74954660471989,2.29838847545391,1.28538694554202,2.2636584893904
"Smp_100040",1.28538694554202,1.28538694554202,2.51228725895802,2.65586818214325,2.74954660471989,2.69130365696115,1.28538694554202,2.2636584893904
