"","Geneid","Int-01","Int-02","Int-03","Int-04","Liv-01","Liv-02","Liv-03","Liv-04","total_counts"
"1161","Smp_198520",3,1,0,2,2,2,0,2,12
"1162","Smp_161160",2,2,0,2,2,8,0,2,18
"1163","Smp_161080",5,0,2,2,2,0,0,0,11
"1164","Smp_071640",6,0,2,2,8,8,0,8,34
"1165","Smp_071630",4,0,2,2,0,6,0,4,18
"1166","Smp_071610",0,2,0,0,2,10,0,0,14
"1167","Smp_095580",2,0,0,2,0,4,0,2,10
"1168","Smp_170160",2,0,2,6,4,0,0,4,18
"1169","Smp_170150",4,2,0,4,0,4,0,4,18
"1170","Smp_333310",2,4,4,2,3,2,0,4,21
"1171","Smp_112930",6,0,2,2,0,4,0,0,14
"1172","Smp_244010",8,2,11,8,1,4,2,8,44
"1173","Smp_340960",12,3,4,18,5,5,0,11,58
"1174","Smp_004910",4,2,6,2,6,2,2,4,28
"1175","Smp_347050",4,0,2,0,2,4,0,8,20
"1176","Smp_344350",0,2,0,2,0,1,2,4,11
"1177","Smp_054240",16,10,8,10,10,46,0,12,112
"1178","Smp_333010",21,4,9,13,3,14,0,9,73
"1179","Smp_195080",4,0,2,6,4,2,0,4,22
"1180","Smp_151140",7,0,0,3,0,0,0,0,10
"1181","Smp_054120",2,1,5,6,2,0,0,4,20
"1182","Smp_151100",2,0,2,10,2,6,0,2,24
"1183","Smp_178490",2,0,0,2,4,2,0,0,10
"1184","Smp_076150",4,0,0,4,2,2,0,0,12
"1185","Smp_243910",0,0,0,2,0,8,0,4,14
"1186","Smp_076040",2,0,0,0,2,2,0,4,10
"1187","Smp_163110",0,0,2,0,2,2,0,4,10
"1188","Smp_076010",2,2,4,8,0,8,0,0,24
"1189","Smp_066200",8,4,5,7,7,6,0,6,43
"1190","Smp_039640",1,0,2,0,5,2,0,2,12
"1191","Smp_039670",14,5,8,14,6,6,2,21,76
"1192","Smp_143760",85,29,56,75,45,57,10,78,435
"1193","Smp_143780",2,0,2,0,0,2,2,4,12
"1194","Smp_324120",10,2,0,0,0,1,0,6,19
"1195","Smp_143840",6,0,4,4,4,6,1,6,31
"1196","Smp_143860",2,0,0,4,2,0,0,3,11
"1197","Smp_039810",0,2,6,4,2,2,0,2,18
"1198","Smp_039820",0,0,0,4,4,2,2,2,14
"1199","Smp_032280",2,2,0,0,2,4,0,0,10
"1200","Smp_032320",6,2,4,2,2,4,2,2,24
"1201","Smp_032490",7,1,2,1,0,1,0,4,16
"1202","Smp_032510",2,0,0,2,2,8,2,2,18
"1203","Smp_032520",4,2,2,6,4,4,0,2,24
"1204","Smp_306990",13,4,5,9,4,8,2,15,60
"1205","Smp_307000",6,2,0,17,2,6,6,2,41
"1206","Smp_307020",12,4,16,35,2,19,0,6,94
"1207","Smp_073470",2,0,2,2,4,4,0,2,16
"1208","Smp_155060",54,8,11,18,28,47,4,36,206
"1209","Smp_061310",4,2,0,2,2,1,0,4,15
"1210","Smp_061250",5,2,2,2,0,4,0,2,17
"1211","Smp_061230",6,2,2,0,2,0,0,0,12
"1212","Smp_061200",14,4,10,10,14,18,0,16,86
"1213","Smp_155020",13,2,4,11,0,12,0,8,50
"1214","Smp_349870",6,3,8,9,4,6,0,8,44
"1215","Smp_155000",2,0,2,5,1,0,0,0,10
"1216","Smp_044680",8,0,2,6,5,6,0,16,43
"1217","Smp_146240",4,0,4,2,2,2,0,0,14
"1218","Smp_266830",0,2,4,0,0,0,0,4,10
"1219","Smp_051210",12,2,6,10,10,14,1,18,73
"1220","Smp_051230",8,0,4,4,6,30,2,12,66
"1221","Smp_051260",22,2,12,20,18,30,2,26,132
"1222","Smp_051300",3,4,0,0,4,6,4,4,25
"1223","Smp_324190",94,44,68,137,44,220,10,104,721
"1224","Smp_077070",0,0,2,4,0,8,0,2,16
"1225","Smp_077090",2,0,0,6,2,0,0,2,12
"1226","Smp_245470",20,6,6,8,4,6,0,20,70
"1227","Smp_077120",2,0,0,4,0,2,0,3,11
"1228","Smp_163710",2,0,2,14,0,6,0,6,30
"1229","Smp_307090",4,2,6,2,4,7,0,12,37
"1230","Smp_077280",2,0,0,2,2,4,2,0,12
"1231","Smp_163780",2,0,2,2,0,2,0,2,10
"1232","Smp_163790",6,0,0,0,4,0,0,0,10
"1233","Smp_077390",2,0,2,4,2,1,0,0,11
"1234","Smp_017010",18,2,8,8,8,8,0,7,59
"1235","Smp_324230",11,3,5,13,0,9,1,2,44
"1236","Smp_017070",0,2,0,3,0,4,0,4,13
"1237","Smp_333350",3,0,2,0,8,2,0,0,15
"1238","Smp_342610",0,0,2,0,4,0,0,6,12
"1239","Smp_307170",8,0,0,6,0,0,0,0,14
"1240","Smp_243850",2,0,0,6,4,0,0,0,12
"1241","Smp_160270",0,0,4,2,6,8,0,4,24
"1242","Smp_070380",4,0,4,0,0,2,0,2,12
"1243","Smp_075500",2,0,0,4,0,2,0,2,10
"1244","Smp_324280",20,5,5,7,2,7,0,9,55
"1245","Smp_075560",4,0,0,4,0,0,0,4,12
"1246","Smp_162910",2,2,0,6,0,2,2,6,20
"1247","Smp_162920",4,0,2,2,2,2,0,2,14
"1248","Smp_243870",10,8,6,12,12,13,0,31,92
"1249","Smp_075640",0,0,0,4,2,0,0,6,12
"1250","Smp_244130",2,0,2,4,2,0,0,2,12
"1251","Smp_320810",0,0,0,1,1,5,0,4,11
"1252","Smp_350190",1353,628,1584,2790,600,4019,150,2097,13221
"1253","Smp_155110",0,0,4,8,4,2,0,2,20
"1254","Smp_084180",1,0,0,1,1,7,0,5,15
"1255","Smp_324360",28,15,20,38,14,77,1,39,232
"1256","Smp_340520",4,0,0,0,0,7,0,4,15
"1257","Smp_333390",4,1,0,2,0,3,0,2,12
"1258","Smp_026560",8,2,6,24,4,32,0,18,94
"1259","Smp_307270",7,2,2,6,4,8,0,6,35
"1260","Smp_173650",0,1,6,6,1,5,0,0,19
"1261","Smp_333400",4,2,0,0,4,0,2,3,15
"1262","Smp_345630",4,0,2,6,2,2,0,12,28
"1263","Smp_333420",7,4,4,6,0,9,0,14,44
"1264","Smp_166080",0,0,0,0,4,4,2,4,14
"1265","Smp_312360",0,0,2,0,4,6,0,2,14
"1266","Smp_176080",3,0,2,4,0,10,0,0,19
"1267","Smp_164650",4,2,4,10,6,8,2,6,42
"1268","Smp_160370",9,0,0,2,2,1,0,2,16
"1269","Smp_150320",4,0,2,6,6,4,0,4,26
"1270","Smp_329780",19,10,16,40,12,27,0,36,160
"1271","Smp_349520",4,0,1,2,1,2,0,8,18
"1272","Smp_349530",4,0,1,2,3,4,0,9,23
"1273","Smp_348940",2,0,0,5,2,2,0,6,17
"1274","Smp_348950",0,0,0,2,2,6,0,5,15
"1275","Smp_328750",5,3,0,9,4,10,2,3,36
"1276","Smp_328770",1,1,0,1,1,5,0,2,11
"1277","Smp_030730",32,2,32,50,17,60,4,48,245
"1278","Smp_030710",4,0,0,2,2,2,0,2,12
"1279","Smp_138760",18,5,8,14,5,30,1,18,99
"1280","Smp_030690",0,0,2,4,12,8,0,0,26
"1281","Smp_327300",92,40,196,223,89,528,30,241,1439
"1282","Smp_350180",9,3,35,26,17,80,1,46,217
"1283","Smp_350100",5,0,2,4,1,8,0,17,37
"1284","Smp_307600",2,2,0,6,0,8,0,0,18
"1285","Smp_072900",16,10,20,22,14,36,2,24,144
"1286","Smp_072790",3,2,0,3,3,5,0,5,21
"1287","Smp_307650",3,2,5,5,3,4,0,2,24
"1288","Smp_347830",8,0,4,10,4,8,2,10,46
"1289","Smp_350070",4,0,0,0,0,6,0,2,12
"1290","Smp_197690",5,2,2,20,5,0,2,2,38
"1291","Smp_159990",10,4,5,8,0,3,0,2,32
"1292","Smp_160000",2,0,4,6,4,2,0,8,26
"1293","Smp_311360",4,0,1,2,0,2,0,2,11
"1294","Smp_166120",0,0,4,2,0,2,0,2,10
"1295","Smp_246840",2,0,4,4,2,6,0,2,20
"1296","Smp_350120",0,0,1,5,0,7,0,6,19
"1297","Smp_337380",2,0,7,3,0,2,0,0,14
"1298","Smp_151780",8,2,5,4,4,6,1,8,38
"1299","Smp_151730",2,0,4,0,2,0,0,2,10
"1300","Smp_336660",55,27,24,40,9,30,4,28,217
"1301","Smp_331870",0,2,2,4,2,2,0,4,16
"1302","Smp_105680",2,6,0,0,0,6,2,4,20
"1303","Smp_098890",6,2,2,6,6,8,0,6,36
"1304","Smp_316660",2,0,6,4,4,2,0,6,24
"1305","Smp_098960",12,0,2,12,4,18,0,12,60
"1306","Smp_191400",15,12,15,19,15,9,3,23,111
"1307","Smp_325610",8,5,4,9,4,6,0,5,41
"1308","Smp_333470",87,39,39,122,43,120,17,70,537
"1309","Smp_204770",4,2,2,2,0,5,0,0,15
"1310","Smp_204730",6,0,0,0,2,2,0,2,12
"1311","Smp_187190",8,2,2,18,0,8,0,9,47
"1312","Smp_204740",1,0,2,2,4,2,2,8,21
"1313","Smp_350500",338,120,136,281,31,275,15,145,1341
"1314","Smp_347580",7,1,3,8,2,2,1,5,29
"1315","Smp_335800",24,4,12,25,7,10,2,23,107
"1316","Smp_325670",5,0,0,4,3,2,1,2,17
"1317","Smp_138030",2,0,0,4,2,4,0,2,14
"1318","Smp_340590",2,0,4,10,2,8,0,6,32
"1319","Smp_138050",0,2,2,0,4,0,0,4,12
"1320","Smp_029400",0,0,2,8,0,4,0,4,18
"1321","Smp_138160",2,0,0,0,2,0,0,6,10
"1322","Smp_341840",4,0,0,5,0,2,2,4,17
"1323","Smp_194090",0,0,0,4,0,9,0,2,15
"1324","Smp_205660",347,169,129,158,69,422,20,72,1386
"1325","Smp_194420",4,0,0,2,0,4,0,4,14
"1326","Smp_346670",6,2,2,2,0,2,0,2,16
"1327","Smp_104500",4,0,1,9,0,6,0,2,22
"1328","Smp_103010",0,2,4,4,0,6,0,2,18
"1329","Smp_242670",8,4,4,5,7,18,0,5,51
"1330","Smp_004550",7,2,3,4,0,4,0,2,22
"1331","Smp_004480",2,0,0,0,0,6,0,8,16
"1332","Smp_325760",4,0,0,6,2,6,4,4,26
"1333","Smp_124460",4,2,0,6,2,4,0,2,20
"1334","Smp_004310",0,0,6,4,4,10,0,2,26
"1335","Smp_083450",6,6,0,0,2,4,1,3,22
"1336","Smp_167410",6,0,0,7,2,1,0,3,19
"1337","Smp_243180",2,0,0,0,2,6,0,4,14
"1338","Smp_243200",6,1,4,8,2,6,2,2,31
"1339","Smp_167500",15,2,4,6,6,9,0,2,44
"1340","Smp_083540",6,3,7,4,5,0,0,11,36
"1341","Smp_069130",10,2,8,6,8,2,0,16,52
"1342","Smp_121780",12,10,9,24,6,15,5,18,99
"1343","Smp_052910",8,2,2,2,0,8,0,4,26
"1344","Smp_066330",0,0,0,4,0,4,0,5,13
"1345","Smp_157980",38,16,19,30,13,29,2,41,188
"1346","Smp_308145",0,0,1,3,2,4,0,0,10
"1347","Smp_166780",0,0,0,2,0,8,0,2,12
"1348","Smp_166820",5,1,0,2,1,2,0,0,11
"1349","Smp_074080",4,3,0,4,0,4,0,4,19
"1350","Smp_074050",6,0,2,6,6,6,0,4,30
"1351","Smp_074000",11,4,4,10,14,19,0,6,68
"1352","Smp_073940",2,0,4,9,2,4,0,4,25
"1353","Smp_073880",18,2,8,26,14,38,2,12,120
"1354","Smp_211260",6,2,0,3,0,8,1,1,21
"1355","Smp_029240",8,0,2,1,4,12,0,12,39
"1356","Smp_137920",2,0,4,2,2,2,0,0,12
"1357","Smp_137890",2,0,4,4,7,8,0,6,31
"1358","Smp_137870",2,0,2,6,2,4,0,2,18
"1359","Smp_029070",2,0,0,5,0,0,0,4,11
"1360","Smp_029060",4,0,0,2,2,6,0,0,14
"1361","Smp_028980",2,2,0,2,2,2,0,0,10
"1362","Smp_341630",16,2,0,15,2,6,0,2,43
"1363","Smp_076740",6,0,4,2,4,10,0,5,31
"1364","Smp_163460",2,2,0,2,0,0,0,4,10
"1365","Smp_018250",4,0,4,12,0,4,2,6,32
"1366","Smp_018310",4,2,6,4,6,4,0,10,36
"1367","Smp_132250",8,3,3,4,6,1,1,3,29
"1368","Smp_018360",0,2,0,2,2,4,2,4,16
"1369","Smp_132300",3,0,0,0,2,7,1,1,14
"1370","Smp_325920",10,8,10,10,20,42,0,22,122
"1371","Smp_018530",22,4,12,6,16,12,4,12,88
"1372","Smp_132350",4,0,0,6,2,0,0,4,16
"1373","Smp_018760",0,0,2,3,2,2,0,2,11
"1374","Smp_132450",0,2,0,2,3,0,0,4,11
"1375","Smp_331920",14,0,4,12,4,12,0,16,62
"1376","Smp_094140",9,1,2,2,3,8,0,6,31
"1377","Smp_126240",8,0,6,10,0,0,0,2,26
"1378","Smp_074780",10,0,2,10,2,12,0,6,42
"1379","Smp_162600",4,0,0,0,0,2,2,2,10
"1380","Smp_074930",11,0,8,10,2,26,2,12,71
"1381","Smp_074950",2,0,4,2,0,2,0,0,10
"1382","Smp_162630",2,0,8,6,2,7,0,4,29
"1383","Smp_075000",3,3,0,4,1,3,0,1,15
"1384","Smp_162660",7,2,6,3,7,11,2,6,44
"1385","Smp_075060",4,0,0,1,0,3,0,2,10
"1386","Smp_075120",4,0,0,6,0,10,0,6,26
"1387","Smp_075130",2,0,0,2,2,2,0,4,12
"1388","Smp_096010",3,2,0,2,0,6,0,2,15
"1389","Smp_096020",6,0,0,4,2,8,0,4,24
"1390","Smp_346320",44,19,19,40,9,50,8,52,241
"1391","Smp_174850",14,2,6,3,2,23,0,11,61
"1392","Smp_145890",6,2,2,4,0,1,0,4,19
"1393","Smp_197390",4,4,4,14,2,6,0,4,38
"1394","Smp_343900",2,0,0,5,4,6,0,12,29
"1395","Smp_246600",2,0,1,2,1,2,0,7,15
"1396","Smp_145990",8,2,0,2,0,0,0,0,12
"1397","Smp_044250",6,2,0,6,4,0,2,10,30
"1398","Smp_267310",0,0,2,6,2,0,2,1,13
"1399","Smp_208080",3,0,0,5,0,4,0,2,14
"1400","Smp_326040",2,0,2,2,0,14,0,4,24
"1401","Smp_013300",2,0,2,2,2,2,0,4,14
"1402","Smp_129360",4,0,4,4,7,8,2,8,37
"1403","Smp_013360",4,0,0,4,1,4,0,4,17
"1404","Smp_013370",31,13,15,9,5,27,3,12,115
"1405","Smp_347820",2,1,0,0,2,5,0,1,11
"1406","Smp_013470",16,8,14,26,6,40,0,18,128
"1407","Smp_311970",2,0,0,4,4,0,0,0,10
"1408","Smp_070680",2,2,2,6,2,2,2,4,22
"1409","Smp_160600",4,0,4,4,6,10,0,4,32
"1410","Smp_186670",8,0,2,2,2,6,0,4,24
"1411","Smp_106130",6,4,0,12,4,8,0,26,60
"1412","Smp_181470",0,2,6,0,3,2,0,4,17
"1413","Smp_181460",6,2,0,0,2,6,0,10,26
"1414","Smp_106080",2,0,2,3,4,0,0,3,14
"1415","Smp_181440",0,1,1,2,2,4,0,1,11
"1416","Smp_105970",4,1,0,0,6,2,2,10,25
"1417","Smp_308440",6,0,0,2,0,0,0,2,10
"1418","Smp_105930",2,0,0,2,2,8,0,2,16
"1419","Smp_105910",0,0,1,6,4,2,0,4,17
"1420","Smp_105860",10,0,4,2,6,0,0,6,28
"1421","Smp_347300",2,0,0,6,4,4,0,0,16
"1422","Smp_341430",0,0,2,3,2,2,0,2,11
"1423","Smp_085110",8,0,0,6,2,8,0,4,28
"1424","Smp_168350",3,0,0,0,2,3,0,3,11
"1425","Smp_010160",3,0,0,0,0,3,0,5,11
"1426","Smp_210480",6,0,2,0,2,2,2,2,16
"1427","Smp_212540",49,11,16,40,14,63,4,38,235
"1428","Smp_316690",30,12,12,39,6,27,7,19,152
"1429","Smp_210070",6,2,3,4,2,2,0,9,28
"1430","Smp_127500",6,2,4,2,0,4,0,0,18
"1431","Smp_335300",0,0,6,2,0,2,0,4,14
"1432","Smp_127460",7,2,1,4,0,1,1,2,18
"1433","Smp_013040",2,2,4,0,4,7,0,2,21
"1434","Smp_326180",26,10,16,19,10,22,4,23,130
"1435","Smp_326190",10,0,0,0,6,4,0,0,20
"1436","Smp_129130",4,0,1,6,0,0,0,0,11
"1437","Smp_129110",2,0,0,2,4,0,0,2,10
"1438","Smp_308600",1,1,7,0,4,0,0,4,17
"1439","Smp_246440",2,0,2,0,2,2,0,6,14
"1440","Smp_026340",10,2,0,2,0,0,0,6,20
"1441","Smp_026260",4,0,0,4,2,6,0,6,22
"1442","Smp_026230",0,0,4,4,0,4,0,2,14
"1443","Smp_092810",6,3,1,13,0,7,0,0,30
"1444","Smp_335460",31,10,13,41,1,25,0,8,129
"1445","Smp_335470",30,10,13,39,1,29,0,9,131
"1446","Smp_335480",26,12,13,47,0,30,0,8,136
"1447","Smp_335490",17,3,4,19,0,12,0,5,60
"1448","Smp_335510",33,10,13,41,1,28,0,8,134
"1449","Smp_150220",1,0,4,6,0,0,0,4,15
"1450","Smp_052350",5,2,2,6,0,0,0,2,17
"1451","Smp_052330",4,0,0,4,0,6,0,2,16
"1452","Smp_084380",2,0,0,6,2,2,0,10,22
"1453","Smp_197540",4,0,0,0,0,4,0,4,12
"1454","Smp_326250",4,0,2,2,0,0,0,2,10
"1455","Smp_085750",9,0,7,7,0,7,0,18,48
"1456","Smp_085740",12,2,8,4,7,13,1,11,58
"1457","Smp_131600",69,19,20,24,10,34,4,33,213
"1458","Smp_243670",3,0,0,3,0,0,2,5,13
"1459","Smp_063230",0,1,4,0,0,0,2,6,13
"1460","Smp_063300",0,0,2,6,4,2,0,6,20
"1461","Smp_063330",8,0,4,4,4,4,0,2,26
"1462","Smp_340980",0,0,4,2,2,0,0,4,12
"1463","Smp_063350",6,2,8,10,0,16,0,11,53
"1464","Smp_063390",0,1,0,10,2,2,0,0,15
"1465","Smp_156340",24,8,17,23,23,41,0,31,167
"1466","Smp_063420",10,0,2,10,11,8,2,10,53
"1467","Smp_241400",4,0,10,8,6,4,0,2,34
"1468","Smp_156390",0,2,0,0,0,4,0,4,10
"1469","Smp_243680",2,0,0,4,0,6,0,4,16
"1470","Smp_021340",2,2,2,4,2,10,2,2,26
"1471","Smp_123440",4,2,2,4,4,6,0,4,26
"1472","Smp_002550",4,0,2,4,2,18,0,4,34
"1473","Smp_123500",4,2,0,2,4,0,0,0,12
"1474","Smp_123570",8,0,6,9,2,4,0,11,40
"1475","Smp_123600",8,0,0,10,7,5,0,5,35
"1476","Smp_123610",43,12,14,35,14,15,1,37,171
"1477","Smp_300810",18,1,6,11,11,6,2,5,60
"1478","Smp_002820",6,0,3,2,0,2,0,1,14
"1479","Smp_002880",12,2,2,2,2,2,0,2,24
"1480","Smp_084540",2,0,0,2,4,4,0,4,16
"1481","Smp_164590",3,0,0,0,4,2,0,4,13
"1482","Smp_345510",2,0,2,0,4,0,0,2,10
"1483","Smp_078730",6,0,0,0,2,9,0,2,19
"1484","Smp_084830",0,0,2,0,4,4,0,0,10
"1485","Smp_079770",7,0,6,2,2,6,0,5,28
"1486","Smp_079740",25,9,16,28,11,14,3,20,126
"1487","Smp_079730",16,6,7,21,2,15,2,17,86
"1488","Smp_079710",0,0,2,0,2,8,0,0,12
"1489","Smp_333580",4,0,0,0,4,0,0,4,12
"1490","Smp_084940",8,4,10,8,2,9,0,19,60
"1491","Smp_168200",2,2,0,4,0,6,0,0,14
"1492","Smp_084900",0,2,0,0,0,6,0,2,10
"1493","Smp_168170",2,0,4,8,5,0,0,6,25
"1494","Smp_138220",2,0,0,2,0,2,0,6,12
"1495","Smp_029670",38,16,8,46,10,27,1,20,166
"1496","Smp_138240",13,4,6,29,3,19,0,10,84
"1497","Smp_246360",6,2,2,10,2,4,0,6,32
"1498","Smp_029820",2,0,6,0,6,12,0,0,26
"1499","Smp_029850",0,2,0,4,0,0,0,6,12
"1500","Smp_138320",2,2,2,0,0,0,0,6,12
"1501","Smp_029890",2,0,2,4,2,4,0,3,17
"1502","Smp_343220",17,6,3,15,5,23,1,5,75
"1503","Smp_138520",3,0,2,7,2,4,0,1,19
"1504","Smp_030290",0,0,0,6,2,10,0,4,22
"1505","Smp_340630",6,5,0,7,0,2,0,10,30
"1506","Smp_030320",2,0,2,0,0,2,0,4,10
"1507","Smp_179810",4,6,2,6,4,4,0,14,40
"1508","Smp_000710",2,0,2,2,6,4,0,2,18
"1509","Smp_000660",2,0,2,5,2,4,0,0,15
"1510","Smp_000640",4,1,1,2,4,8,0,2,22
"1511","Smp_000600",4,0,0,4,2,4,0,6,20
"1512","Smp_000590",2,0,2,0,2,10,0,2,18
"1513","Smp_122370",4,0,0,2,2,2,0,0,10
"1514","Smp_333620",2,0,0,0,6,4,0,2,14
"1515","Smp_000480",10,0,5,13,4,0,0,7,39
"1516","Smp_309210",0,0,0,0,2,2,0,6,10
"1517","Smp_326570",10,2,2,10,0,9,1,9,43
"1518","Smp_326580",0,2,1,0,5,0,0,4,12
"1519","Smp_000370",2,0,0,0,2,5,0,2,11
"1520","Smp_000340",1,0,4,2,0,4,0,2,13
"1521","Smp_000320",8,0,2,2,0,4,2,2,20
"1522","Smp_000310",4,0,0,2,4,20,0,2,32
"1523","Smp_000260",4,0,0,2,0,2,0,6,14
"1524","Smp_000240",6,0,4,4,8,6,0,8,36
"1525","Smp_326620",6,0,2,2,4,6,0,2,22
"1526","Smp_000190",1,2,0,5,0,8,0,1,17
"1527","Smp_000100",6,0,2,2,0,4,0,2,16
"1528","Smp_118830",0,0,0,2,2,10,0,6,20
"1529","Smp_083870",0,0,4,6,0,6,0,2,18
"1530","Smp_167680",4,0,4,0,2,4,0,1,15
"1531","Smp_144360",0,2,0,4,4,1,0,4,15
"1532","Smp_040770",0,0,0,2,2,0,2,4,10
"1533","Smp_040790",12,0,4,4,4,13,0,2,39
"1534","Smp_040800",6,2,12,0,2,1,0,8,31
"1535","Smp_196090",7,3,0,4,5,0,0,2,21
"1536","Smp_309360",4,0,0,5,0,2,0,0,11
"1537","Smp_091240",4,2,4,0,0,0,0,2,12
"1538","Smp_057130",0,0,6,4,0,2,0,0,12
"1539","Smp_027880",4,0,0,0,0,6,0,0,10
"1540","Smp_027910",3,0,3,0,0,1,0,6,13
"1541","Smp_027920",10,0,6,20,16,14,2,16,84
"1542","Smp_117340",0,0,0,2,0,6,0,2,10
"1543","Smp_023660",8,0,0,0,2,0,0,0,10
"1544","Smp_023550",0,0,0,0,0,8,0,2,10
"1545","Smp_333660",6,2,2,12,2,10,0,16,50
"1546","Smp_309430",4,0,2,2,0,0,0,3,11
"1547","Smp_023470",6,0,6,5,4,6,0,2,29
"1548","Smp_023360",4,0,2,0,0,10,0,12,28
"1549","Smp_136710",0,2,0,2,0,4,0,2,10
"1550","Smp_026920",2,1,1,3,1,1,0,1,10
"1551","Smp_213390",6,3,0,0,2,6,0,0,17
"1552","Smp_136770",6,1,1,0,0,1,0,2,11
"1553","Smp_027010",0,2,0,4,2,2,0,4,14
"1554","Smp_136780",0,4,2,2,2,4,2,1,17
"1555","Smp_214060",3,0,2,10,4,8,0,8,35
"1556","Smp_018990",6,0,2,4,2,4,0,4,22
"1557","Smp_019030",2,0,0,6,0,0,0,2,10
"1558","Smp_132590",0,0,2,0,8,4,0,5,19
"1559","Smp_100110",9,0,2,0,6,8,0,2,27
"1560","Smp_177080",5,0,0,1,2,2,2,2,14
"1561","Smp_100090",10,2,4,6,2,6,2,8,40
"1562","Smp_100070",6,7,2,3,2,6,0,4,30
"1563","Smp_100040",2,0,2,6,8,4,0,6,28
"1564","Smp_177020",5,0,6,7,6,5,0,10,39
"1565","Smp_099930",0,0,4,2,0,2,0,2,10
"1566","Smp_331940",2,1,2,2,2,3,0,0,12
"1567","Smp_309680",1,0,0,1,3,5,0,4,14
"1568","Smp_202400",7,0,1,1,0,7,1,2,19
"1569","Smp_165870",7,0,0,4,0,2,0,0,13
"1570","Smp_326750",2,0,2,0,2,7,0,0,13
"1571","Smp_213440",3,2,0,0,2,3,0,0,10
"1572","Smp_342860",55,21,26,29,15,26,5,35,212
"1573","Smp_342870",4,0,0,2,6,4,0,0,16
"1574","Smp_151580",4,0,2,2,2,2,0,2,14
"1575","Smp_309720",3,1,3,2,8,18,0,12,47
"1576","Smp_309710",5,1,6,2,6,26,0,10,56
"1577","Smp_007900",10,8,11,24,30,50,2,15,150
"1578","Smp_007890",0,0,2,0,2,6,0,2,12
"1579","Smp_172700",5,0,2,14,2,10,0,9,42
"1580","Smp_092500",4,4,0,0,2,6,0,4,20
"1581","Smp_001170",4,2,4,6,6,0,0,12,34
"1582","Smp_340050",4,2,0,3,0,0,0,2,11
"1583","Smp_001090",28,12,18,25,14,13,1,22,133
"1584","Smp_200240",2,0,6,8,0,12,0,10,38
"1585","Smp_000990",2,0,0,8,4,2,0,6,22
"1586","Smp_000980",6,2,0,0,2,8,0,0,18
"1587","Smp_341890",8,2,0,4,2,0,0,2,18
"1588","Smp_340030",2,0,2,2,2,2,0,4,14
"1589","Smp_000880",2,2,0,4,2,6,0,0,16
"1590","Smp_000820",2,2,0,3,0,4,0,2,13
"1591","Smp_000740",6,2,2,8,0,16,0,8,42
"1592","Smp_194170",2,0,1,1,2,3,0,2,11
"1593","Smp_335930",2,0,0,1,8,5,0,5,21
"1594","Smp_346760",2,1,0,4,0,3,0,6,16
"1595","Smp_349650",4,0,2,4,4,0,0,4,18
"1596","Smp_349680",4,2,1,4,0,0,0,4,15
"1597","Smp_037230",2,0,0,2,2,4,0,0,10
"1598","Smp_150690",10,0,2,6,2,14,2,2,38
"1599","Smp_053230",6,4,6,6,0,22,0,14,58
"1600","Smp_053220",4,0,0,10,0,6,0,8,28
"1601","Smp_347930",4,0,0,0,2,4,0,0,10
"1602","Smp_150650",2,0,0,2,1,7,0,2,14
"1603","Smp_053130",13,2,7,6,8,18,0,6,60
"1604","Smp_053120",3,0,2,5,1,0,0,0,11
"1605","Smp_086900",2,2,0,10,2,4,0,2,22
"1606","Smp_214070",0,0,0,2,2,6,0,2,12
"1607","Smp_169430",6,2,0,2,0,0,1,2,13
"1608","Smp_169470",0,2,0,0,2,5,0,2,11
"1609","Smp_062980",2,0,0,2,2,2,0,2,10
"1610","Smp_329010",4,1,3,4,0,2,0,1,15
"1611","Smp_156150",0,0,2,6,0,2,0,0,10
"1612","Smp_349700",4,0,4,4,2,1,0,4,19
"1613","Smp_316700",0,0,4,2,0,4,0,2,12
"1614","Smp_334000",2,2,0,6,0,3,0,10,23
"1615","Smp_315900",6,0,2,8,8,10,0,6,40
"1616","Smp_213300",8,1,8,14,14,10,0,8,63
"1617","Smp_334030",2,0,2,2,2,4,0,0,12
"1618","Smp_344910",21,3,9,20,1,4,6,15,79
"1619","Smp_079010",6,0,2,4,2,2,0,4,20
"1620","Smp_345550",2,0,2,2,2,2,0,0,10
"1621","Smp_164730",3,0,2,0,0,6,0,4,15
"1622","Smp_197180",0,0,2,8,2,6,0,6,24
"1623","Smp_085300",12,0,2,10,2,16,0,12,54
"1624","Smp_085290",4,0,0,4,4,0,0,4,16
"1625","Smp_141000",4,0,0,4,4,2,0,0,14
"1626","Smp_102340",0,0,3,6,0,0,0,4,13
"1627","Smp_309970",4,0,2,2,4,2,0,2,16
"1628","Smp_126770",1,0,4,4,0,2,2,0,13
"1629","Smp_141610",6,2,2,0,6,10,0,14,40
"1630","Smp_036130",0,0,0,4,2,8,0,6,20
"1631","Smp_340700",37,10,26,60,42,116,6,71,368
"1632","Smp_141570",0,0,0,4,2,2,0,4,12
"1633","Smp_036020",6,1,2,5,1,4,0,11,30
"1634","Smp_126750",2,0,2,0,4,8,0,4,20
"1635","Smp_126740",4,0,2,0,0,0,0,4,10
"1636","Smp_008545",36,8,14,36,32,44,2,52,224
"1637","Smp_050360",1,2,4,7,11,12,0,8,45
"1638","Smp_050280",2,1,0,4,0,5,0,4,16
"1639","Smp_149040",2,0,3,2,2,2,0,0,11
"1640","Smp_149030",3,0,0,2,2,2,0,4,13
