#Position (bp)	insert size
3.194985345E8	2849.480629688845
3.204770905E8	1931.9544901435872
3.214556465E8	6080.720946787685
3.224342025E8	1827.564325510721
3.234127585E8	4131.534145137403
3.243913145E8	3077.587381415019
3.253698705E8	4928.378828816018
3.263484265E8	3677.709310512918
3.273269825E8	2702.3272443098563
3.283055385E8	3098.99148518094
3.292840945E8	3649.990740740741
3.302626505E8	2273.895752895753
3.312412065E8	2565.8624329758713
3.322197625E8	1157.1207627118645
3.331983185E8	2375.672987358616
3.341768745E8	2866.73684667477
3.351554305E8	1947.0861530672516
3.361339865E8	2563.4318756319512
3.371125425E8	4305.458670988654
3.380910985E8	6653.973850783439
3.390696545E8	1142.8156342723178
3.400482105E8	8975.787027563327
3.40945784E8	2088.7317307692306
3.41435062E8	1956.7296137339056
3.420053225E8	85024.50683371298
3.429838785E8	83485.77611940299
3.439624345E8	62981.48520102652
3.449409905E8	23744.004136029413
3.459195465E8	3478.5731264953306
3.468981025E8	2363.05424005599
3.478766585E8	2266.128242074928
3.488552145E8	15413.374930050364
3.498337705E8	2443.5346329983463
3.508123265E8	4934.119758525045
3.517908825E8	1811.1245283018868
3.527694385E8	2762.3263721845615
3.537479945E8	5214.310387596899
3.547265505E8	3404.226349737219
3.557051065E8	1958.6579321231254
3.566836625E8	2623.288163948139
3.576622185E8	49152.46673249986
3.586407745E8	10018.462733342418
3.596193305E8	2253.094146225856
3.605978865E8	16939.9697501096
3.615764425E8	4288.622418879056
3.625549985E8	8661.761548614166
3.635335545E8	2334.8777014159145
3.645121105E8	2853.3703424205264
3.65242163E8	2621.4491545606097
3.65731441E8	34727.77944740669
3.664692225E8	2850.7998681173754
3.674477785E8	3041.083781844277
3.684263345E8	4299.928763565532
3.694048905E8	1950.6986324216143
3.703834465E8	3146.749184149184
3.713620025E8	17455.69899089343
3.723405585E8	6724.792739844425
3.733191145E8	1759.7171245895975
3.742976705E8	5309.784586108468
3.752762265E8	3084.1685448309654
3.762547825E8	3191.7612238111074
3.772333385E8	3987.9708102667337
3.782118945E8	4588.071074770029
3.791904505E8	5798.9853355893965
3.801690065E8	3975.871134787655
3.811475625E8	8301.14960909737
3.821261185E8	8435.551500682128
3.831046745E8	2507.632124768872
3.840832305E8	3675.048098159509
3.849989605E8	40198.795648338724
3.854882385E8	854.5
3.860403425E8	5359.323145318144
3.870188985E8	5668.697038724374
3.879974545E8	3158.544422827497
3.889760105E8	1067.916004540295
3.899545665E8	2960.69540591567
3.909196135E8	3735.270708880924
3.91408841E8	270.63203973760784
