"","Geneid","Int-01","Int-02","Int-03","Int-04","Liv-01","Liv-02","Liv-03","Liv-04","total_counts"
"53","Smp_089630",4,0,2,2,2,2,0,0,12
"54","Smp_089640",13,0,2,8,6,10,2,2,43
"55","Smp_089650",13,0,0,1,2,8,2,8,34
"56","Smp_089670",2,0,1,0,2,2,0,4,11
"57","Smp_171070",9,0,4,3,5,0,0,3,24
"58","Smp_171080",0,0,2,4,0,2,0,2,10
"59","Smp_022640",16,0,2,10,0,10,0,2,40
"60","Smp_151640",6,0,1,2,2,2,0,2,15
"61","Smp_055400",2,0,0,2,4,4,0,0,12
"62","Smp_151650",8,2,4,8,18,14,0,2,56
"63","Smp_151670",2,0,1,2,2,2,0,2,11
"64","Smp_055440",12,2,6,0,5,5,4,7,41
"65","Smp_056200",6,0,2,6,0,0,2,4,20
"66","Smp_056240",4,2,2,4,0,0,0,4,16
"67","Smp_176440",0,0,2,4,0,3,0,2,11
"68","Smp_163210",14,2,8,18,8,4,0,8,62
"69","Smp_159600",2,0,0,10,4,6,2,2,26
"70","Smp_129610",5,2,4,6,2,0,2,4,25
"71","Smp_347120",2,0,12,7,0,10,6,6,43
"72","Smp_129550",3,2,0,5,1,0,1,11,23
"73","Smp_129560",3,0,0,2,0,0,0,6,11
"74","Smp_013690",0,0,0,0,0,6,0,7,13
"75","Smp_332680",2,0,2,8,12,2,2,8,36
"76","Smp_340110",48,32,26,53,22,20,9,48,258
"77","Smp_004080",14,1,2,2,4,5,0,10,38
"78","Smp_004070",0,2,2,6,2,0,0,0,12
"79","Smp_340100",0,0,6,4,1,0,0,2,13
"80","Smp_213680",3,0,6,5,2,0,0,0,16
"81","Smp_124320",18,10,14,6,5,12,0,8,73
"82","Smp_003990",6,4,10,30,6,24,2,14,96
"83","Smp_003980",8,0,4,5,2,4,0,6,29
"84","Smp_003970",14,2,7,5,6,12,0,10,56
"85","Smp_341700",7,2,8,4,5,7,2,3,38
"86","Smp_124300",2,1,6,6,4,0,0,0,19
"87","Smp_003930",7,0,4,9,4,6,0,6,36
"88","Smp_213690",4,0,2,0,10,6,0,0,22
"89","Smp_213700",2,0,4,8,0,4,0,0,18
"90","Smp_245630",4,2,5,1,2,0,0,2,16
"91","Smp_332790",0,0,4,2,2,3,0,4,15
"92","Smp_003770",4,6,8,6,7,10,0,6,47
"93","Smp_332800",9,2,0,4,9,5,2,4,35
"94","Smp_003700",6,0,2,2,0,8,0,4,22
"95","Smp_003660",10,2,12,9,22,8,4,8,75
"96","Smp_124120",4,0,0,0,0,0,2,4,10
"97","Smp_003630",2,0,0,2,2,2,2,4,14
"98","Smp_003600",0,0,1,3,2,2,0,2,10
"99","Smp_188200",0,0,3,0,2,2,0,5,12
"100","Smp_124010",4,0,2,2,0,0,4,2,14
"101","Smp_321620",6,0,0,6,8,2,2,0,24
"102","Smp_003410",16,0,6,8,4,14,2,0,50
"103","Smp_337440",4,0,2,8,16,0,2,8,40
"104","Smp_123940",0,0,2,3,2,0,0,3,10
"105","Smp_003330",4,0,2,6,0,4,2,0,18
"106","Smp_341980",10,2,0,9,8,0,0,2,31
"107","Smp_003250",6,4,10,30,7,3,12,7,79
"108","Smp_123870",6,0,0,8,2,4,0,0,20
"109","Smp_003130",6,0,0,3,2,0,0,0,11
"110","Smp_245815",5,2,0,5,5,0,2,4,23
"111","Smp_245820",1,0,6,6,0,4,0,6,23
"112","Smp_073720",0,2,2,2,6,4,0,0,16
"113","Smp_162010",4,2,4,4,0,2,2,2,20
"114","Smp_073690",2,0,0,3,3,2,0,0,10
"115","Smp_073680",4,0,1,4,0,4,2,0,15
"116","Smp_162000",4,2,4,2,8,2,0,2,24
"117","Smp_073620",2,0,2,4,4,6,0,7,25
"118","Smp_073610",4,0,0,6,0,2,2,1,15
"119","Smp_073600",2,0,0,0,8,4,0,6,20
"120","Smp_073590",2,2,12,4,2,0,0,0,22
"121","Smp_345320",19,7,7,14,2,10,0,3,62
"122","Smp_073500",0,0,3,4,4,2,4,0,17
"123","Smp_161960",10,0,2,4,2,0,0,6,24
"124","Smp_161970",23,0,3,6,3,2,4,10,51
"125","Smp_161980",4,0,2,4,4,0,0,4,18
"126","Smp_073570",5,0,6,2,2,4,0,2,21
"127","Smp_073560",4,0,0,2,4,0,0,1,11
"128","Smp_079230",28,0,12,15,14,26,4,12,111
"129","Smp_079430",12,0,8,8,14,4,0,6,52
"130","Smp_164960",2,0,2,2,1,0,0,7,14
"131","Smp_164950",4,0,0,0,2,2,0,4,12
"132","Smp_164940",7,0,0,2,2,2,0,0,13
"133","Smp_079310",8,2,0,10,4,2,0,4,30
"134","Smp_305200",6,2,6,7,1,14,0,20,56
"135","Smp_314650",4,8,2,6,1,2,0,7,30
"136","Smp_079270",9,7,11,10,9,12,0,8,66
"137","Smp_053390",4,0,4,4,2,4,0,4,22
"138","Smp_150750",0,0,4,7,0,0,0,4,15
"139","Smp_150740",5,0,1,12,3,0,2,0,23
"140","Smp_348610",1297,340,270,348,296,1250,52,214,4067
"141","Smp_314790",1,2,1,4,2,2,1,5,18
"142","Smp_053300",8,0,4,1,4,11,1,0,29
"143","Smp_194870",9,0,1,0,3,11,0,0,24
"144","Smp_305460",0,0,1,11,0,0,1,1,14
"145","Smp_336340",0,0,4,8,2,2,0,10,26
"146","Smp_166040",11,3,2,7,1,1,1,3,29
"147","Smp_333100",4,2,2,2,2,0,0,2,14
"148","Smp_175950",7,3,1,7,5,3,5,4,35
"149","Smp_105330",0,0,0,2,4,6,0,4,16
"150","Smp_105320",12,2,12,4,0,2,0,4,36
"151","Smp_333140",16,0,8,19,6,12,3,5,69
"152","Smp_345870",0,0,2,2,2,2,0,2,10
"153","Smp_333150",0,0,6,1,4,0,0,0,11
"154","Smp_103160",11,2,4,8,8,6,0,0,39
"155","Smp_333160",4,0,0,2,4,1,0,1,12
"156","Smp_323640",0,0,0,0,4,14,0,6,24
"157","Smp_341790",5,0,6,2,2,4,0,2,21
"158","Smp_337250",11,0,2,14,6,0,2,6,41
"159","Smp_323680",219,116,320,563,59,630,16,210,2133
"160","Smp_323710",67,9,73,134,11,107,3,37,441
"161","Smp_346350",10,0,2,11,2,0,0,4,29
"162","Smp_333200",0,0,0,14,6,2,4,4,30
"163","Smp_175270",3,0,0,0,3,2,0,2,10
"164","Smp_103200",8,4,6,18,4,2,4,4,50
"165","Smp_017660",7,4,7,8,2,7,2,6,43
"166","Smp_017650",4,0,0,4,0,0,0,8,16
"167","Smp_131870",2,2,3,10,8,4,4,6,39
"168","Smp_337795",4,0,2,2,2,0,0,0,10
"169","Smp_086590",4,2,0,8,12,2,0,8,36
"170","Smp_246710",0,0,0,3,0,3,0,4,10
"171","Smp_341730",0,2,0,4,4,0,2,2,14
"172","Smp_306640",2,0,0,5,0,4,0,2,13
"173","Smp_321890",2,0,1,4,2,0,2,0,11
"174","Smp_159730",4,2,2,3,8,0,4,0,23
"175","Smp_159740",4,0,0,2,2,2,0,2,12
"176","Smp_159780",74,6,47,71,30,32,6,62,328
"177","Smp_069380",5,0,2,4,2,0,0,0,13
"178","Smp_080280",10,2,8,16,14,8,4,15,77
"179","Smp_076630",6,2,4,4,2,4,0,0,22
"180","Smp_076660",13,2,7,16,9,4,0,4,55
"181","Smp_163420",8,0,4,1,0,4,0,0,17
"182","Smp_163430",0,0,4,1,4,6,2,6,23
"183","Smp_307220",71,21,50,78,22,37,4,42,325
"184","Smp_077030",0,0,0,0,6,2,0,4,12
"185","Smp_077020",25,3,11,20,10,16,6,7,98
"186","Smp_077000",2,0,2,2,0,4,2,2,14
"187","Smp_076990",2,0,0,0,5,2,1,2,12
"188","Smp_163620",8,3,2,2,2,2,0,0,19
"189","Smp_163610",8,2,0,0,0,0,0,0,10
"190","Smp_076960",2,0,0,6,2,2,0,0,12
"191","Smp_076950",6,0,4,2,0,4,0,19,35
"192","Smp_163600",6,2,2,2,0,2,2,10,26
"193","Smp_163580",6,2,12,16,10,16,4,6,72
"194","Smp_076880",6,0,0,5,4,2,2,2,21
"195","Smp_163550",22,5,7,24,11,29,7,22,127
"196","Smp_248140",0,0,0,6,8,4,0,4,22
"197","Smp_097800",69,6,42,54,41,61,17,31,321
"198","Smp_097790",22,0,2,9,0,5,6,0,44
"199","Smp_175840",10,2,2,7,10,0,4,5,40
"200","Smp_097750",20,2,10,12,8,14,4,14,84
"201","Smp_097730",2,1,4,2,2,0,0,0,11
"202","Smp_097710",3,0,2,4,0,0,2,2,13
"203","Smp_097700",3,0,1,10,4,10,0,1,29
"204","Smp_097660",28,2,18,26,30,14,8,28,154
"205","Smp_341640",6,0,2,6,0,2,0,0,16
"206","Smp_167370",0,0,2,7,3,7,0,2,21
"207","Smp_083410",12,2,14,6,12,6,2,10,64
"208","Smp_083400",3,7,2,6,6,0,0,3,27
"209","Smp_083340",4,2,0,6,0,2,2,6,22
"210","Smp_167330",5,0,5,6,6,1,2,9,34
"211","Smp_345720",4,0,2,6,2,3,0,9,26
"212","Smp_167300",33,8,7,27,8,16,0,29,128
"213","Smp_167280",2,4,0,5,0,0,0,0,11
"214","Smp_331910",7,2,2,19,14,26,2,6,78
"215","Smp_194030",0,0,0,2,6,0,0,4,12
"216","Smp_194050",2,0,0,6,0,2,0,4,14
"217","Smp_093310",1,0,4,0,2,4,2,4,17
"218","Smp_093320",5,3,1,0,0,0,0,1,10
"219","Smp_173280",8,0,1,12,6,10,2,8,47
"220","Smp_173250",2,2,0,2,0,0,0,4,10
"221","Smp_035540",25,0,24,10,2,0,0,15,76
"222","Smp_035580",2,0,2,0,0,2,4,6,16
"223","Smp_141330",2,0,4,6,10,4,2,10,38
"224","Smp_210790",0,0,2,2,0,4,0,2,10
"225","Smp_141290",4,0,0,2,8,2,0,2,18
"226","Smp_141270",7,0,3,5,0,2,0,0,17
"227","Smp_035480",3,2,0,7,9,4,0,8,33
"228","Smp_035470",0,2,8,4,6,6,0,12,38
"229","Smp_035430",4,0,2,0,4,0,0,2,12
"230","Smp_326410",5,0,2,2,3,3,0,1,16
"231","Smp_035410",8,0,0,6,10,2,0,2,28
"232","Smp_035380",0,0,2,2,2,0,2,2,10
"233","Smp_141220",3,0,5,9,3,3,2,2,27
"234","Smp_035310",9,2,0,4,6,2,2,0,25
"235","Smp_035290",10,0,0,14,2,2,2,2,32
"236","Smp_035280",10,0,4,0,4,4,0,4,26
"237","Smp_035270",4,0,0,0,0,4,0,2,10
"238","Smp_035260",0,2,4,6,2,8,0,0,22
"239","Smp_035220",0,2,0,9,4,0,0,0,15
"240","Smp_035200",36,4,10,46,52,42,14,36,240
"241","Smp_035190",0,2,4,2,2,0,0,4,14
"242","Smp_141170",8,0,0,6,0,0,2,0,16
"243","Smp_035090",6,0,6,0,6,0,0,4,22
"244","Smp_035030",2,2,2,6,2,3,2,4,23
"245","Smp_035000",2,0,4,0,4,2,0,0,12
"246","Smp_141140",16,0,8,16,8,8,5,17,78
"247","Smp_034980",4,4,2,0,2,0,0,2,14
"248","Smp_034940",10,0,8,2,4,0,0,10,34
"249","Smp_034870",4,0,0,4,2,0,0,0,10
"250","Smp_034860",6,6,12,16,7,8,2,14,71
"251","Smp_034850",0,0,2,6,0,4,2,2,16
"252","Smp_034840",0,0,2,2,0,2,2,4,12
"253","Smp_141040",2,2,2,8,2,1,0,2,19
"254","Smp_133280",4,0,8,2,0,0,2,8,24
"255","Smp_133250",0,0,0,6,2,1,0,2,11
"256","Smp_020400",2,0,2,4,1,2,0,0,11
"257","Smp_020370",6,0,2,10,6,0,2,10,36
"258","Smp_310240",0,0,0,2,2,4,0,2,10
"259","Smp_246020",6,0,0,6,2,4,0,4,22
"260","Smp_246040",2,0,0,2,0,4,0,2,10
"261","Smp_333770",6,0,3,9,4,0,0,5,27
"262","Smp_020220",6,0,0,2,0,2,0,0,10
"263","Smp_340320",18,2,12,11,7,4,4,2,60
"264","Smp_133120",12,2,0,8,4,4,0,6,36
"265","Smp_133110",8,2,12,10,28,28,10,20,118
"266","Smp_020130",22,0,10,12,7,5,2,0,58
"267","Smp_020070",0,0,2,2,2,0,0,4,10
"268","Smp_020060",9,0,6,3,4,2,0,5,29
"269","Smp_020040",4,0,2,2,6,2,0,0,16
"270","Smp_309860",7,0,2,5,1,7,1,10,33
"271","Smp_019880",2,0,2,2,0,2,0,4,12
"272","Smp_133020",0,0,0,0,0,0,0,10,10
"273","Smp_311940",5,0,0,0,1,1,0,8,15
"274","Smp_246230",1,0,5,2,10,1,0,8,27
"275","Smp_200380",25,2,18,12,15,1,6,5,84
"276","Smp_019950",4,2,0,2,0,4,0,0,12
"277","Smp_172790",37,4,25,32,19,12,10,26,165
"278","Smp_346160",3,2,1,0,3,2,0,6,17
"279","Smp_328240",18,2,2,0,3,1,0,4,30
"280","Smp_168370",4,1,0,2,8,2,2,4,23
"281","Smp_085150",3,6,5,2,7,10,1,4,38
"282","Smp_140950",0,0,0,0,4,4,0,2,10
"283","Smp_034700",4,2,6,10,6,4,4,12,48
"284","Smp_140920",16,0,11,15,4,2,0,2,50
"285","Smp_034680",4,0,0,0,0,0,0,6,10
"286","Smp_034670",2,0,0,0,4,2,0,2,10
"287","Smp_140900",4,0,1,0,3,2,2,2,14
"288","Smp_322440",18,2,2,8,16,6,4,8,64
"289","Smp_140880",4,0,1,4,4,6,0,6,25
"290","Smp_140840",2,0,4,10,4,2,3,4,29
"291","Smp_101820",8,0,6,16,8,2,0,12,52
"292","Smp_034490",4,0,2,16,4,8,0,6,40
"293","Smp_140800",10,2,7,13,2,1,0,6,41
"294","Smp_034450",2,0,0,0,2,0,0,6,10
"295","Smp_340690",0,0,1,2,1,6,1,2,13
"296","Smp_343390",0,0,4,11,0,16,1,3,35
"297","Smp_097280",4,0,0,4,2,2,0,0,12
"298","Smp_175580",39,5,18,41,11,14,10,21,159
"299","Smp_097240",11,0,0,15,0,1,0,5,32
"300","Smp_055260",2,0,0,2,2,2,0,2,10
"301","Smp_333980",1,0,0,1,4,0,0,6,12
"302","Smp_129900",2,0,0,4,4,0,2,4,16
"303","Smp_014290",4,0,6,2,8,2,0,14,36
"304","Smp_014280",5,5,2,2,4,0,0,8,26
"305","Smp_129830",4,0,0,7,10,0,1,0,22
"306","Smp_014170",0,0,4,12,10,2,0,4,32
"307","Smp_098330",12,0,0,4,12,12,0,12,52
"308","Smp_098320",10,0,4,7,8,2,1,4,36
"309","Smp_024500",2,0,1,8,4,5,0,4,24
"310","Smp_208090",28,8,6,11,10,2,5,12,82
"311","Smp_167850",6,0,0,2,2,0,0,0,10
"312","Smp_200410",17,0,6,8,7,0,0,2,40
"313","Smp_093220",3,0,6,0,2,3,0,0,14
"314","Smp_093230",2,1,2,4,5,0,0,0,14
"315","Smp_173180",6,2,4,8,4,2,0,8,34
"316","Smp_131790",9,0,1,6,2,4,2,0,24
"317","Smp_173190",0,2,0,6,8,0,0,10,26
"318","Smp_081140",2,0,2,4,4,0,0,2,14
"319","Smp_165930",2,2,0,4,2,0,0,4,14
"320","Smp_081260",13,10,4,6,2,28,2,4,69
"321","Smp_165980",0,0,4,7,0,0,0,0,11
"322","Smp_210750",2,0,2,2,2,2,0,0,10
"323","Smp_337620",4,2,0,4,4,0,0,2,16
"324","Smp_071250",2,0,4,8,12,6,2,8,42
"325","Smp_345240",6,2,0,1,0,2,0,0,11
"326","Smp_160850",6,0,2,8,4,0,0,10,30
"327","Smp_160870",1,0,2,4,0,0,0,3,10
"328","Smp_071390",63,4,16,40,6,26,4,13,172
"329","Smp_160950",4,0,2,6,2,6,0,6,26
"330","Smp_347800",4,0,9,6,10,8,2,11,50
"331","Smp_071470",2,0,4,2,8,2,2,2,22
"332","Smp_246410",2,0,4,4,2,1,0,2,15
"333","Smp_071550",213,37,144,194,95,160,55,156,1054
"334","Smp_071560",57,13,30,64,29,28,5,45,271
"335","Smp_012930",4,0,0,4,4,2,0,4,18
"336","Smp_129080",4,0,0,4,4,4,0,0,16
"337","Smp_012900",2,0,2,8,2,2,0,0,16
"338","Smp_129060",0,0,0,4,0,2,0,4,10
"339","Smp_129050",2,2,2,4,0,0,0,0,10
"340","Smp_012860",8,0,0,4,5,14,4,13,48
"341","Smp_313530",53,10,22,39,26,32,10,34,226
"342","Smp_313540",136,19,61,124,79,51,24,83,577
"343","Smp_129020",4,0,4,6,6,8,0,4,32
"344","Smp_012750",9,2,4,4,2,8,2,6,37
"345","Smp_012740",10,0,5,5,9,4,7,7,47
"346","Smp_128990",15,4,9,33,4,6,6,14,91
"347","Smp_012720",12,0,4,5,0,1,2,5,29
"348","Smp_313730",18,5,7,15,5,22,7,37,116
"349","Smp_313750",4,0,1,7,2,7,0,16,37
"350","Smp_012690",12,2,1,10,5,3,1,14,48
"351","Smp_128960",3,0,6,0,0,2,0,0,11
"352","Smp_128950",4,0,0,2,7,4,0,4,21
"353","Smp_012580",4,0,0,3,2,0,0,2,11
"354","Smp_012570",8,0,1,4,3,2,0,4,22
"355","Smp_128890",9,2,2,7,3,0,0,0,23
"356","Smp_012540",3,0,0,2,1,0,0,6,12
"357","Smp_012530",2,0,4,4,2,0,0,2,14
"358","Smp_128870",9,1,6,11,1,0,3,4,35
"359","Smp_012470",6,2,2,10,12,10,0,10,52
"360","Smp_194160",12,0,10,8,14,0,0,22,66
"361","Smp_120920",5,0,2,2,4,2,0,2,17
"362","Smp_154410",8,6,7,16,17,21,6,16,97
"363","Smp_060010",8,0,4,8,0,0,0,4,24
"364","Smp_154420",0,0,2,4,4,4,0,4,18
"365","Smp_060090",10,2,4,14,8,16,4,15,73
"366","Smp_330190",1,0,0,3,5,12,0,1,22
"367","Smp_330250",10,1,0,4,6,7,0,6,34
"368","Smp_104110",2,0,2,2,2,0,0,8,16
"369","Smp_346640",18,9,4,12,4,2,2,0,51
"370","Smp_200850",76,27,59,70,38,59,16,37,382
"371","Smp_200840",2712,926,1195,2004,583,1500,165,956,10041
"372","Smp_200820",1920,732,829,1399,377,1187,94,730,7268
"373","Smp_073340",17,0,5,18,17,8,8,24,97
"374","Smp_246510",0,0,1,4,2,1,0,3,11
"375","Smp_073290",6,0,4,6,4,6,0,2,28
"376","Smp_330470",10,4,8,24,5,4,2,2,59
"377","Smp_161800",4,0,0,3,8,1,0,4,20
"378","Smp_161790",7,0,0,5,2,2,4,2,22
"379","Smp_073140",4,0,0,7,2,0,2,0,15
"380","Smp_210780",2,0,4,0,10,4,2,2,24
"381","Smp_210770",3,1,2,11,4,1,3,3,28
"382","Smp_246470",4,0,0,3,2,6,0,2,17
"383","Smp_161750",0,13,0,6,0,4,0,1,24
"384","Smp_315110",4,12,4,0,0,0,0,0,20
"385","Smp_314730",23,4,12,17,7,7,6,12,88
"386","Smp_094360",4,0,2,0,2,2,0,4,14
"387","Smp_094330",0,0,2,7,4,0,0,6,19
"388","Smp_161730",6,0,0,2,4,0,2,0,14
"389","Smp_072980",8,0,0,8,10,0,0,2,28
"390","Smp_072950",2,0,2,2,2,0,0,2,10
"391","Smp_006550",8,2,6,10,6,8,4,4,48
"392","Smp_125770",1,1,2,10,7,2,2,13,38
"393","Smp_125790",2,0,1,4,12,0,0,3,22
"394","Smp_006630",9,5,11,15,11,4,0,11,66
"395","Smp_006690",47,3,20,30,15,7,4,34,160
"396","Smp_006700",137,11,54,129,62,23,27,81,524
"397","Smp_006710",36,12,27,28,16,43,7,36,205
"398","Smp_316270",12,0,6,13,10,7,4,4,56
"399","Smp_315420",6,0,10,15,7,8,3,3,52
"400","Smp_140590",8,0,0,4,0,0,0,0,12
"401","Smp_034120",5,0,4,12,4,6,2,14,47
"402","Smp_140580",0,0,0,1,4,6,0,0,11
"403","Smp_034100",0,0,0,0,0,15,0,0,15
"404","Smp_034000",2,0,1,9,2,0,0,4,18
"405","Smp_033950",10,2,2,4,6,2,0,0,26
"406","Smp_332240",23,18,21,23,16,25,1,11,138
"407","Smp_332245",21,18,21,19,15,22,1,11,128
"408","Smp_317550",16,11,14,15,13,15,1,7,92
"409","Smp_140460",1,0,2,4,0,3,0,0,10
"410","Smp_211120",1,2,2,0,4,2,0,0,11
"411","Smp_347360",6,0,2,0,2,0,0,0,10
"412","Smp_337580",2,0,0,9,2,1,0,0,14
"413","Smp_140400",2,0,2,0,2,8,0,5,19
"414","Smp_033770",0,0,0,4,6,2,0,2,14
"415","Smp_033760",8,0,2,6,3,2,2,0,23
"416","Smp_140390",19,0,10,11,9,9,1,9,68
"417","Smp_033710",15,2,9,8,6,2,2,6,50
"418","Smp_033700",2,1,4,2,3,0,0,0,12
"419","Smp_140370",2,2,0,0,1,2,2,4,13
"420","Smp_033670",2,2,0,0,2,4,0,0,10
"421","Smp_033660",4,0,0,4,2,4,1,2,17
"422","Smp_140330",4,0,2,4,0,2,0,4,16
"423","Smp_033600",2,0,0,2,4,2,0,0,10
"424","Smp_033590",4,0,0,6,4,0,2,0,16
"425","Smp_210160",2,0,0,2,8,3,0,0,15
"426","Smp_140290",12,0,0,6,0,4,0,0,22
"427","Smp_340670",32,4,22,36,20,20,4,42,180
"428","Smp_052640",16,1,4,12,5,1,7,1,47
"429","Smp_150360",13,2,0,14,4,3,1,4,41
"430","Smp_196620",2,0,4,2,6,6,1,0,21
"431","Smp_340850",4,0,0,4,2,0,0,4,14
"432","Smp_052800",1,4,3,2,4,0,1,5,20
"433","Smp_052790",8,2,2,2,0,2,0,0,16
"434","Smp_052780",2,0,0,2,4,0,2,0,10
"435","Smp_172340",1,0,21,11,0,18,0,9,60
"436","Smp_092020",0,0,0,6,2,3,0,2,13
"437","Smp_246680",4,0,0,2,2,4,0,4,16
"438","Smp_172420",8,0,4,6,4,0,0,0,22
"439","Smp_200900",2,0,2,4,4,12,2,2,28
"440","Smp_340510",22,0,6,10,11,2,6,7,64
"441","Smp_136180",0,0,4,0,2,2,0,3,11
"442","Smp_025860",8,0,2,0,4,8,0,4,26
"443","Smp_318850",8,0,5,2,4,0,0,4,23
"444","Smp_301340",25,0,8,17,36,37,2,27,152
"445","Smp_303770",10,0,3,4,3,0,0,3,23
"446","Smp_305800",25,0,8,22,25,17,4,11,112
"447","Smp_136190",28,3,18,16,13,14,5,11,108
"448","Smp_350260",2,1,0,4,4,1,0,0,12
"449","Smp_200910",5,0,2,8,1,4,1,8,29
"450","Smp_025700",4,0,4,2,2,2,0,2,16
"451","Smp_331660",10,0,0,1,1,0,0,0,12
"452","Smp_136090",0,0,2,2,2,6,0,2,14
"453","Smp_347110",46,6,14,20,32,20,2,28,168
"454","Smp_093540",11,0,5,6,8,6,2,6,44
"455","Smp_173410",0,0,6,0,2,7,0,2,17
"456","Smp_173420",2,6,7,4,4,1,0,3,27
"457","Smp_066820",0,0,4,9,6,0,0,2,21
"458","Smp_066830",2,0,2,2,2,0,2,2,12
"459","Smp_158320",0,6,2,2,4,0,0,2,16
"460","Smp_007380",0,0,0,2,0,4,2,6,14
"461","Smp_007300",6,2,0,2,0,2,0,4,16
"462","Smp_007260",4,0,4,10,8,4,2,8,40
"463","Smp_126110",3,3,0,17,4,2,2,2,33
"464","Smp_318890",71,10,28,39,32,134,1,39,354
"465","Smp_318900",59,12,22,40,19,150,0,26,328
"466","Smp_318920",56,7,21,38,21,143,0,23,309
"467","Smp_196700",46,14,20,20,14,30,4,33,181
"468","Smp_007180",2,4,0,0,4,0,0,2,12
"469","Smp_007170",1,1,4,4,0,4,0,2,16
"470","Smp_126030",6,0,3,6,2,0,4,2,23
"471","Smp_126020",2,0,0,2,4,4,0,0,12
"472","Smp_093950",2,0,4,10,4,4,4,12,40
"473","Smp_173620",6,0,0,4,4,0,0,2,16
"474","Smp_347850",2,0,0,2,0,2,0,4,10
"475","Smp_173640",78,5,23,41,26,18,6,33,230
"476","Smp_094020",4,0,6,4,3,0,0,2,19
"477","Smp_008500",6,0,0,2,4,4,0,8,24
"478","Smp_318980",4,0,0,0,2,0,0,4,10
"479","Smp_126720",8,1,3,12,8,4,6,10,52
"480","Smp_008470",3,0,0,1,2,0,0,4,10
"481","Smp_008430",79,10,43,61,32,51,9,26,311
"482","Smp_008440",174,20,73,146,83,154,22,84,756
"483","Smp_056930",3,0,4,2,6,2,0,6,23
"484","Smp_152740",10,0,2,2,2,2,0,2,20
"485","Smp_056970",24,2,16,30,22,26,4,26,150
"486","Smp_152750",2,0,6,0,4,0,0,0,12
"487","Smp_152760",2,0,2,0,8,4,0,0,16
"488","Smp_057020",2,0,0,1,0,1,0,6,10
"489","Smp_057060",3,0,0,6,0,2,0,1,12
"490","Smp_152790",2,0,4,0,8,0,2,8,24
"491","Smp_152800",0,0,4,4,2,0,0,0,10
"492","Smp_200960",6,0,2,3,2,0,0,2,15
"493","Smp_057120",2,0,2,6,6,0,0,2,18
"494","Smp_319010",0,0,4,0,0,0,0,6,10
"495","Smp_210470",12,2,2,12,14,6,2,8,58
"496","Smp_057210",0,0,2,2,0,4,0,2,10
"497","Smp_152850",6,1,5,3,8,3,1,3,30
"498","Smp_057230",13,0,3,7,2,7,1,7,40
"499","Smp_033540",4,0,0,4,4,3,0,0,15
"500","Smp_033530",9,1,3,7,8,1,0,21,50
"501","Smp_140270",9,3,7,10,6,1,4,11,51
"502","Smp_140260",4,2,2,0,2,0,0,4,14
"503","Smp_316440",8,0,0,2,2,0,0,3,15
"504","Smp_319050",8,0,8,10,2,0,4,2,34
"505","Smp_045060",2,0,0,0,6,0,2,6,16
"506","Smp_045070",13,0,0,2,5,0,2,4,26
"507","Smp_319060",4,0,0,6,6,4,0,0,20
"508","Smp_319100",24,7,12,41,17,11,4,6,122
"509","Smp_319110",5,0,4,1,2,0,1,0,13
"510","Smp_319140",7,0,2,0,2,0,0,0,11
"511","Smp_045010",4,0,0,0,6,0,1,2,13
"512","Smp_179320",2,0,5,10,4,0,0,0,21
"513","Smp_102690",2,4,7,10,6,6,0,14,49
"514","Smp_315830",6,0,4,6,0,2,0,0,18
"515","Smp_173840",12,4,8,12,4,0,4,8,52
"516","Smp_337200",0,0,2,2,2,0,2,2,10
"517","Smp_121420",0,0,2,6,8,5,0,2,23
"518","Smp_121430",5,0,0,3,4,4,2,0,18
