"","Geneid","n"
"1152","Smp_126620",1
"1153","Smp_126670",3
"1154","Smp_126730",1
"1155","Smp_126760",1
"1156","Smp_126800",3
"1157","Smp_126840",3
"1158","Smp_126920",1
"1159","Smp_127030",3
"1160","Smp_127080",1
"1161","Smp_127110",2
"1162","Smp_127120",2
"1163","Smp_127160",3
"1164","Smp_127220",1
"1165","Smp_127240",1
"1166","Smp_127380",1
"1167","Smp_127660",1
"1168","Smp_127670",1
"1169","Smp_127690",1
"1170","Smp_127710",1
"1171","Smp_127740",2
"1172","Smp_127750",1
"1173","Smp_127770",1
"1174","Smp_127840",3
"1175","Smp_127920",2
"1176","Smp_127930",2
"1177","Smp_128000",2
"1178","Smp_128050",3
"1179","Smp_128060",1
"1180","Smp_128110",3
"1181","Smp_128120",2
"1182","Smp_128160",2
"1183","Smp_128200",2
"1184","Smp_128210",2
"1185","Smp_128280",3
"1186","Smp_128330",1
"1187","Smp_128480",1
"1188","Smp_128510",1
"1189","Smp_128520",1
"1190","Smp_128530",2
"1191","Smp_128630",3
"1192","Smp_128650",2
"1193","Smp_128660",2
"1194","Smp_128680",3
"1195","Smp_128710",2
"1196","Smp_128860",1
"1197","Smp_128920",1
"1198","Smp_128960",3
"1199","Smp_129060",3
"1200","Smp_129120",3
"1201","Smp_129340",2
"1202","Smp_129410",2
"1203","Smp_129420",2
"1204","Smp_129430",3
"1205","Smp_129450",3
"1206","Smp_129560",3
"1207","Smp_129590",2
"1208","Smp_129640",2
"1209","Smp_129700",3
"1210","Smp_129710",3
"1211","Smp_129760",1
"1212","Smp_129970",3
"1213","Smp_130000",2
"1214","Smp_130070",3
"1215","Smp_130110",2
"1216","Smp_130170",3
"1217","Smp_130180",2
"1218","Smp_130220",1
"1219","Smp_130270",3
"1220","Smp_130370",3
"1221","Smp_130470",2
"1222","Smp_130480",1
"1223","Smp_130500",1
"1224","Smp_130590",2
"1225","Smp_130600",1
"1226","Smp_130610",2
"1227","Smp_130630",2
"1228","Smp_130760",3
"1229","Smp_130780",3
"1230","Smp_130790",3
"1231","Smp_130800",2
"1232","Smp_130810",1
"1233","Smp_130840",2
"1234","Smp_130890",1
"1235","Smp_130900",3
"1236","Smp_130910",2
"1237","Smp_131000",2
"1238","Smp_131050",3
"1239","Smp_131070",1
"1240","Smp_131080",3
"1241","Smp_131100",1
"1242","Smp_131160",2
"1243","Smp_131170",2
"1244","Smp_131220",2
"1245","Smp_131230",1
"1246","Smp_131320",2
"1247","Smp_131350",3
"1248","Smp_131370",1
"1249","Smp_131380",2
"1250","Smp_131400",2
"1251","Smp_131460",2
"1252","Smp_131580",1
"1253","Smp_131640",2
"1254","Smp_131660",3
"1255","Smp_131690",2
"1256","Smp_131770",3
"1257","Smp_131800",1
"1258","Smp_131810",3
"1259","Smp_131950",3
"1260","Smp_131990",2
"1261","Smp_132030",2
"1262","Smp_132170",3
"1263","Smp_132200",1
"1264","Smp_132240",2
"1265","Smp_132270",1
"1266","Smp_132320",1
"1267","Smp_132410",1
"1268","Smp_132470",1
"1269","Smp_132620",2
"1270","Smp_132640",3
"1271","Smp_132660",2
"1272","Smp_132700",2
"1273","Smp_132740",2
"1274","Smp_132850",3
"1275","Smp_132930",1
"1276","Smp_133020",1
"1277","Smp_133030",2
"1278","Smp_133050",1
"1279","Smp_133150",2
"1280","Smp_133270",3
"1281","Smp_133310",1
"1282","Smp_133380",2
"1283","Smp_133590",3
"1284","Smp_133620",2
"1285","Smp_133700",3
"1286","Smp_133740",2
"1287","Smp_133800",3
"1288","Smp_133860",2
"1289","Smp_133940",1
"1290","Smp_133950",3
"1291","Smp_133990",3
"1292","Smp_134020",3
"1293","Smp_134080",2
"1294","Smp_134090",3
"1295","Smp_134160",2
"1296","Smp_134250",3
"1297","Smp_134260",2
"1298","Smp_134290",1
"1299","Smp_134360",2
"1300","Smp_134370",3
"1301","Smp_134440",1
"1302","Smp_134450",2
"1303","Smp_134550",1
"1304","Smp_134600",2
"1305","Smp_134690",1
"1306","Smp_134800",1
"1307","Smp_134820",3
"1308","Smp_134870",2
"1309","Smp_134910",1
"1310","Smp_134930",2
"1311","Smp_134980",1
"1312","Smp_135020",2
"1313","Smp_135040",1
"1314","Smp_135100",2
"1315","Smp_135130",2
"1316","Smp_135160",2
"1317","Smp_135170",3
"1318","Smp_135210",1
"1319","Smp_135230",2
"1320","Smp_135240",2
"1321","Smp_135250",1
"1322","Smp_135390",3
"1323","Smp_135490",1
"1324","Smp_135500",2
"1325","Smp_135510",2
"1326","Smp_135540",1
"1327","Smp_135560",2
"1328","Smp_135570",2
"1329","Smp_135740",1
"1330","Smp_135790",3
"1331","Smp_135830",3
"1332","Smp_135860",2
"1333","Smp_135870",3
"1334","Smp_135890",3
"1335","Smp_135920",2
"1336","Smp_135940",2
"1337","Smp_136010",3
"1338","Smp_136030",2
"1339","Smp_136040",3
"1340","Smp_136050",1
"1341","Smp_136210",2
"1342","Smp_136260",3
"1343","Smp_136300",3
"1344","Smp_136320",2
"1345","Smp_136350",3
"1346","Smp_136360",3
"1347","Smp_136470",3
"1348","Smp_136490",3
"1349","Smp_136510",2
"1350","Smp_136520",1
"1351","Smp_136530",2
"1352","Smp_136550",1
"1353","Smp_136590",3
"1354","Smp_136620",1
"1355","Smp_136660",2
"1356","Smp_136690",2
"1357","Smp_136710",2
"1358","Smp_136740",3
"1359","Smp_136870",3
"1360","Smp_136910",2
"1361","Smp_136920",2
"1362","Smp_136930",3
"1363","Smp_136950",3
"1364","Smp_136980",1
"1365","Smp_136990",3
"1366","Smp_137040",2
"1367","Smp_137090",1
"1368","Smp_137120",3
"1369","Smp_137160",2
"1370","Smp_137180",2
"1371","Smp_137190",1
"1372","Smp_137210",2
"1373","Smp_137380",1
"1374","Smp_137390",1
"1375","Smp_137410",2
"1376","Smp_137530",2
"1377","Smp_137580",3
"1378","Smp_137600",1
"1379","Smp_137610",2
"1380","Smp_137640",1
"1381","Smp_137650",1
"1382","Smp_137700",2
"1383","Smp_137710",2
"1384","Smp_137740",2
"1385","Smp_137810",2
"1386","Smp_137840",1
"1387","Smp_137940",2
"1388","Smp_137970",2
"1389","Smp_138000",1
"1390","Smp_138050",3
"1391","Smp_138080",1
"1392","Smp_138110",1
"1393","Smp_138140",2
"1394","Smp_138160",3
"1395","Smp_138180",3
"1396","Smp_138200",2
"1397","Smp_138210",2
"1398","Smp_138230",1
"1399","Smp_138280",1
"1400","Smp_138430",1
"1401","Smp_138470",2
"1402","Smp_138500",1
"1403","Smp_138510",2
"1404","Smp_138590",1
"1405","Smp_138770",1
"1406","Smp_138880",2
"1407","Smp_138900",3
"1408","Smp_138920",3
"1409","Smp_139060",1
"1410","Smp_139070",3
"1411","Smp_139080",1
"1412","Smp_139090",3
"1413","Smp_139200",1
"1414","Smp_139250",1
"1415","Smp_139330",1
"1416","Smp_139380",1
"1417","Smp_139410",1
"1418","Smp_139430",3
"1419","Smp_139500",1
"1420","Smp_139530",2
"1421","Smp_139540",3
"1422","Smp_139600",1
"1423","Smp_139760",2
"1424","Smp_139800",3
"1425","Smp_139900",3
"1426","Smp_139970",1
"1427","Smp_140030",3
"1428","Smp_140040",2
"1429","Smp_140100",2
"1430","Smp_140140",1
"1431","Smp_140200",2
"1432","Smp_140240",3
"1433","Smp_140290",3
"1434","Smp_140420",3
"1435","Smp_140480",1
"1436","Smp_140490",1
"1437","Smp_140510",1
"1438","Smp_140530",3
"1439","Smp_140540",1
"1440","Smp_140550",1
"1441","Smp_140570",1
"1442","Smp_140580",3
"1443","Smp_140590",2
"1444","Smp_140610",1
"1445","Smp_140620",1
"1446","Smp_140640",1
"1447","Smp_140700",2
"1448","Smp_140760",3
"1449","Smp_140770",2
"1450","Smp_140790",2
"1451","Smp_140810",1
"1452","Smp_140820",1
"1453","Smp_140830",3
"1454","Smp_140860",2
"1455","Smp_140940",1
"1456","Smp_140950",3
"1457","Smp_140990",1
"1458","Smp_141010",3
"1459","Smp_141070",1
"1460","Smp_141080",2
"1461","Smp_141120",1
"1462","Smp_141150",2
"1463","Smp_141170",3
"1464","Smp_141250",2
"1465","Smp_141310",1
"1466","Smp_141320",2
"1467","Smp_141350",1
"1468","Smp_141360",2
"1469","Smp_141380",2
"1470","Smp_141390",3
"1471","Smp_141410",1
"1472","Smp_141440",2
"1473","Smp_141490",3
"1474","Smp_141520",1
"1475","Smp_141580",2
"1476","Smp_141680",1
"1477","Smp_141820",3
"1478","Smp_141880",2
"1479","Smp_141890",1
"1480","Smp_142010",2
"1481","Smp_142050",2
"1482","Smp_142090",2
"1483","Smp_142120",1
"1484","Smp_142210",2
"1485","Smp_142270",2
"1486","Smp_142300",3
"1487","Smp_142320",2
"1488","Smp_142400",2
"1489","Smp_142410",3
"1490","Smp_142490",3
"1491","Smp_142560",1
"1492","Smp_142620",3
"1493","Smp_142790",1
"1494","Smp_142820",3
"1495","Smp_142890",1
"1496","Smp_142930",1
"1497","Smp_142940",1
"1498","Smp_142960",3
"1499","Smp_142970",1
"1500","Smp_143060",1
"1501","Smp_143070",1
"1502","Smp_143270",2
"1503","Smp_143300",2
"1504","Smp_143350",2
"1505","Smp_143480",3
"1506","Smp_143550",1
"1507","Smp_143560",3
"1508","Smp_143700",1
"1509","Smp_143740",2
"1510","Smp_143750",1
"1511","Smp_143780",3
"1512","Smp_143810",1
"1513","Smp_143830",2
"1514","Smp_143870",3
"1515","Smp_143920",1
"1516","Smp_143940",2
"1517","Smp_143980",2
"1518","Smp_144020",3
"1519","Smp_144130",1
"1520","Smp_144140",3
"1521","Smp_144160",1
"1522","Smp_144180",1
"1523","Smp_144190",1
"1524","Smp_144200",2
"1525","Smp_144210",2
"1526","Smp_144220",1
"1527","Smp_144240",2
"1528","Smp_144250",3
"1529","Smp_144310",1
"1530","Smp_144380",1
"1531","Smp_144390",2
"1532","Smp_144430",3
"1533","Smp_144450",1
"1534","Smp_144490",3
"1535","Smp_144495",1
"1536","Smp_144500",1
"1537","Smp_144550",3
"1538","Smp_144600",3
"1539","Smp_144660",1
"1540","Smp_144720",2
"1541","Smp_144750",3
"1542","Smp_144770",2
"1543","Smp_144850",1
"1544","Smp_144920",1
"1545","Smp_144940",2
"1546","Smp_144950",3
"1547","Smp_144960",3
"1548","Smp_144990",2
"1549","Smp_145040",2
"1550","Smp_145180",2
"1551","Smp_145190",3
"1552","Smp_145210",2
"1553","Smp_145250",2
"1554","Smp_145290",1
"1555","Smp_145310",3
"1556","Smp_145320",3
"1557","Smp_145380",1
"1558","Smp_145400",2
"1559","Smp_145440",1
"1560","Smp_145470",3
"1561","Smp_145490",2
"1562","Smp_145510",2
"1563","Smp_145550",1
"1564","Smp_145620",3
"1565","Smp_145630",2
"1566","Smp_145640",1
"1567","Smp_145680",3
"1568","Smp_145740",2
"1569","Smp_145800",3
"1570","Smp_145910",1
"1571","Smp_145980",1
"1572","Smp_146040",2
"1573","Smp_146100",3
"1574","Smp_146110",3
"1575","Smp_146140",3
"1576","Smp_146250",1
"1577","Smp_146310",1
"1578","Smp_146420",2
"1579","Smp_146460",1
"1580","Smp_146600",2
"1581","Smp_146630",1
"1582","Smp_146640",2
"1583","Smp_146650",1
"1584","Smp_146710",1
"1585","Smp_146720",2
"1586","Smp_146750",2
"1587","Smp_146800",3
"1588","Smp_146870",2
"1589","Smp_146900",1
"1590","Smp_147020",3
"1591","Smp_147110",3
"1592","Smp_147120",2
"1593","Smp_147220",3
"1594","Smp_147230",2
"1595","Smp_147260",2
"1596","Smp_147360",2
"1597","Smp_147370",1
"1598","Smp_147400",1
"1599","Smp_147410",2
"1600","Smp_147430",1
"1601","Smp_147570",1
"1602","Smp_147590",2
"1603","Smp_147620",3
"1604","Smp_147670",1
"1605","Smp_147680",1
"1606","Smp_147790",2
"1607","Smp_147820",2
"1608","Smp_147950",3
"1609","Smp_148010",1
"1610","Smp_148020",2
"1611","Smp_148110",1
"1612","Smp_148120",1
"1613","Smp_148130",1
"1614","Smp_148140",2
"1615","Smp_148200",2
"1616","Smp_148280",2
"1617","Smp_148370",1
"1618","Smp_148400",3
"1619","Smp_148410",3
"1620","Smp_148450",2
"1621","Smp_148460",3
"1622","Smp_148470",1
"1623","Smp_148590",1
"1624","Smp_148630",3
"1625","Smp_148700",2
"1626","Smp_148720",3
"1627","Smp_148760",2
"1628","Smp_148790",2
"1629","Smp_148900",1
"1630","Smp_148970",2
"1631","Smp_148980",2
"1632","Smp_149000",1
"1633","Smp_149050",3
"1634","Smp_149080",1
"1635","Smp_149130",2
"1636","Smp_149180",1
"1637","Smp_149220",3
"1638","Smp_149230",1
"1639","Smp_149300",2
"1640","Smp_149320",2
"1641","Smp_149330",2
"1642","Smp_149380",2
"1643","Smp_149460",2
"1644","Smp_149480",1
"1645","Smp_149560",1
"1646","Smp_149710",1
"1647","Smp_149750",2
"1648","Smp_149820",2
"1649","Smp_150040",1
"1650","Smp_150070",1
"1651","Smp_150120",1
"1652","Smp_150140",3
"1653","Smp_150150",1
"1654","Smp_150160",3
"1655","Smp_150180",1
"1656","Smp_150200",2
"1657","Smp_150300",3
"1658","Smp_150340",3
"1659","Smp_150350",3
"1660","Smp_150380",2
"1661","Smp_150410",2
"1662","Smp_150470",3
"1663","Smp_150520",2
"1664","Smp_150530",1
"1665","Smp_150560",2
"1666","Smp_150660",3
"1667","Smp_150680",1
"1668","Smp_150700",1
"1669","Smp_150750",3
"1670","Smp_150840",3
"1671","Smp_150850",1
"1672","Smp_150860",1
"1673","Smp_151020",1
"1674","Smp_151040",1
"1675","Smp_151060",2
"1676","Smp_151180",2
"1677","Smp_151190",3
"1678","Smp_151200",2
"1679","Smp_151210",2
"1680","Smp_151260",1
"1681","Smp_151270",1
"1682","Smp_151420",2
"1683","Smp_151440",1
"1684","Smp_151450",2
"1685","Smp_151480",3
"1686","Smp_151490",1
"1687","Smp_151520",3
"1688","Smp_151590",2
"1689","Smp_151600",1
"1690","Smp_151740",3
"1691","Smp_151750",1
"1692","Smp_152180",1
"1693","Smp_152230",3
"1694","Smp_152260",2
"1695","Smp_152270",3
"1696","Smp_152280",3
"1697","Smp_152300",2
"1698","Smp_152310",1
"1699","Smp_152510",1
"1700","Smp_152520",1
"1701","Smp_152530",2
"1702","Smp_152710",2
"1703","Smp_152750",3
"1704","Smp_152800",3
"1705","Smp_152830",2
"1706","Smp_152840",3
"1707","Smp_152860",2
"1708","Smp_152870",1
"1709","Smp_152960",1
"1710","Smp_152990",1
"1711","Smp_153070",1
"1712","Smp_153100",1
"1713","Smp_153150",2
"1714","Smp_153160",2
"1715","Smp_153190",2
"1716","Smp_153250",2
"1717","Smp_153270",1
"1718","Smp_153290",3
"1719","Smp_153300",3
"1720","Smp_153370",2
"1721","Smp_153460",3
"1722","Smp_153490",3
"1723","Smp_153500",1
"1724","Smp_153520",2
"1725","Smp_153560",3
"1726","Smp_153610",2
"1727","Smp_153640",2
"1728","Smp_153660",1
"1729","Smp_153690",1
"1730","Smp_153720",3
"1731","Smp_153750",3
"1732","Smp_153920",1
"1733","Smp_153970",2
"1734","Smp_153990",2
"1735","Smp_154090",2
"1736","Smp_154120",1
"1737","Smp_154160",2
"1738","Smp_154280",3
"1739","Smp_154330",1
"1740","Smp_154470",2
"1741","Smp_154490",3
"1742","Smp_154500",3
"1743","Smp_154560",1
"1744","Smp_154600",1
"1745","Smp_154650",2
"1746","Smp_154730",1
"1747","Smp_154740",1
"1748","Smp_154760",3
"1749","Smp_154780",2
"1750","Smp_154830",1
"1751","Smp_154850",3
"1752","Smp_154870",2
"1753","Smp_154910",2
"1754","Smp_154940",2
"1755","Smp_154970",2
"1756","Smp_155290",2
"1757","Smp_155310",1
"1758","Smp_155330",1
"1759","Smp_155340",3
"1760","Smp_155370",2
"1761","Smp_155380",2
"1762","Smp_155400",1
"1763","Smp_155420",1
"1764","Smp_155450",3
"1765","Smp_155480",2
"1766","Smp_155520",1
"1767","Smp_155530",3
"1768","Smp_155590",1
"1769","Smp_155700",3
"1770","Smp_155720",2
"1771","Smp_155740",3
"1772","Smp_155760",1
"1773","Smp_155790",2
"1774","Smp_155840",2
"1775","Smp_155850",1
"1776","Smp_156060",1
"1777","Smp_156100",2
"1778","Smp_156140",1
"1779","Smp_156180",2
"1780","Smp_156240",3
"1781","Smp_156250",2
"1782","Smp_156400",2
"1783","Smp_156410",1
"1784","Smp_156460",2
"1785","Smp_156470",3
"1786","Smp_156520",1
"1787","Smp_156540",2
"1788","Smp_156630",2
"1789","Smp_156730",1
"1790","Smp_156750",2
"1791","Smp_156860",1
"1792","Smp_156870",2
"1793","Smp_156890",3
"1794","Smp_156900",1
"1795","Smp_157000",1
"1796","Smp_157070",1
"1797","Smp_157080",2
"1798","Smp_157150",1
"1799","Smp_157210",1
"1800","Smp_157220",2
"1801","Smp_157230",1
"1802","Smp_157240",1
"1803","Smp_157300",2
"1804","Smp_157310",2
"1805","Smp_157400",3
"1806","Smp_157450",1
"1807","Smp_157570",1
"1808","Smp_157590",3
"1809","Smp_157620",1
"1810","Smp_157670",3
"1811","Smp_157680",2
"1812","Smp_157690",3
"1813","Smp_157715",2
"1814","Smp_157720",1
"1815","Smp_157730",3
"1816","Smp_157740",1
"1817","Smp_157760",1
"1818","Smp_157770",3
"1819","Smp_157800",3
"1820","Smp_157830",1
"1821","Smp_157860",1
"1822","Smp_157870",3
"1823","Smp_157920",3
"1824","Smp_157930",3
"1825","Smp_157940",1
"1826","Smp_158030",1
"1827","Smp_158130",2
"1828","Smp_158140",3
"1829","Smp_158160",2
"1830","Smp_158230",3
"1831","Smp_158290",1
"1832","Smp_158330",1
"1833","Smp_158360",1
"1834","Smp_158430",2
"1835","Smp_158440",3
"1836","Smp_158450",3
"1837","Smp_158460",1
"1838","Smp_158610",3
"1839","Smp_158630",1
"1840","Smp_158640",1
"1841","Smp_158660",1
"1842","Smp_158690",2
"1843","Smp_158750",1
"1844","Smp_158770",1
"1845","Smp_158840",2
"1846","Smp_158890",1
"1847","Smp_158910",1
"1848","Smp_158950",1
"1849","Smp_158970",1
"1850","Smp_159050",2
"1851","Smp_159060",2
"1852","Smp_159140",3
"1853","Smp_159150",3
"1854","Smp_159160",2
"1855","Smp_159290",1
"1856","Smp_159340",2
"1857","Smp_159380",3
"1858","Smp_159570",1
"1859","Smp_159630",2
"1860","Smp_159690",2
"1861","Smp_159750",2
"1862","Smp_159790",1
"1863","Smp_159830",1
"1864","Smp_159890",2
"1865","Smp_159910",1
"1866","Smp_159940",1
"1867","Smp_160090",1
"1868","Smp_160100",2
"1869","Smp_160140",2
"1870","Smp_160160",1
"1871","Smp_160320",1
"1872","Smp_160410",1
"1873","Smp_160530",2
"1874","Smp_160540",3
"1875","Smp_160670",1
"1876","Smp_160820",3
"1877","Smp_160830",2
"1878","Smp_160940",2
"1879","Smp_161040",3
"1880","Smp_161080",2
"1881","Smp_161120",1
"1882","Smp_161170",3
"1883","Smp_161350",3
"1884","Smp_161370",2
"1885","Smp_161380",3
"1886","Smp_161450",1
"1887","Smp_161500",2
"1888","Smp_161550",3
"1889","Smp_161580",2
"1890","Smp_161680",3
"1891","Smp_161820",1
"1892","Smp_161850",1
"1893","Smp_161870",1
"1894","Smp_162030",2
"1895","Smp_162060",2
"1896","Smp_162180",3
"1897","Smp_162220",3
"1898","Smp_162250",1
"1899","Smp_162260",3
"1900","Smp_162280",3
"1901","Smp_162290",3
"1902","Smp_162300",1
"1903","Smp_162340",1
"1904","Smp_162360",1
"1905","Smp_162440",3
"1906","Smp_162520",1
"1907","Smp_162540",2
"1908","Smp_162550",1
"1909","Smp_162620",1
"1910","Smp_162650",1
"1911","Smp_162680",2
"1912","Smp_162710",2
"1913","Smp_162760",1
"1914","Smp_162810",1
"1915","Smp_162860",2
"1916","Smp_162940",3
"1917","Smp_162970",1
"1918","Smp_163000",3
"1919","Smp_163050",2
"1920","Smp_163080",2
"1921","Smp_163140",2
"1922","Smp_163160",1
"1923","Smp_163170",3
"1924","Smp_163180",1
"1925","Smp_163240",1
"1926","Smp_163260",3
"1927","Smp_163310",3
"1928","Smp_163340",2
"1929","Smp_163520",1
"1930","Smp_163560",1
"1931","Smp_163570",1
"1932","Smp_163590",1
"1933","Smp_163610",2
"1934","Smp_163640",2
"1935","Smp_163670",1
"1936","Smp_163750",1
"1937","Smp_163810",3
"1938","Smp_163850",3
"1939","Smp_163970",2
"1940","Smp_164040",2
"1941","Smp_164050",2
"1942","Smp_164060",3
"1943","Smp_164250",2
"1944","Smp_164270",3
"1945","Smp_164380",1
"1946","Smp_164480",1
"1947","Smp_164540",2
"1948","Smp_164560",2
"1949","Smp_164660",1
"1950","Smp_164760",2
"1951","Smp_164860",1
"1952","Smp_164930",2
"1953","Smp_165000",2
"1954","Smp_165030",2
"1955","Smp_165060",2
"1956","Smp_165170",2
"1957","Smp_165190",1
"1958","Smp_165220",3
"1959","Smp_165230",3
"1960","Smp_165280",1
"1961","Smp_165320",3
"1962","Smp_165400",3
"1963","Smp_165420",3
"1964","Smp_165450",1
"1965","Smp_165470",1
"1966","Smp_165590",1
"1967","Smp_165610",1
"1968","Smp_165630",2
"1969","Smp_165680",1
"1970","Smp_165700",3
"1971","Smp_165710",3
"1972","Smp_165720",1
"1973","Smp_165820",1
"1974","Smp_165950",3
"1975","Smp_165960",2
"1976","Smp_165980",2
"1977","Smp_166070",2
"1978","Smp_166080",3
"1979","Smp_166090",1
"1980","Smp_166180",2
"1981","Smp_166220",1
"1982","Smp_166230",1
"1983","Smp_166280",2
"1984","Smp_166290",3
"1985","Smp_166350",2
"1986","Smp_166370",3
"1987","Smp_166420",3
"1988","Smp_166430",1
"1989","Smp_166440",2
"1990","Smp_166560",1
"1991","Smp_166680",2
"1992","Smp_166690",1
"1993","Smp_166780",1
"1994","Smp_166790",3
"1995","Smp_166800",1
"1996","Smp_166830",1
"1997","Smp_166890",1
"1998","Smp_166940",3
"1999","Smp_167000",1
"2000","Smp_167140",1
"2001","Smp_167160",3
"2002","Smp_167220",2
"2003","Smp_167230",1
"2004","Smp_167280",3
"2005","Smp_167290",2
"2006","Smp_167430",1
"2007","Smp_167450",1
"2008","Smp_167520",2
"2009","Smp_167540",1
"2010","Smp_167630",2
"2011","Smp_167670",1
"2012","Smp_167750",3
"2013","Smp_167770",1
"2014","Smp_167810",2
"2015","Smp_167850",3
"2016","Smp_167890",1
"2017","Smp_168000",3
"2018","Smp_168030",1
"2019","Smp_168080",1
"2020","Smp_168240",2
"2021","Smp_168270",2
"2022","Smp_168460",2
"2023","Smp_168500",2
"2024","Smp_168590",2
"2025","Smp_168620",1
"2026","Smp_168670",1
"2027","Smp_168730",1
"2028","Smp_168770",3
"2029","Smp_168780",1
"2030","Smp_168800",3
"2031","Smp_168890",2
"2032","Smp_168930",1
"2033","Smp_168990",3
"2034","Smp_169010",1
"2035","Smp_169030",3
"2036","Smp_169040",3
"2037","Smp_169260",1
"2038","Smp_169320",2
"2039","Smp_169330",2
"2040","Smp_169360",2
"2041","Smp_169380",1
"2042","Smp_169410",2
"2043","Smp_169530",2
"2044","Smp_169580",2
"2045","Smp_169630",1
"2046","Smp_169640",3
"2047","Smp_169670",3
"2048","Smp_169730",1
"2049","Smp_169760",1
"2050","Smp_169800",1
"2051","Smp_169890",2
"2052","Smp_169930",1
"2053","Smp_169940",3
"2054","Smp_169990",3
"2055","Smp_170010",1
"2056","Smp_170030",1
"2057","Smp_170060",2
"2058","Smp_170170",3
"2059","Smp_170230",2
"2060","Smp_170260",3
"2061","Smp_170290",1
"2062","Smp_170300",3
"2063","Smp_170320",1
"2064","Smp_170380",2
"2065","Smp_170400",3
"2066","Smp_170450",3
"2067","Smp_170490",2
"2068","Smp_170620",1
"2069","Smp_170790",1
"2070","Smp_170840",1
"2071","Smp_170910",1
"2072","Smp_170950",1
"2073","Smp_171000",2
"2074","Smp_171030",1
"2075","Smp_171140",1
"2076","Smp_171170",2
"2077","Smp_171200",2
"2078","Smp_171270",3
"2079","Smp_171310",3
"2080","Smp_171370",1
"2081","Smp_171580",3
"2082","Smp_171600",2
"2083","Smp_171610",2
"2084","Smp_171620",3
"2085","Smp_171630",3
"2086","Smp_171640",3
"2087","Smp_171660",1
"2088","Smp_171710",1
"2089","Smp_171770",1
"2090","Smp_172040",3
"2091","Smp_172120",2
"2092","Smp_172130",3
"2093","Smp_172190",1
"2094","Smp_172200",1
"2095","Smp_172220",3
"2096","Smp_172270",3
"2097","Smp_172280",3
"2098","Smp_172370",1
"2099","Smp_172400",2
"2100","Smp_172460",3
"2101","Smp_172470",2
"2102","Smp_172510",1
"2103","Smp_172530",3
"2104","Smp_172540",2
"2105","Smp_172580",2
"2106","Smp_172660",3
"2107","Smp_172730",3
"2108","Smp_172780",2
"2109","Smp_173000",1
"2110","Smp_173020",1
"2111","Smp_173100",3
"2112","Smp_173110",2
"2113","Smp_173120",1
"2114","Smp_173240",3
"2115","Smp_173330",2
"2116","Smp_173550",3
"2117","Smp_173580",3
"2118","Smp_173700",2
"2119","Smp_173910",2
"2120","Smp_173940",3
"2121","Smp_174060",2
"2122","Smp_174090",1
"2123","Smp_174130",1
"2124","Smp_174170",2
"2125","Smp_174220",2
"2126","Smp_174240",3
"2127","Smp_174250",1
"2128","Smp_174260",1
"2129","Smp_174310",1
"2130","Smp_174490",1
"2131","Smp_174630",1
"2132","Smp_174680",1
"2133","Smp_174690",2
"2134","Smp_174700",1
"2135","Smp_174720",2
"2136","Smp_174810",1
"2137","Smp_174880",1
"2138","Smp_174890",1
"2139","Smp_174920",1
"2140","Smp_174990",1
"2141","Smp_175020",1
"2142","Smp_175090",2
"2143","Smp_175340",1
"2144","Smp_175390",2
"2145","Smp_175410",2
"2146","Smp_175510",2
"2147","Smp_175550",2
"2148","Smp_175570",3
"2149","Smp_175590",1
"2150","Smp_175710",2
"2151","Smp_175780",1
"2152","Smp_175880",2
"2153","Smp_176000",2
"2154","Smp_176040",1
"2155","Smp_176050",1
"2156","Smp_176070",1
"2157","Smp_176150",2
"2158","Smp_176200",3
"2159","Smp_176270",3
"2160","Smp_176290",2
"2161","Smp_176300",2
"2162","Smp_176350",1
"2163","Smp_176390",3
"2164","Smp_176420",3
"2165","Smp_176430",3
"2166","Smp_176460",1
"2167","Smp_176490",2
"2168","Smp_176540",1
"2169","Smp_176580",1
"2170","Smp_176620",1
"2171","Smp_176640",3
"2172","Smp_176650",3
"2173","Smp_176710",1
"2174","Smp_176910",1
"2175","Smp_176960",1
"2176","Smp_176980",2
"2177","Smp_177040",2
"2178","Smp_177060",2
"2179","Smp_177790",1
"2180","Smp_178360",1
"2181","Smp_178490",1
"2182","Smp_178700",2
"2183","Smp_178710",1
"2184","Smp_178740",3
"2185","Smp_178780",1
"2186","Smp_178990",3
"2187","Smp_179080",1
"2188","Smp_179110",1
"2189","Smp_179380",3
"2190","Smp_179390",1
"2191","Smp_179460",3
"2192","Smp_179590",3
"2193","Smp_179660",3
"2194","Smp_179710",1
"2195","Smp_179740",2
"2196","Smp_179930",1
"2197","Smp_179940",1
"2198","Smp_180020",2
"2199","Smp_180060",1
"2200","Smp_180180",1
"2201","Smp_180190",2
"2202","Smp_180200",1
"2203","Smp_180240",1
"2204","Smp_180260",1
"2205","Smp_180360",2
"2206","Smp_180370",1
"2207","Smp_180390",2
"2208","Smp_180470",1
"2209","Smp_180480",1
"2210","Smp_180520",3
"2211","Smp_180540",2
"2212","Smp_180570",1
"2213","Smp_180590",2
"2214","Smp_180620",2
"2215","Smp_180660",1
"2216","Smp_180680",1
"2217","Smp_180740",3
"2218","Smp_180790",2
"2219","Smp_180900",1
"2220","Smp_181050",3
"2221","Smp_181150",3
"2222","Smp_181160",3
"2223","Smp_181170",1
"2224","Smp_181240",2
"2225","Smp_181410",2
"2226","Smp_181450",3
"2227","Smp_181480",2
