"","Geneid","n"
"2228","Smp_181490",2
"2229","Smp_181870",1
"2230","Smp_182090",3
"2231","Smp_185180",1
"2232","Smp_185420",1
"2233","Smp_186710",1
"2234","Smp_187800",2
"2235","Smp_187940",2
"2236","Smp_188430",3
"2237","Smp_188580",1
"2238","Smp_189830",3
"2239","Smp_191160",3
"2240","Smp_191210",3
"2241","Smp_191360",1
"2242","Smp_191970",2
"2243","Smp_192010",2
"2244","Smp_192400",3
"2245","Smp_192570",1
"2246","Smp_193150",1
"2247","Smp_193400",1
"2248","Smp_193680",1
"2249","Smp_194030",3
"2250","Smp_194040",2
"2251","Smp_194100",2
"2252","Smp_194280",2
"2253","Smp_194370",2
"2254","Smp_194390",1
"2255","Smp_194430",2
"2256","Smp_194520",3
"2257","Smp_194560",1
"2258","Smp_194610",1
"2259","Smp_194620",3
"2260","Smp_194680",3
"2261","Smp_194700",2
"2262","Smp_194710",3
"2263","Smp_194800",1
"2264","Smp_194820",3
"2265","Smp_194840",1
"2266","Smp_194900",2
"2267","Smp_196030",3
"2268","Smp_196110",2
"2269","Smp_196220",1
"2270","Smp_196230",2
"2271","Smp_196260",3
"2272","Smp_196300",2
"2273","Smp_196400",2
"2274","Smp_196480",1
"2275","Smp_196600",3
"2276","Smp_196690",2
"2277","Smp_196790",3
"2278","Smp_196810",1
"2279","Smp_196840",2
"2280","Smp_196920",2
"2281","Smp_197480",2
"2282","Smp_197640",3
"2283","Smp_197700",1
"2284","Smp_197880",2
"2285","Smp_197890",1
"2286","Smp_197950",1
"2287","Smp_198020",1
"2288","Smp_198290",3
"2289","Smp_198530",3
"2290","Smp_198560",1
"2291","Smp_198590",2
"2292","Smp_198730",1
"2293","Smp_198790",2
"2294","Smp_198800",2
"2295","Smp_198920",1
"2296","Smp_198940",2
"2297","Smp_198980",3
"2298","Smp_199040",2
"2299","Smp_199050",3
"2300","Smp_199100",1
"2301","Smp_200090",2
"2302","Smp_200130",1
"2303","Smp_200190",3
"2304","Smp_200230",1
"2305","Smp_200440",2
"2306","Smp_200460",2
"2307","Smp_200530",2
"2308","Smp_200610",2
"2309","Smp_200670",2
"2310","Smp_200800",1
"2311","Smp_201130",3
"2312","Smp_201600",2
"2313","Smp_201690",2
"2314","Smp_202010",1
"2315","Smp_202130",2
"2316","Smp_202200",2
"2317","Smp_202260",1
"2318","Smp_202370",1
"2319","Smp_202470",1
"2320","Smp_202620",1
"2321","Smp_202630",1
"2322","Smp_202660",1
"2323","Smp_202680",3
"2324","Smp_202690",3
"2325","Smp_202980",2
"2326","Smp_203130",2
"2327","Smp_203190",1
"2328","Smp_203310",1
"2329","Smp_203390",2
"2330","Smp_203500",2
"2331","Smp_203720",2
"2332","Smp_203810",3
"2333","Smp_203950",2
"2334","Smp_203970",2
"2335","Smp_203990",1
"2336","Smp_204070",1
"2337","Smp_204120",2
"2338","Smp_204150",3
"2339","Smp_204370",2
"2340","Smp_204380",2
"2341","Smp_204690",1
"2342","Smp_204730",2
"2343","Smp_204860",1
"2344","Smp_205410",3
"2345","Smp_205760",1
"2346","Smp_205840",2
"2347","Smp_207040",3
"2348","Smp_208010",3
"2349","Smp_208050",3
"2350","Smp_209030",1
"2351","Smp_210130",3
"2352","Smp_210170",3
"2353","Smp_210180",2
"2354","Smp_210250",3
"2355","Smp_210280",1
"2356","Smp_210300",1
"2357","Smp_210320",3
"2358","Smp_210330",2
"2359","Smp_210400",1
"2360","Smp_210420",3
"2361","Smp_210440",3
"2362","Smp_210450",2
"2363","Smp_210510",3
"2364","Smp_210520",1
"2365","Smp_210530",1
"2366","Smp_210580",2
"2367","Smp_210660",1
"2368","Smp_210670",2
"2369","Smp_210720",1
"2370","Smp_210740",3
"2371","Smp_210800",2
"2372","Smp_210830",2
"2373","Smp_210860",3
"2374","Smp_210890",3
"2375","Smp_210920",2
"2376","Smp_210950",3
"2377","Smp_210960",3
"2378","Smp_210970",2
"2379","Smp_210980",3
"2380","Smp_211050",3
"2381","Smp_211060",1
"2382","Smp_211070",3
"2383","Smp_211080",2
"2384","Smp_211130",3
"2385","Smp_211140",3
"2386","Smp_211150",3
"2387","Smp_211170",3
"2388","Smp_211270",3
"2389","Smp_211300",1
"2390","Smp_212030",1
"2391","Smp_212190",2
"2392","Smp_212200",1
"2393","Smp_212340",3
"2394","Smp_212600",3
"2395","Smp_212730",2
"2396","Smp_212740",2
"2397","Smp_212750",2
"2398","Smp_212780",1
"2399","Smp_212830",3
"2400","Smp_212840",2
"2401","Smp_212850",1
"2402","Smp_212860",2
"2403","Smp_212870",1
"2404","Smp_212890",2
"2405","Smp_212900",3
"2406","Smp_212910",2
"2407","Smp_212920",1
"2408","Smp_212930",2
"2409","Smp_212940",2
"2410","Smp_212960",2
"2411","Smp_213000",2
"2412","Smp_213010",3
"2413","Smp_213020",3
"2414","Smp_213030",3
"2415","Smp_213040",3
"2416","Smp_213070",3
"2417","Smp_213110",1
"2418","Smp_213120",1
"2419","Smp_213145",2
"2420","Smp_213150",2
"2421","Smp_213160",1
"2422","Smp_213200",1
"2423","Smp_213210",1
"2424","Smp_213220",1
"2425","Smp_213250",2
"2426","Smp_213320",3
"2427","Smp_213340",2
"2428","Smp_213360",1
"2429","Smp_213400",2
"2430","Smp_213410",1
"2431","Smp_213420",2
"2432","Smp_213450",1
"2433","Smp_213490",1
"2434","Smp_213500",3
"2435","Smp_213510",1
"2436","Smp_213520",2
"2437","Smp_213550",3
"2438","Smp_213570",3
"2439","Smp_213590",3
"2440","Smp_213630",1
"2441","Smp_213640",1
"2442","Smp_213650",1
"2443","Smp_213710",2
"2444","Smp_213720",1
"2445","Smp_213730",1
"2446","Smp_213740",2
"2447","Smp_213750",2
"2448","Smp_213780",3
"2449","Smp_213850",2
"2450","Smp_213860",2
"2451","Smp_213870",1
"2452","Smp_213920",3
"2453","Smp_213930",3
"2454","Smp_213960",1
"2455","Smp_213970",2
"2456","Smp_213980",1
"2457","Smp_213990",1
"2458","Smp_214040",3
"2459","Smp_214070",3
"2460","Smp_214120",2
"2461","Smp_214140",3
"2462","Smp_214170",2
"2463","Smp_214210",2
"2464","Smp_214290",2
"2465","Smp_214320",3
"2466","Smp_214370",2
"2467","Smp_241410",1
"2468","Smp_241440",1
"2469","Smp_241470",1
"2470","Smp_241500",1
"2471","Smp_241510",1
"2472","Smp_241570",2
"2473","Smp_241580",3
"2474","Smp_241610",3
"2475","Smp_241750",1
"2476","Smp_241840",1
"2477","Smp_241860",2
"2478","Smp_242060",3
"2479","Smp_242110",3
"2480","Smp_242130",2
"2481","Smp_242220",3
"2482","Smp_242240",3
"2483","Smp_242360",3
"2484","Smp_242430",3
"2485","Smp_242450",1
"2486","Smp_242540",2
"2487","Smp_242610",2
"2488","Smp_242680",2
"2489","Smp_242830",2
"2490","Smp_242860",3
"2491","Smp_243060",1
"2492","Smp_243170",2
"2493","Smp_243210",3
"2494","Smp_243300",2
"2495","Smp_243500",2
"2496","Smp_243660",1
"2497","Smp_243700",1
"2498","Smp_243720",1
"2499","Smp_243780",1
"2500","Smp_243810",3
"2501","Smp_243820",1
"2502","Smp_243830",1
"2503","Smp_243910",2
"2504","Smp_243920",1
"2505","Smp_243930",1
"2506","Smp_244020",2
"2507","Smp_244070",2
"2508","Smp_244090",1
"2509","Smp_244100",2
"2510","Smp_244160",1
"2511","Smp_244170",2
"2512","Smp_244190",1
"2513","Smp_244200",1
"2514","Smp_244210",2
"2515","Smp_244220",2
"2516","Smp_244230",3
"2517","Smp_244300",1
"2518","Smp_244310",1
"2519","Smp_244350",2
"2520","Smp_244360",1
"2521","Smp_244365",3
"2522","Smp_244370",1
"2523","Smp_244380",2
"2524","Smp_244430",1
"2525","Smp_244440",2
"2526","Smp_244470",2
"2527","Smp_244480",2
"2528","Smp_244510",3
"2529","Smp_244570",2
"2530","Smp_244580",1
"2531","Smp_244610",2
"2532","Smp_244620",1
"2533","Smp_244630",2
"2534","Smp_244640",1
"2535","Smp_244680",1
"2536","Smp_244750",2
"2537","Smp_244790",1
"2538","Smp_244810",1
"2539","Smp_244820",3
"2540","Smp_244830",1
"2541","Smp_244900",2
"2542","Smp_244940",3
"2543","Smp_244980",1
"2544","Smp_245050",1
"2545","Smp_245060",1
"2546","Smp_245090",3
"2547","Smp_245100",3
"2548","Smp_245120",1
"2549","Smp_245160",2
"2550","Smp_245170",1
"2551","Smp_245200",1
"2552","Smp_245250",1
"2553","Smp_245260",3
"2554","Smp_245280",1
"2555","Smp_245310",2
"2556","Smp_245380",1
"2557","Smp_245420",2
"2558","Smp_245510",1
"2559","Smp_245520",2
"2560","Smp_245530",3
"2561","Smp_245560",3
"2562","Smp_245590",3
"2563","Smp_245600",3
"2564","Smp_245670",1
"2565","Smp_245740",2
"2566","Smp_245770",1
"2567","Smp_245800",2
"2568","Smp_245860",2
"2569","Smp_245870",1
"2570","Smp_245940",2
"2571","Smp_245950",3
"2572","Smp_245960",2
"2573","Smp_245990",3
"2574","Smp_246000",1
"2575","Smp_246010",3
"2576","Smp_246030",1
"2577","Smp_246050",3
"2578","Smp_246060",3
"2579","Smp_246100",3
"2580","Smp_246130",1
"2581","Smp_246140",1
"2582","Smp_246150",2
"2583","Smp_246240",2
"2584","Smp_246260",1
"2585","Smp_246270",2
"2586","Smp_246290",1
"2587","Smp_246300",3
"2588","Smp_246340",1
"2589","Smp_246380",2
"2590","Smp_246400",1
"2591","Smp_246430",1
"2592","Smp_246450",3
"2593","Smp_246460",3
"2594","Smp_246500",1
"2595","Smp_246530",3
"2596","Smp_246550",1
"2597","Smp_246560",2
"2598","Smp_246570",1
"2599","Smp_246620",2
"2600","Smp_246670",1
"2601","Smp_246700",2
"2602","Smp_246710",3
"2603","Smp_246770",1
"2604","Smp_246790",2
"2605","Smp_246800",2
"2606","Smp_246820",1
"2607","Smp_246850",2
"2608","Smp_246870",3
"2609","Smp_246880",1
"2610","Smp_246900",2
"2611","Smp_246920",3
"2612","Smp_246940",2
"2613","Smp_246950",2
"2614","Smp_246970",3
"2615","Smp_246990",3
"2616","Smp_247160",3
"2617","Smp_247220",2
"2618","Smp_247230",2
"2619","Smp_247250",2
"2620","Smp_247270",2
"2621","Smp_247390",1
"2622","Smp_247400",1
"2623","Smp_247430",3
"2624","Smp_247440",3
"2625","Smp_247460",2
"2626","Smp_247560",3
"2627","Smp_247580",1
"2628","Smp_247600",2
"2629","Smp_247620",3
"2630","Smp_247630",3
"2631","Smp_247670",3
"2632","Smp_247680",1
"2633","Smp_247710",1
"2634","Smp_247720",2
"2635","Smp_247770",1
"2636","Smp_247780",2
"2637","Smp_247820",3
"2638","Smp_247850",1
"2639","Smp_247870",2
"2640","Smp_247880",2
"2641","Smp_247920",1
"2642","Smp_247930",2
"2643","Smp_247940",3
"2644","Smp_248000",3
"2645","Smp_248020",2
"2646","Smp_248070",3
"2647","Smp_248090",1
"2648","Smp_248120",2
"2649","Smp_248130",1
"2650","Smp_248160",3
"2651","Smp_266750",1
"2652","Smp_266760",3
"2653","Smp_266770",2
"2654","Smp_266850",3
"2655","Smp_266870",3
"2656","Smp_266900",1
"2657","Smp_266920",3
"2658","Smp_266940",1
"2659","Smp_267010",2
"2660","Smp_267020",1
"2661","Smp_267040",3
"2662","Smp_267080",1
"2663","Smp_267130",3
"2664","Smp_267140",3
"2665","Smp_267170",3
"2666","Smp_267190",1
"2667","Smp_267210",1
"2668","Smp_267220",2
"2669","Smp_267230",3
"2670","Smp_267250",1
"2671","Smp_267270",1
"2672","Smp_267300",2
"2673","Smp_267320",3
"2674","Smp_300070",3
"2675","Smp_300090",2
"2676","Smp_300150",2
"2677","Smp_300200",1
"2678","Smp_300210",1
"2679","Smp_300490",3
"2680","Smp_300500",3
"2681","Smp_300840",2
"2682","Smp_300940",1
"2683","Smp_301170",2
"2684","Smp_301250",3
"2685","Smp_301330",3
"2686","Smp_301430",2
"2687","Smp_301530",1
"2688","Smp_301570",3
"2689","Smp_301800",3
"2690","Smp_301990",2
"2691","Smp_302090",2
"2692","Smp_302230",3
"2693","Smp_302330",3
"2694","Smp_302800",2
"2695","Smp_302870",2
"2696","Smp_302950",1
"2697","Smp_302970",3
"2698","Smp_302990",2
"2699","Smp_303000",1
"2700","Smp_303010",3
"2701","Smp_303120",3
"2702","Smp_303260",3
"2703","Smp_303270",3
"2704","Smp_303280",3
"2705","Smp_303320",1
"2706","Smp_303540",3
"2707","Smp_303920",1
"2708","Smp_303940",2
"2709","Smp_304060",1
"2710","Smp_304090",2
"2711","Smp_304210",3
"2712","Smp_304360",3
"2713","Smp_304500",1
"2714","Smp_304860",2
"2715","Smp_304890",3
"2716","Smp_304980",2
"2717","Smp_305060",2
"2718","Smp_305070",1
"2719","Smp_305110",3
"2720","Smp_305210",3
"2721","Smp_305350",2
"2722","Smp_305400",2
"2723","Smp_305430",2
"2724","Smp_305550",3
"2725","Smp_305690",3
"2726","Smp_305870",3
"2727","Smp_306080",1
"2728","Smp_306140",1
"2729","Smp_306180",2
"2730","Smp_306200",2
"2731","Smp_306210",1
"2732","Smp_306230",2
"2733","Smp_306240",2
"2734","Smp_306350",1
"2735","Smp_306440",3
"2736","Smp_306450",2
"2737","Smp_306580",1
"2738","Smp_306610",1
"2739","Smp_306680",1
"2740","Smp_306920",2
"2741","Smp_306930",1
"2742","Smp_307070",1
"2743","Smp_307080",1
"2744","Smp_307240",3
"2745","Smp_307330",2
"2746","Smp_307630",1
"2747","Smp_307810",2
"2748","Smp_307840",2
"2749","Smp_307880",3
"2750","Smp_307960",1
"2751","Smp_308260",2
"2752","Smp_308420",1
"2753","Smp_308440",3
"2754","Smp_308470",3
"2755","Smp_308490",1
"2756","Smp_308700",2
"2757","Smp_309000",1
"2758","Smp_309100",1
"2759","Smp_309110",2
"2760","Smp_309350",3
"2761","Smp_309355",3
"2762","Smp_309480",1
"2763","Smp_309510",1
"2764","Smp_309570",1
"2765","Smp_309580",1
"2766","Smp_309590",2
"2767","Smp_309610",1
"2768","Smp_309690",3
"2769","Smp_309740",2
"2770","Smp_309950",2
"2771","Smp_309960",3
"2772","Smp_310040",1
"2773","Smp_310090",2
"2774","Smp_310140",2
"2775","Smp_310170",3
"2776","Smp_310520",1
"2777","Smp_310550",1
"2778","Smp_310870",2
"2779","Smp_310880",2
"2780","Smp_310920",3
"2781","Smp_310930",2
"2782","Smp_310950",2
"2783","Smp_310980",1
"2784","Smp_311150",3
"2785","Smp_311440",1
"2786","Smp_311610",2
"2787","Smp_311640",1
"2788","Smp_311660",1
"2789","Smp_311670",1
"2790","Smp_311770",1
"2791","Smp_311870",3
"2792","Smp_311920",3
"2793","Smp_312010",3
"2794","Smp_312230",1
"2795","Smp_312360",3
"2796","Smp_312390",3
"2797","Smp_312460",3
"2798","Smp_312560",2
"2799","Smp_312760",2
"2800","Smp_312770",3
"2801","Smp_312820",3
"2802","Smp_312870",2
"2803","Smp_312900",1
"2804","Smp_312910",2
"2805","Smp_313100",1
"2806","Smp_313210",3
"2807","Smp_313440",3
"2808","Smp_313450",3
"2809","Smp_313480",3
"2810","Smp_313490",3
"2811","Smp_313630",3
"2812","Smp_313760",1
"2813","Smp_313810",3
"2814","Smp_313820",3
"2815","Smp_313980",3
"2816","Smp_313990",3
"2817","Smp_314000",2
"2818","Smp_314200",3
"2819","Smp_314310",1
"2820","Smp_314320",2
"2821","Smp_314500",3
"2822","Smp_314640",1
"2823","Smp_314740",3
"2824","Smp_314750",3
"2825","Smp_315000",3
"2826","Smp_315110",3
"2827","Smp_315230",2
"2828","Smp_315360",1
"2829","Smp_315490",1
"2830","Smp_315500",1
"2831","Smp_315560",1
"2832","Smp_315580",2
"2833","Smp_315650",3
"2834","Smp_315700",3
"2835","Smp_315720",3
"2836","Smp_315760",2
"2837","Smp_315790",3
"2838","Smp_315840",1
"2839","Smp_315880",3
"2840","Smp_315890",1
"2841","Smp_316100",2
"2842","Smp_316110",1
"2843","Smp_316120",3
"2844","Smp_316220",3
"2845","Smp_316240",3
"2846","Smp_316250",1
"2847","Smp_316340",3
"2848","Smp_316360",1
"2849","Smp_316380",1
"2850","Smp_316460",3
"2851","Smp_316480",3
"2852","Smp_316490",1
"2853","Smp_316530",3
"2854","Smp_316550",2
"2855","Smp_316580",3
"2856","Smp_316620",1
"2857","Smp_316640",1
"2858","Smp_316720",3
"2859","Smp_316730",1
"2860","Smp_316780",1
"2861","Smp_316800",1
"2862","Smp_316910",1
"2863","Smp_317120",1
"2864","Smp_317160",1
"2865","Smp_317210",3
"2866","Smp_317220",1
"2867","Smp_317250",1
"2868","Smp_317400",1
"2869","Smp_317430",1
"2870","Smp_317480",3
"2871","Smp_317500",2
"2872","Smp_317560",1
"2873","Smp_317600",2
"2874","Smp_317630",1
"2875","Smp_317750",1
"2876","Smp_317860",3
"2877","Smp_317870",3
"2878","Smp_318000",3
"2879","Smp_318100",1
"2880","Smp_318150",3
"2881","Smp_318160",3
"2882","Smp_318240",1
"2883","Smp_318300",3
"2884","Smp_318330",2
"2885","Smp_318470",1
"2886","Smp_318490",1
"2887","Smp_318510",2
"2888","Smp_318640",1
"2889","Smp_318680",2
"2890","Smp_318690",2
"2891","Smp_318800",3
"2892","Smp_318880",1
"2893","Smp_318910",1
"2894","Smp_318980",3
"2895","Smp_319010",2
"2896","Smp_319120",2
"2897","Smp_319130",1
"2898","Smp_319140",3
"2899","Smp_319210",2
"2900","Smp_319320",1
"2901","Smp_319330",3
"2902","Smp_319390",1
"2903","Smp_319420",1
"2904","Smp_319430",3
"2905","Smp_319440",1
"2906","Smp_319480",3
"2907","Smp_319500",2
"2908","Smp_319520",1
"2909","Smp_319620",3
"2910","Smp_319640",2
"2911","Smp_319660",2
"2912","Smp_319950",1
"2913","Smp_320050",1
"2914","Smp_320200",3
"2915","Smp_320260",1
"2916","Smp_320280",1
"2917","Smp_320330",1
"2918","Smp_320340",2
"2919","Smp_320440",1
"2920","Smp_320490",2
"2921","Smp_320680",1
"2922","Smp_320890",1
"2923","Smp_320940",1
"2924","Smp_321250",1
"2925","Smp_321760",1
"2926","Smp_321770",3
"2927","Smp_321780",1
"2928","Smp_321810",1
"2929","Smp_321830",1
"2930","Smp_321840",3
"2931","Smp_321850",1
"2932","Smp_321910",1
"2933","Smp_321930",2
"2934","Smp_322070",1
"2935","Smp_322100",2
"2936","Smp_322130",3
"2937","Smp_322160",2
"2938","Smp_322190",1
"2939","Smp_322240",2
"2940","Smp_322250",2
"2941","Smp_322350",3
"2942","Smp_322500",3
"2943","Smp_322590",2
"2944","Smp_322610",2
"2945","Smp_322690",1
"2946","Smp_322700",2
"2947","Smp_322710",1
"2948","Smp_322730",1
"2949","Smp_322760",1
"2950","Smp_322780",1
"2951","Smp_322820",3
"2952","Smp_322830",3
"2953","Smp_322880",2
"2954","Smp_322920",2
"2955","Smp_322950",3
"2956","Smp_323050",1
"2957","Smp_323090",1
"2958","Smp_323140",3
"2959","Smp_323170",1
"2960","Smp_323200",1
"2961","Smp_323240",3
"2962","Smp_323250",1
"2963","Smp_323280",2
"2964","Smp_323290",1
"2965","Smp_323300",2
"2966","Smp_323340",1
"2967","Smp_323380",1
"2968","Smp_323430",2
"2969","Smp_323580",3
"2970","Smp_323640",3
"2971","Smp_323700",1
"2972","Smp_323740",3
"2973","Smp_323820",3
"2974","Smp_323890",3
"2975","Smp_323900",2
"2976","Smp_323920",3
"2977","Smp_324050",1
"2978","Smp_324060",1
"2979","Smp_324070",2
"2980","Smp_324150",2
"2981","Smp_324180",1
"2982","Smp_324270",2
"2983","Smp_324290",1
"2984","Smp_324310",2
"2985","Smp_324700",2
"2986","Smp_324710",1
"2987","Smp_325560",1
"2988","Smp_325640",3
"2989","Smp_325650",3
"2990","Smp_325770",1
"2991","Smp_326170",2
"2992","Smp_326220",1
"2993","Smp_326230",3
"2994","Smp_326360",1
"2995","Smp_326400",2
"2996","Smp_326500",2
"2997","Smp_326520",2
"2998","Smp_326670",1
"2999","Smp_326770",2
"3000","Smp_326790",1
"3001","Smp_327030",2
"3002","Smp_327040",1
"3003","Smp_327200",1
"3004","Smp_327210",3
"3005","Smp_327220",1
"3006","Smp_327230",2
"3007","Smp_327260",3
"3008","Smp_327395",3
"3009","Smp_327400",3
"3010","Smp_327430",1
"3011","Smp_327460",1
"3012","Smp_327470",1
"3013","Smp_327500",2
"3014","Smp_327580",1
"3015","Smp_327610",1
"3016","Smp_327640",2
"3017","Smp_327780",3
"3018","Smp_327790",1
"3019","Smp_327820",1
"3020","Smp_327930",2
"3021","Smp_327950",2
"3022","Smp_327970",3
"3023","Smp_328000",3
"3024","Smp_328010",2
"3025","Smp_328070",2
"3026","Smp_328110",3
"3027","Smp_328140",3
"3028","Smp_328200",2
"3029","Smp_328330",3
"3030","Smp_328380",1
"3031","Smp_328530",1
"3032","Smp_328570",3
"3033","Smp_328650",2
"3034","Smp_328690",2
"3035","Smp_328710",2
"3036","Smp_328910",1
"3037","Smp_328950",2
"3038","Smp_329040",1
"3039","Smp_329060",1
"3040","Smp_329090",3
"3041","Smp_329110",3
"3042","Smp_329220",1
"3043","Smp_329250",2
"3044","Smp_329260",3
"3045","Smp_329330",3
"3046","Smp_329370",3
"3047","Smp_329500",2
"3048","Smp_329510",1
"3049","Smp_329570",2
"3050","Smp_329620",2
"3051","Smp_329650",1
"3052","Smp_329700",1
"3053","Smp_329710",1
"3054","Smp_329760",2
"3055","Smp_329770",1
"3056","Smp_330090",2
"3057","Smp_330120",3
"3058","Smp_330260",1
"3059","Smp_330270",1
"3060","Smp_330280",1
"3061","Smp_330320",1
"3062","Smp_330350",2
"3063","Smp_330380",2
"3064","Smp_330430",1
"3065","Smp_330440",1
"3066","Smp_330490",3
"3067","Smp_330540",1
"3068","Smp_330620",1
"3069","Smp_330630",1
"3070","Smp_330680",1
"3071","Smp_330760",1
"3072","Smp_330780",2
"3073","Smp_330860",1
"3074","Smp_330890",1
"3075","Smp_330900",3
"3076","Smp_331160",2
"3077","Smp_331180",2
"3078","Smp_331200",2
"3079","Smp_331220",1
"3080","Smp_331230",2
"3081","Smp_331240",1
"3082","Smp_331250",1
"3083","Smp_331320",2
"3084","Smp_331360",2
"3085","Smp_331390",3
"3086","Smp_331450",1
"3087","Smp_331470",1
"3088","Smp_331490",3
"3089","Smp_331530",1
"3090","Smp_331540",3
"3091","Smp_331560",3
"3092","Smp_331570",2
"3093","Smp_331600",3
"3094","Smp_331660",3
"3095","Smp_331710",1
"3096","Smp_331720",1
"3097","Smp_331730",3
"3098","Smp_331830",1
"3099","Smp_331880",3
"3100","Smp_331890",1
"3101","Smp_331970",2
"3102","Smp_331980",3
"3103","Smp_332010",3
"3104","Smp_332020",1
"3105","Smp_332170",3
"3106","Smp_332270",2
"3107","Smp_332310",1
"3108","Smp_332380",2
"3109","Smp_332410",1
"3110","Smp_332500",1
"3111","Smp_332510",1
"3112","Smp_332520",1
"3113","Smp_332550",2
"3114","Smp_332560",1
"3115","Smp_332570",3
"3116","Smp_332580",1
"3117","Smp_332610",2
"3118","Smp_332630",2
"3119","Smp_332660",3
"3120","Smp_332690",3
"3121","Smp_332820",1
"3122","Smp_332830",1
"3123","Smp_332840",1
"3124","Smp_332860",1
"3125","Smp_332870",2
"3126","Smp_332880",2
"3127","Smp_332960",2
"3128","Smp_333000",1
"3129","Smp_333050",1
"3130","Smp_333120",1
"3131","Smp_333150",3
"3132","Smp_333290",3
"3133","Smp_333300",2
"3134","Smp_333320",1
"3135","Smp_333410",2
"3136","Smp_333450",3
"3137","Smp_333480",2
"3138","Smp_333490",1
"3139","Smp_333510",2
"3140","Smp_333550",2
"3141","Smp_333560",1
"3142","Smp_333590",1
"3143","Smp_333610",2
"3144","Smp_333650",3
"3145","Smp_333680",2
"3146","Smp_333700",1
"3147","Smp_333710",1
"3148","Smp_333720",2
"3149","Smp_333730",1
"3150","Smp_333750",3
"3151","Smp_333760",2
"3152","Smp_333780",1
"3153","Smp_333790",2
"3154","Smp_333880",3
"3155","Smp_333890",3
"3156","Smp_333920",3
"3157","Smp_333970",3
"3158","Smp_334010",2
"3159","Smp_334110",2
"3160","Smp_334120",1
"3161","Smp_334140",3
"3162","Smp_334200",3
"3163","Smp_334210",3
"3164","Smp_334230",3
"3165","Smp_334280",2
"3166","Smp_334310",3
"3167","Smp_334330",2
"3168","Smp_334340",3
"3169","Smp_334370",1
"3170","Smp_334415",3
"3171","Smp_334420",2
"3172","Smp_334440",2
"3173","Smp_334450",1
"3174","Smp_334460",3
"3175","Smp_334490",1
"3176","Smp_334560",2
"3177","Smp_334570",1
"3178","Smp_334600",2
"3179","Smp_334610",1
"3180","Smp_334620",1
"3181","Smp_334630",2
"3182","Smp_334700",3
"3183","Smp_334710",2
"3184","Smp_334880",3
"3185","Smp_334890",1
"3186","Smp_334950",3
"3187","Smp_335010",3
"3188","Smp_335020",3
"3189","Smp_335110",3
"3190","Smp_335120",1
"3191","Smp_335140",2
"3192","Smp_335170",1
"3193","Smp_335180",1
"3194","Smp_335190",1
"3195","Smp_335340",2
"3196","Smp_335550",1
"3197","Smp_335590",3
"3198","Smp_335600",2
"3199","Smp_335650",1
"3200","Smp_335660",1
"3201","Smp_335690",2
"3202","Smp_335750",1
"3203","Smp_335760",2
"3204","Smp_335785",1
"3205","Smp_335830",3
"3206","Smp_335850",1
"3207","Smp_335880",2
"3208","Smp_335960",2
"3209","Smp_335980",2
"3210","Smp_336100",1
"3211","Smp_336110",2
"3212","Smp_336120",1
"3213","Smp_336150",1
"3214","Smp_336230",2
"3215","Smp_336290",1
"3216","Smp_336330",3
"3217","Smp_336650",2
"3218","Smp_336670",2
"3219","Smp_336730",2
"3220","Smp_336750",3
"3221","Smp_336790",2
"3222","Smp_336800",2
"3223","Smp_337000",1
"3224","Smp_337010",2
"3225","Smp_337040",1
"3226","Smp_337060",2
"3227","Smp_337070",3
"3228","Smp_337090",3
"3229","Smp_337110",2
"3230","Smp_337145",2
"3231","Smp_337150",1
"3232","Smp_337190",3
"3233","Smp_337230",3
"3234","Smp_337290",1
"3235","Smp_337320",2
"3236","Smp_337360",2
"3237","Smp_337390",1
"3238","Smp_337400",3
"3239","Smp_337410",1
"3240","Smp_337425",2
"3241","Smp_337470",2
"3242","Smp_337480",1
"3243","Smp_337490",3
"3244","Smp_337520",2
"3245","Smp_337550",2
"3246","Smp_337560",1
"3247","Smp_337590",2
"3248","Smp_337610",2
"3249","Smp_337630",3
"3250","Smp_337650",2
"3251","Smp_337730",3
"3252","Smp_337740",1
"3253","Smp_337780",1
"3254","Smp_337790",2
"3255","Smp_337800",2
"3256","Smp_337805",2
"3257","Smp_337830",2
"3258","Smp_337850",2
"3259","Smp_337860",3
"3260","Smp_337870",2
"3261","Smp_337880",3
"3262","Smp_340070",2
"3263","Smp_340080",1
"3264","Smp_340090",3
"3265","Smp_340150",3
"3266","Smp_340170",3
"3267","Smp_340180",2
"3268","Smp_340190",1
"3269","Smp_340220",2
"3270","Smp_340270",2
"3271","Smp_340340",3
"3272","Smp_340350",1
"3273","Smp_340380",3
"3274","Smp_340390",1
"3275","Smp_340430",3
"3276","Smp_340460",1
"3277","Smp_340480",1
"3278","Smp_340500",3
"3279","Smp_340540",2
"3280","Smp_340560",1
"3281","Smp_340570",2
"3282","Smp_340620",2
"3283","Smp_340660",1
"3284","Smp_340710",2
"3285","Smp_340740",1
"3286","Smp_340770",2
"3287","Smp_340780",2
"3288","Smp_340810",1
"3289","Smp_340820",3
"3290","Smp_340860",2
"3291","Smp_340870",1
"3292","Smp_340930",1
"3293","Smp_340950",1
"3294","Smp_340980",3
"3295","Smp_340990",2
"3296","Smp_341010",3
"3297","Smp_341040",1
"3298","Smp_341060",1
"3299","Smp_341070",1
"3300","Smp_341090",1
"3301","Smp_341120",2
"3302","Smp_341130",1
"3303","Smp_341140",1
