"","Int-01","Int-02","Int-03","Int-04","Liv-01","Liv-02","Liv-03","Liv-04"
"Smp_040500",4,0,2,4,0,2,0,2
"Smp_040510",2,0,2,0,4,3,0,0
"Smp_040550",1,0,4,4,4,11,0,6
"Smp_040770",0,0,2,6,6,0,2,6
"Smp_040790",14,2,7,12,13,10,2,7
"Smp_040800",6,12,12,12,4,0,2,8
"Smp_040960",0,0,0,2,4,2,2,0
"Smp_040970",11,0,6,4,4,4,2,12
"Smp_041050",6,0,6,2,4,0,2,4
"Smp_041450",6,0,2,2,2,0,0,4
"Smp_041480",8,2,2,3,7,4,0,8
"Smp_041500",4,3,0,0,2,2,2,0
"Smp_041550",4,0,2,4,2,2,0,2
"Smp_041600",2,0,2,2,4,4,0,4
"Smp_041630",2,2,0,8,4,2,0,6
"Smp_041650",2,0,0,6,4,6,0,0
"Smp_041730",4,2,2,4,8,2,2,4
"Smp_041740",26,2,12,40,26,12,6,28
"Smp_041750",2,0,0,4,6,2,0,4
"Smp_041760",8,0,0,6,2,2,0,8
"Smp_041770",14,0,2,4,6,0,0,8
"Smp_041830",12,4,1,9,6,3,1,1
"Smp_041890",2,2,2,2,4,2,0,0
"Smp_041980",2,2,0,2,4,2,0,3
"Smp_042080",8,6,0,6,4,3,2,2
"Smp_042090",10,0,6,14,4,8,0,14
"Smp_042110",2,0,2,2,2,2,0,2
"Smp_042160",20,1,29,50,10,30,4,18
"Smp_042270",8,0,2,4,6,6,2,4
"Smp_042280",7,2,0,9,10,0,0,2
"Smp_042300",2,0,2,9,2,6,0,4
"Smp_042670",7,0,2,8,2,2,1,2
"Smp_042680",2,0,2,0,2,4,0,0
"Smp_042770",6,0,0,3,2,0,0,2
"Smp_042920",32,4,33,27,32,32,6,25
"Smp_042980",4,0,1,2,2,0,0,2
"Smp_042990",35,3,4,36,39,24,10,30
"Smp_043100",12,0,2,2,4,10,0,6
"Smp_043150",2,2,0,4,2,2,2,0
"Smp_043170",5,0,4,8,10,0,6,4
"Smp_043200",2,0,0,2,2,0,2,2
"Smp_043210",0,0,4,2,0,6,0,2
"Smp_043570",9,3,4,6,0,2,0,3
"Smp_043600",2,0,1,0,0,2,0,5
"Smp_043670",1,1,0,10,4,5,4,3
"Smp_043780",7,0,2,4,9,2,1,5
"Smp_043970",15,6,6,9,4,7,4,5
"Smp_044000",10,0,4,14,14,13,6,14
"Smp_044020",6,1,1,3,1,2,0,0
"Smp_044250",10,0,4,4,4,0,0,10
"Smp_044280",8,2,0,8,4,4,0,2
"Smp_044400",7,3,0,0,10,0,0,2
"Smp_044440",8,0,0,4,2,0,4,2
"Smp_044530",4,0,4,9,0,2,2,4
"Smp_044550",12,8,8,10,12,3,2,12
"Smp_044580",8,0,2,8,24,18,0,21
"Smp_044680",8,0,6,6,2,10,2,16
"Smp_044810",10,2,0,2,8,0,0,0
"Smp_044850",9,0,0,1,0,1,1,0
"Smp_044920",2,0,4,1,0,2,2,5
"Smp_044970",4,4,10,14,9,2,0,16
"Smp_045010",4,0,0,0,6,0,1,2
"Smp_045060",2,0,0,0,6,0,2,6
"Smp_045070",13,0,0,2,5,0,2,4
"Smp_045220",12,0,16,18,16,36,4,14
"Smp_045230",2,2,0,4,5,4,2,4
"Smp_045250",1,0,2,2,1,3,0,1
"Smp_045260",7,0,1,3,6,0,0,0
"Smp_045400",0,0,2,4,4,0,0,4
"Smp_045480",2,2,6,6,6,2,4,5
"Smp_045500",3,0,4,4,2,2,1,0
"Smp_045610",0,0,4,20,6,4,0,2
"Smp_045730",4,0,1,2,0,1,2,2
"Smp_045950",54,13,25,57,22,19,11,39
"Smp_045960",5,2,0,1,2,0,0,0
"Smp_045980",2,0,2,6,4,2,0,8
"Smp_046020",0,0,2,4,4,2,0,0
"Smp_046030",4,0,0,1,15,2,0,0
"Smp_046060",6,2,6,12,12,6,0,12
"Smp_046090",20,0,6,12,18,6,4,6
"Smp_046100",4,2,4,0,4,0,2,0
"Smp_046130",6,2,0,4,5,1,5,6
"Smp_046140",5,0,3,4,0,4,0,2
"Smp_046160",0,0,0,4,2,4,0,2
"Smp_046250",2,0,0,2,4,2,0,4
"Smp_046290",4,0,0,4,2,0,0,2
"Smp_046430",4,3,1,2,6,1,0,8
"Smp_046500",2,0,2,4,0,2,0,4
"Smp_046550",4,0,1,0,2,5,0,0
"Smp_046690",54,10,25,32,27,102,0,81
"Smp_046930",10,0,2,14,4,4,0,8
"Smp_047060",4,0,0,6,2,2,0,0
"Smp_047190",0,0,4,2,4,7,0,2
"Smp_047200",8,0,6,2,2,10,0,4
"Smp_047360",0,0,0,6,6,4,0,2
"Smp_047370",2,0,6,2,0,4,2,6
"Smp_047450",3,0,2,2,1,1,0,8
"Smp_047640",3,0,1,7,2,4,6,1
"Smp_047860",4,0,2,1,9,1,0,3
"Smp_047900",20,0,10,24,8,10,0,8
"Smp_048050",84,27,60,77,36,141,17,73
"Smp_048160",6,0,0,6,10,5,0,0
"Smp_048230",3,0,1,3,1,2,2,2
"Smp_048240",7,0,2,10,3,8,1,0
"Smp_048260",11,0,0,0,2,4,0,6
"Smp_048420",2,0,0,4,2,2,0,0
"Smp_048430",41,4,14,32,14,18,8,20
"Smp_048560",4,0,2,2,2,0,0,0
"Smp_048660",4,0,2,4,0,4,2,2
"Smp_048760",6,2,3,6,8,6,0,1
"Smp_048880",6,0,4,2,9,0,0,2
"Smp_048980",13,9,3,17,5,2,1,1
"Smp_049170",4,2,0,0,2,8,2,6
"Smp_049230",27,12,8,13,9,18,4,20
"Smp_049270",0,0,2,9,4,5,4,0
"Smp_049330",3,0,1,2,0,5,0,0
"Smp_049380",6,0,3,5,6,3,4,5
"Smp_049500",3,0,2,5,2,0,0,2
"Smp_049510",2,0,5,2,6,2,0,0
"Smp_049520",2,0,2,4,0,0,2,6
"Smp_049550",22,4,16,34,50,10,10,32
"Smp_049580",8,2,2,6,4,0,0,2
"Smp_049610",84,11,79,91,52,48,29,98
"Smp_049630",12,1,10,5,5,2,1,5
"Smp_049680",9,0,2,6,6,2,6,14
"Smp_049730",12,0,1,12,0,0,1,3
"Smp_049760",4,0,2,0,2,0,0,2
"Smp_049890",2,0,0,4,0,1,0,4
"Smp_049910",2,0,0,0,4,2,0,2
"Smp_049930",4,0,0,2,0,2,2,2
"Smp_049970",0,2,2,2,10,2,0,2
"Smp_050080",8,0,0,2,2,2,0,0
"Smp_050110",8,0,2,6,9,8,4,3
"Smp_050220",12,0,4,19,11,1,0,2
"Smp_050250",7,1,4,3,2,4,0,0
"Smp_050280",6,3,2,6,4,8,0,6
"Smp_050360",18,9,8,11,18,11,0,31
"Smp_050380",14,5,7,4,11,23,0,1
"Smp_050470",5,2,0,6,1,0,2,5
"Smp_050540",7,0,2,6,0,0,5,2
"Smp_050570",9,6,6,6,2,4,0,10
"Smp_050830",2,0,4,8,0,2,1,4
"Smp_050890",4,0,2,2,2,2,2,5
"Smp_050920",4,0,0,7,4,4,0,4
"Smp_050940",6,0,4,10,6,14,4,8
"Smp_051010",6,0,2,4,13,16,0,13
"Smp_051080",2,0,2,2,4,2,0,4
"Smp_051210",26,0,10,14,12,18,5,14
"Smp_051230",16,4,4,2,18,16,0,12
"Smp_051260",28,2,6,21,16,14,0,16
"Smp_051300",4,0,2,3,5,4,4,5
"Smp_051360",7,0,3,2,2,6,4,0
"Smp_051530",2,2,0,4,3,2,2,0
"Smp_051550",2,1,3,0,2,3,0,0
"Smp_051640",2,0,6,1,7,5,0,5
"Smp_051670",23,0,3,13,12,3,1,12
"Smp_051930",19,2,0,7,0,3,0,2
"Smp_052060",12,10,0,6,2,12,0,0
"Smp_052230",5,0,4,6,0,2,2,6
"Smp_052280",4,0,2,6,2,0,0,2
"Smp_052330",6,0,2,4,2,0,2,2
"Smp_052350",10,2,0,8,0,0,1,0
"Smp_052390",2,0,0,4,0,0,2,2
"Smp_052500",7,0,2,4,4,0,0,9
"Smp_052640",16,1,4,12,5,1,7,1
"Smp_052780",2,0,0,2,4,0,2,0
"Smp_052790",8,2,2,2,0,2,0,0
"Smp_052800",1,4,3,2,4,0,1,5
"Smp_052870",2,2,0,0,4,0,0,4
"Smp_052910",10,2,8,4,2,8,0,4
"Smp_053030",0,0,2,4,2,0,0,2
"Smp_053130",10,2,4,6,8,10,2,4
"Smp_053220",8,0,2,8,4,8,0,6
"Smp_053230",20,4,8,28,22,20,4,14
"Smp_053300",8,0,4,1,4,11,1,0
"Smp_053390",4,0,4,4,2,4,0,4
"Smp_053510",2,0,2,6,2,0,0,0
"Smp_053550",2,0,4,2,0,0,2,0
"Smp_053560",2,0,4,6,0,4,0,2
"Smp_053610",18,0,6,10,8,8,0,10
"Smp_053820",5,2,2,10,12,12,2,8
"Smp_053830",8,0,0,8,6,14,0,2
"Smp_053900",8,0,14,14,8,3,8,18
"Smp_053940",65,18,32,35,42,86,2,97
"Smp_054120",10,1,2,8,5,0,0,4
"Smp_054240",34,2,6,16,30,44,6,18
"Smp_054320",347,57,198,330,164,274,65,274
"Smp_054340",22,2,10,10,12,4,0,12
"Smp_054360",2,0,0,4,2,4,0,2
"Smp_054470",11,0,2,7,7,9,6,9
"Smp_054540",4,0,3,0,4,0,0,10
"Smp_054560",9,2,4,8,2,3,2,5
"Smp_054610",6,0,0,2,4,2,0,0
"Smp_054770",6,2,4,6,3,3,0,2
"Smp_054790",44,2,10,25,15,12,7,34
"Smp_054800",51,8,23,41,16,13,13,38
"Smp_054810",4,0,0,4,4,0,4,4
"Smp_054840",8,0,4,2,2,1,0,0
"Smp_055050",16,0,4,4,8,10,0,4
"Smp_055130",10,0,0,6,10,0,0,6
"Smp_055200",226,102,136,186,57,200,15,206
"Smp_055220",6,2,2,2,2,2,0,2
"Smp_055260",2,0,0,2,2,2,0,2
"Smp_055340",2,0,0,2,4,4,2,2
"Smp_055400",2,0,0,2,4,4,0,0
"Smp_055440",12,2,6,0,5,5,4,7
"Smp_055600",3,3,0,5,3,3,0,3
"Smp_055630",6,0,0,2,0,2,0,2
"Smp_055720",16,2,2,8,8,0,0,4
"Smp_055800",16,6,16,25,18,8,8,7
"Smp_055870",0,0,2,4,0,6,0,4
"Smp_055880",2,2,10,18,6,14,2,10
"Smp_055900",10,0,2,2,4,0,0,2
"Smp_055960",8,0,0,14,10,6,8,10
"Smp_055990",4,0,12,18,6,10,0,14
"Smp_056200",6,0,2,6,0,0,2,4
"Smp_056240",4,2,2,4,0,0,0,4
"Smp_056350",5,8,3,0,0,0,0,1
"Smp_056360",36,2,14,32,28,10,6,22
"Smp_056460",27,8,23,39,22,57,8,45
"Smp_056500",4,0,6,8,6,10,0,10
"Smp_056620",6,0,4,6,4,2,0,11
"Smp_056640",8,0,0,2,0,0,2,8
"Smp_056760",12,0,4,7,4,10,2,16
"Smp_056780",2,0,0,2,1,4,0,2
"Smp_056810",6,0,0,8,2,0,2,4
"Smp_056900",5,0,0,0,2,4,0,1
"Smp_056930",3,0,4,2,6,2,0,6
"Smp_056970",24,2,16,30,22,26,4,26
"Smp_057020",2,0,0,1,0,1,0,6
"Smp_057060",3,0,0,6,0,2,0,1
"Smp_057120",2,0,2,6,6,0,0,2
"Smp_057130",2,2,6,2,0,2,0,4
"Smp_057210",0,0,2,2,0,4,0,2
"Smp_057230",13,0,3,7,2,7,1,7
"Smp_057320",0,0,0,2,0,2,2,6
"Smp_057530",0,0,0,3,2,2,3,2
"Smp_057630",4,0,0,2,0,2,0,2
"Smp_058050",4,0,2,4,8,2,0,0
"Smp_058140",2,0,0,4,6,0,0,2
"Smp_058150",0,0,2,6,4,0,0,4
"Smp_058170",10,0,4,4,8,8,2,6
"Smp_058240",2,2,2,0,8,2,0,2
"Smp_058270",33,10,9,18,4,15,5,21
"Smp_058320",4,0,0,2,4,6,2,0
"Smp_058350",2,0,2,4,6,0,0,4
"Smp_058380",2,1,0,6,0,0,4,2
"Smp_058450",46,10,13,25,12,20,7,21
"Smp_058460",5,0,2,8,0,0,0,2
"Smp_058620",0,2,4,6,2,10,0,4
"Smp_058650",2,4,2,6,0,0,2,4
"Smp_058690",19,2,5,18,8,30,1,13
"Smp_058700",9,11,9,3,8,20,1,19
"Smp_058730",14,0,2,3,4,0,6,2
"Smp_058780",0,0,4,0,2,2,0,4
"Smp_059130",8,0,4,6,2,2,2,10
"Smp_059150",4,0,0,2,2,2,0,8
"Smp_059200",11,2,2,3,2,3,0,1
"Smp_059210",2,0,6,5,6,2,0,5
"Smp_059240",4,2,1,4,2,0,1,0
"Smp_059290",2,0,0,2,0,4,2,0
"Smp_059340",4,2,3,6,2,2,6,6
"Smp_059350",7,0,0,0,2,2,0,6
"Smp_059540",4,0,4,2,6,0,0,0
"Smp_059600",13,5,4,10,2,0,6,14
"Smp_059710",2,0,2,2,2,0,0,2
"Smp_059750",4,0,8,0,4,2,0,0
"Smp_059780",8,2,2,11,7,7,4,14
"Smp_059790",4,0,5,8,12,3,1,4
"Smp_059810",2,0,4,0,2,6,0,0
"Smp_059880",2,2,0,3,0,0,4,4
"Smp_059920",0,0,4,4,2,4,0,4
"Smp_060010",8,0,4,8,0,0,0,4
"Smp_060090",10,2,4,14,8,16,4,15
"Smp_060190",6,0,4,0,4,6,4,2
"Smp_060270",0,0,0,2,4,0,2,2
"Smp_060420",15,2,11,18,10,7,0,27
"Smp_060820",4,0,0,2,4,2,0,0
"Smp_060910",6,2,2,2,2,14,0,6
"Smp_060950",2,0,3,1,0,0,2,4
"Smp_061040",4,0,1,0,5,2,2,2
"Smp_061200",22,2,19,16,16,20,0,12
"Smp_061250",8,0,4,4,2,2,0,2
"Smp_061310",0,0,4,2,9,5,2,6
"Smp_061480",12,2,3,14,3,11,0,4
"Smp_061510",2,2,2,2,4,4,0,2
"Smp_061580",9,4,10,17,12,8,8,6
"Smp_061590",15,6,1,15,7,7,0,9
"Smp_061650",6,0,0,6,0,2,0,2
"Smp_061680",6,0,6,2,2,0,2,0
"Smp_061840",27,4,7,17,6,6,0,11
"Smp_061870",2,0,2,2,0,2,0,2
"Smp_061920",6,0,5,10,10,4,0,14
"Smp_061940",20,4,8,15,6,18,0,10
"Smp_061950",2,2,2,2,4,0,0,0
"Smp_062250",6,0,7,16,4,8,0,8
"Smp_062260",2,0,2,2,8,6,0,2
"Smp_062270",90,14,47,76,46,18,12,52
"Smp_062300",9,9,3,8,5,22,0,7
"Smp_062420",6,0,4,8,8,6,2,24
"Smp_062510",4,2,0,0,6,0,0,6
"Smp_062530",2,0,0,4,0,0,2,4
"Smp_062620",7,0,0,1,1,13,0,4
"Smp_062630",12,2,4,4,6,2,0,4
"Smp_062640",3,0,3,8,4,8,2,4
"Smp_062890",6,0,6,2,2,8,0,4
"Smp_062900",13,0,3,6,3,11,0,10
"Smp_063030",0,0,0,0,4,2,2,2
"Smp_063070",21,0,19,4,12,4,7,9
"Smp_063090",0,0,7,4,1,2,2,2
"Smp_063110",2,0,2,0,4,0,0,4
"Smp_063230",4,0,6,6,2,2,2,4
"Smp_063260",4,0,1,0,0,4,0,4
"Smp_063300",2,0,2,4,2,2,0,2
"Smp_063330",6,0,4,4,4,2,2,2
"Smp_063350",10,0,12,6,6,10,4,16
"Smp_063390",8,1,4,11,4,2,0,5
"Smp_063420",26,2,10,12,6,8,4,6
"Smp_063650",2,2,0,2,4,2,0,2
"Smp_063830",4,0,2,2,2,2,0,2
"Smp_064030",8,1,5,2,1,5,2,3
"Smp_064040",9,3,7,3,7,4,1,13
"Smp_064050",2,0,8,4,0,2,2,0
"Smp_064240",2,0,2,4,2,0,0,2
"Smp_064320",6,2,0,1,4,4,0,3
"Smp_064330",6,0,2,0,0,2,0,4
"Smp_064350",4,1,4,2,4,4,2,6
"Smp_064360",6,5,6,12,2,0,5,3
"Smp_064390",2,0,0,8,4,0,0,4
"Smp_064400",1,0,2,4,2,10,0,2
"Smp_064500",4,4,6,2,4,10,3,7
"Smp_064510",2,0,4,0,6,4,4,0
"Smp_064520",0,0,2,2,2,0,0,6
"Smp_064590",0,0,2,2,10,4,2,10
"Smp_064750",8,0,2,12,6,0,0,5
"Smp_064800",5,0,3,3,2,2,0,1
"Smp_064860",8,4,5,6,18,4,4,4
"Smp_064870",6,2,6,1,6,2,1,10
"Smp_064950",6,0,2,4,2,4,0,0
"Smp_065130",3,0,3,5,0,0,0,5
"Smp_065180",0,0,0,4,2,4,2,5
"Smp_065470",8,0,4,0,0,2,2,4
"Smp_065580",19,2,4,14,20,8,0,6
"Smp_065770",12,2,10,8,4,1,2,6
"Smp_065810",2,5,2,2,4,0,0,1
"Smp_065840",4,0,2,6,2,2,0,4
"Smp_065980",0,0,0,0,8,2,1,2
"Smp_066200",19,24,11,19,4,8,0,6
"Smp_066410",13,2,0,5,2,3,2,2
"Smp_066430",4,2,1,6,4,0,0,4
"Smp_066610",20,2,6,9,9,0,2,7
"Smp_066620",4,0,2,2,4,2,0,0
"Smp_066630",4,2,0,6,6,6,0,0
"Smp_066730",7,0,2,3,1,0,1,1
"Smp_066740",29,8,11,22,7,25,4,20
"Smp_066760",10,2,10,12,14,2,4,8
"Smp_066820",0,0,4,9,6,0,0,2
"Smp_066830",2,0,2,2,2,0,2,2
"Smp_066890",2,0,8,6,2,8,0,2
"Smp_066960",3,0,2,0,2,6,2,2
"Smp_066970",6,4,4,14,2,4,8,8
"Smp_066990",10,0,2,8,8,6,2,2
"Smp_067000",1,2,8,4,12,0,0,4
"Smp_067140",1,0,4,2,4,2,0,4
"Smp_067400",8,0,6,6,2,4,0,4
"Smp_067480",4,0,2,6,4,0,0,2
"Smp_067490",4,0,4,12,6,15,1,20
"Smp_067540",2,4,4,10,4,0,2,6
"Smp_067810",2,0,0,2,2,4,0,4
"Smp_067900",5,3,0,6,2,0,2,9
"Smp_068000",2,0,4,5,0,5,0,0
"Smp_068060",4,0,0,4,4,0,1,5
"Smp_068070",6,1,2,5,0,0,0,6
"Smp_068100",4,0,8,6,10,4,0,8
"Smp_068110",4,0,4,2,0,1,2,2
"Smp_068120",4,1,0,2,4,0,0,6
"Smp_068250",4,0,0,2,4,0,0,6
"Smp_068270",0,0,2,2,2,6,4,2
"Smp_068340",2,0,2,10,0,0,0,4
"Smp_068420",2,0,2,4,4,4,0,0
"Smp_068500",4,0,4,2,0,9,0,2
"Smp_068510",17,2,3,9,11,11,2,14
"Smp_068750",38,12,12,29,27,46,21,78
"Smp_068760",2,0,2,2,3,0,2,2
"Smp_068920",21,1,30,30,14,32,1,24
"Smp_068950",2,0,0,2,2,0,2,2
"Smp_069130",4,0,8,6,14,4,0,16
"Smp_069160",38,3,14,31,16,17,7,19
"Smp_069380",5,0,2,4,2,0,0,0
"Smp_069760",2,0,4,2,5,2,0,0
"Smp_069810",4,0,0,5,0,6,0,4
"Smp_069840",0,0,0,2,2,2,0,4
"Smp_069870",0,0,4,4,2,2,0,0
"Smp_069900",0,2,2,4,0,2,0,0
"Smp_069960",6,0,2,12,2,2,0,18
"Smp_070130",0,0,4,0,4,4,3,2
"Smp_070200",6,0,0,4,0,2,0,10
"Smp_070250",2,0,4,2,4,7,0,2
"Smp_070310",2,1,0,1,4,0,0,4
"Smp_070340",4,0,0,2,2,2,0,6
"Smp_070380",8,0,4,0,0,2,0,8
"Smp_070640",0,0,2,2,6,2,0,2
"Smp_070680",12,2,4,12,8,6,2,4
"Smp_070760",8,2,2,4,2,4,0,6
"Smp_070860",20,3,12,13,9,6,6,5
"Smp_070930",6,0,2,2,2,2,0,0
"Smp_071000",2,2,0,0,2,4,0,2
"Smp_071020",2,0,4,6,4,0,0,6
"Smp_071050",3,0,4,6,2,2,0,0
"Smp_071150",2,0,2,4,2,0,4,4
"Smp_071250",2,0,4,8,12,6,2,8
"Smp_071390",63,4,16,40,6,26,4,13
"Smp_071470",2,0,4,2,8,2,2,2
"Smp_071550",213,37,144,194,95,160,55,156
"Smp_071560",57,13,30,64,29,28,5,45
"Smp_071610",4,2,0,2,4,6,0,6
"Smp_071630",0,0,2,4,2,6,0,0
"Smp_071640",6,0,4,0,6,10,0,6
"Smp_071770",2,0,4,2,4,8,0,7
"Smp_071830",43,3,17,22,5,25,6,10
"Smp_071950",0,2,2,0,2,0,0,5
"Smp_072080",29,7,15,27,10,14,6,11
"Smp_072090",39,4,22,32,12,22,15,34
"Smp_072110",8,2,10,12,8,4,0,21
"Smp_072140",14,0,4,8,10,15,8,8
"Smp_072180",8,1,2,5,5,1,2,1
"Smp_072320",53,29,30,43,45,43,6,74
"Smp_072330",48,2,22,28,76,25,14,103
"Smp_072340",34,0,9,36,16,4,4,24
"Smp_072350",5,2,7,5,6,1,3,15
"Smp_072360",1,2,8,9,4,2,2,2
"Smp_072370",6,1,0,10,2,6,0,4
"Smp_072380",2,0,2,4,4,0,0,0
"Smp_072440",2,0,0,4,4,0,0,7
"Smp_072500",2,0,4,2,0,0,2,0
"Smp_072560",1,0,2,0,6,0,0,2
"Smp_072630",1,2,8,9,0,3,1,3
"Smp_072640",0,0,0,2,0,2,2,4
"Smp_072720",2,2,4,4,2,10,0,2
"Smp_072740",2,0,2,2,0,0,0,4
"Smp_072790",13,0,9,13,6,12,0,5
"Smp_072900",34,4,8,12,9,14,2,30
"Smp_072950",2,0,2,2,2,0,0,2
"Smp_072980",8,0,0,8,10,0,0,2
"Smp_073140",4,0,0,7,2,0,2,0
"Smp_073290",6,0,4,6,4,6,0,2
"Smp_073340",17,0,5,18,17,8,8,24
"Smp_073410",4,0,4,0,2,4,2,8
"Smp_073470",4,0,2,4,2,4,0,1
"Smp_073500",0,0,3,4,4,2,4,0
"Smp_073560",4,0,0,2,4,0,0,1
"Smp_073570",5,0,6,2,2,4,0,2
"Smp_073590",2,2,12,4,2,0,0,0
"Smp_073600",2,0,0,0,8,4,0,6
"Smp_073610",4,0,0,6,0,2,2,1
"Smp_073620",2,0,2,4,4,6,0,7
"Smp_073680",4,0,1,4,0,4,2,0
"Smp_073690",2,0,0,3,3,2,0,0
"Smp_073720",0,2,2,2,6,4,0,0
"Smp_073830",0,4,0,4,4,0,2,2
"Smp_073880",30,2,18,34,22,30,2,10
"Smp_073940",4,0,6,9,14,2,0,6
"Smp_074000",12,6,8,10,10,21,2,0
"Smp_074040",6,0,0,2,4,4,0,2
"Smp_074050",24,4,15,10,9,10,2,7
"Smp_074080",4,2,2,6,2,2,2,0
"Smp_074140",11,2,1,15,8,4,0,17
"Smp_074150",2,21,0,3,5,0,2,0
"Smp_074200",6,0,2,5,0,2,4,0
"Smp_074210",18,1,8,5,6,3,2,10
"Smp_074280",2,2,1,1,6,1,0,2
"Smp_074330",0,4,3,0,0,1,0,2
"Smp_074370",4,0,2,2,0,2,0,0
"Smp_074390",4,0,2,4,0,4,0,2
"Smp_074400",6,0,0,0,3,2,0,4
"Smp_074470",10,0,6,2,2,10,0,2
"Smp_074560",2,0,0,6,2,0,0,4
"Smp_074700",8,2,0,6,18,14,8,8
"Smp_074710",0,0,4,10,6,2,4,0
"Smp_074780",6,0,5,4,8,6,0,12
"Smp_074870",4,0,2,0,2,0,0,2
"Smp_074930",2,0,4,8,2,12,4,10
"Smp_074940",2,2,2,2,2,2,4,0
"Smp_074950",4,0,4,4,2,0,0,2
"Smp_075000",5,0,0,0,3,4,1,1
"Smp_075060",15,0,2,2,1,7,1,6
"Smp_075120",18,0,0,8,6,6,2,10
"Smp_075210",0,0,0,12,6,8,0,4
"Smp_075220",6,0,3,0,2,2,0,5
"Smp_075330",4,0,0,4,8,4,0,8
"Smp_075440",10,9,16,7,8,0,2,16
"Smp_075470",2,0,2,0,2,0,0,4
"Smp_075500",0,0,4,6,0,2,0,8
"Smp_075560",2,0,2,4,2,2,0,6
"Smp_075640",2,0,4,8,6,2,0,6
"Smp_075770",1,0,1,5,2,0,0,1
"Smp_076010",0,2,2,10,2,6,0,0
"Smp_076040",2,0,2,2,0,2,0,2
"Smp_076150",2,0,0,6,0,4,2,0
"Smp_076230",4,2,6,6,2,4,2,2
"Smp_076370",12,0,0,4,3,4,0,2
"Smp_076450",6,2,2,6,0,1,2,0
"Smp_076520",2,0,4,7,0,0,0,6
"Smp_076530",6,0,2,8,4,7,6,8
"Smp_076540",2,3,0,1,0,0,0,4
"Smp_076630",6,2,4,4,2,4,0,0
"Smp_076660",13,2,7,16,9,4,0,4
"Smp_076740",20,0,2,6,2,2,4,6
"Smp_076880",6,0,0,5,4,2,2,2
"Smp_076950",6,0,4,2,0,4,0,19
"Smp_076960",2,0,0,6,2,2,0,0
"Smp_076990",2,0,0,0,5,2,1,2
"Smp_077000",2,0,2,2,0,4,2,2
"Smp_077020",25,3,11,20,10,16,6,7
"Smp_077070",0,0,2,2,4,2,2,2
"Smp_077120",2,0,0,8,4,2,0,0
"Smp_077280",5,0,0,2,2,2,5,0
"Smp_077390",2,0,2,4,3,0,0,0
"Smp_077400",2,2,0,4,6,0,0,2
"Smp_077560",9,2,6,6,2,6,0,0
"Smp_077580",10,0,0,1,1,2,0,4
"Smp_078040",2,0,0,0,2,4,0,2
"Smp_078090",2,0,2,1,7,2,0,3
"Smp_078110",2,2,0,2,4,0,2,0
"Smp_078230",4,0,0,4,2,0,4,6
"Smp_078240",6,0,2,6,0,6,0,4
"Smp_078320",10,0,6,8,10,6,6,10
"Smp_078520",3,0,1,3,0,3,2,2
"Smp_078550",2,0,0,2,4,2,0,0
"Smp_078570",2,0,0,2,4,2,2,4
"Smp_078590",27,0,20,58,20,38,2,22
"Smp_078610",8,0,0,2,10,6,2,6
"Smp_078730",14,2,0,6,14,5,4,6
"Smp_078750",2,0,4,4,2,2,0,0
"Smp_078900",3,0,4,5,2,2,0,4
"Smp_079010",6,0,1,3,0,4,4,2
"Smp_079050",0,2,0,6,4,0,0,2
"Smp_079220",24,4,6,16,6,18,4,17
"Smp_079230",28,0,12,15,14,26,4,12
"Smp_079270",9,7,11,10,9,12,0,8
"Smp_079310",8,2,0,10,4,2,0,4
"Smp_079430",12,0,8,8,14,4,0,6
"Smp_079490",8,0,8,4,8,6,0,4
"Smp_079560",5,0,13,13,0,5,0,0
"Smp_079650",6,1,2,9,4,9,2,10
"Smp_079700",138,22,84,119,64,63,14,83
"Smp_079730",47,7,26,45,14,15,16,36
"Smp_079740",72,9,41,53,18,29,10,27
"Smp_079750",2,0,4,2,4,4,2,2
"Smp_079770",12,2,8,10,14,6,4,8
"Smp_079860",8,2,1,2,6,4,2,0
"Smp_079910",6,0,4,10,2,2,0,9
"Smp_079920",7,2,8,6,2,7,0,14
"Smp_079950",0,4,2,4,0,6,0,0
"Smp_079960",12,0,2,25,7,16,0,6
"Smp_079970",3,0,6,24,5,9,2,5
"Smp_080150",4,0,0,2,2,2,0,0
"Smp_080280",10,2,8,16,14,8,4,15
"Smp_080370",4,0,8,4,0,14,0,10
"Smp_080420",2,4,2,6,6,0,2,6
"Smp_080520",2,0,0,2,4,0,0,4
"Smp_080530",2,0,0,5,6,6,0,6
"Smp_080550",4,0,0,4,2,2,0,5
"Smp_080840",18,5,6,15,8,7,2,14
"Smp_080850",2,0,4,4,4,2,0,0
"Smp_080920",14,4,18,23,34,18,2,12
"Smp_080980",8,2,10,6,16,14,8,15
"Smp_081140",2,0,2,4,4,0,0,2
"Smp_081260",13,10,4,6,2,28,2,4
"Smp_081450",4,2,0,2,4,4,0,2
"Smp_082030",4,0,4,2,8,2,0,2
"Smp_082240",4,0,6,0,0,2,0,6
"Smp_082250",6,0,1,4,2,0,3,1
"Smp_082360",4,0,10,2,6,2,2,5
"Smp_082560",0,0,0,2,2,2,2,6
"Smp_082800",2,0,2,4,2,0,0,0
"Smp_082810",2,0,1,2,6,2,0,2
"Smp_082850",2,0,2,0,2,2,0,4
"Smp_082860",8,0,0,2,2,1,0,0
"Smp_082940",10,0,8,14,10,6,2,2
"Smp_083020",5,0,0,4,5,6,1,7
