"","Geneid","n"
"2228","Smp_162260",1
"2229","Smp_162280",2
"2230","Smp_162290",3
"2231","Smp_162300",2
"2232","Smp_162340",1
"2233","Smp_162360",1
"2234","Smp_162370",3
"2235","Smp_162380",3
"2236","Smp_162510",1
"2237","Smp_162520",2
"2238","Smp_162540",1
"2239","Smp_162550",1
"2240","Smp_162620",3
"2241","Smp_162680",1
"2242","Smp_162810",1
"2243","Smp_162900",1
"2244","Smp_162940",2
"2245","Smp_162960",1
"2246","Smp_162970",1
"2247","Smp_163000",1
"2248","Smp_163030",3
"2249","Smp_163050",3
"2250","Smp_163080",1
"2251","Smp_163180",1
"2252","Smp_163220",1
"2253","Smp_163230",1
"2254","Smp_163260",3
"2255","Smp_163310",2
"2256","Smp_163340",1
"2257","Smp_163420",2
"2258","Smp_163500",3
"2259","Smp_163560",3
"2260","Smp_163570",2
"2261","Smp_163590",1
"2262","Smp_163600",3
"2263","Smp_163610",3
"2264","Smp_163620",3
"2265","Smp_163640",1
"2266","Smp_163720",2
"2267","Smp_163760",3
"2268","Smp_163790",2
"2269","Smp_163810",1
"2270","Smp_163820",1
"2271","Smp_163830",2
"2272","Smp_163840",2
"2273","Smp_163850",3
"2274","Smp_163970",1
"2275","Smp_164040",1
"2276","Smp_164050",1
"2277","Smp_164060",1
"2278","Smp_164080",3
"2279","Smp_164100",2
"2280","Smp_164130",2
"2281","Smp_164150",1
"2282","Smp_164190",1
"2283","Smp_164250",1
"2284","Smp_164270",3
"2285","Smp_164380",2
"2286","Smp_164480",1
"2287","Smp_164540",1
"2288","Smp_164560",2
"2289","Smp_164660",1
"2290","Smp_164760",1
"2291","Smp_164880",3
"2292","Smp_164890",3
"2293","Smp_164940",2
"2294","Smp_164950",2
"2295","Smp_165000",3
"2296","Smp_165030",1
"2297","Smp_165060",1
"2298","Smp_165080",1
"2299","Smp_165170",1
"2300","Smp_165190",1
"2301","Smp_165230",1
"2302","Smp_165260",1
"2303","Smp_165280",1
"2304","Smp_165330",1
"2305","Smp_165360",1
"2306","Smp_165400",1
"2307","Smp_165420",3
"2308","Smp_165450",1
"2309","Smp_165530",2
"2310","Smp_165540",2
"2311","Smp_165580",2
"2312","Smp_165680",1
"2313","Smp_165700",1
"2314","Smp_165710",3
"2315","Smp_165760",2
"2316","Smp_165830",3
"2317","Smp_165840",3
"2318","Smp_165870",3
"2319","Smp_165960",3
"2320","Smp_165980",2
"2321","Smp_166020",1
"2322","Smp_166040",3
"2323","Smp_166070",2
"2324","Smp_166090",2
"2325","Smp_166220",1
"2326","Smp_166280",2
"2327","Smp_166290",2
"2328","Smp_166310",2
"2329","Smp_166320",1
"2330","Smp_166370",3
"2331","Smp_166390",1
"2332","Smp_166420",3
"2333","Smp_166430",3
"2334","Smp_166500",3
"2335","Smp_166550",3
"2336","Smp_166560",1
"2337","Smp_166580",2
"2338","Smp_166780",3
"2339","Smp_166790",1
"2340","Smp_166890",2
"2341","Smp_166930",1
"2342","Smp_166960",1
"2343","Smp_167000",1
"2344","Smp_167020",1
"2345","Smp_167140",2
"2346","Smp_167170",3
"2347","Smp_167190",3
"2348","Smp_167220",1
"2349","Smp_167300",3
"2350","Smp_167310",1
"2351","Smp_167360",2
"2352","Smp_167430",2
"2353","Smp_167450",1
"2354","Smp_167470",1
"2355","Smp_167520",2
"2356","Smp_167550",3
"2357","Smp_167660",1
"2358","Smp_167750",1
"2359","Smp_167810",1
"2360","Smp_167850",1
"2361","Smp_167860",3
"2362","Smp_167880",3
"2363","Smp_167920",2
"2364","Smp_167950",2
"2365","Smp_168000",3
"2366","Smp_168050",2
"2367","Smp_168160",3
"2368","Smp_168240",1
"2369","Smp_168310",2
"2370","Smp_168330",2
"2371","Smp_168340",3
"2372","Smp_168370",2
"2373","Smp_168460",1
"2374","Smp_168500",1
"2375","Smp_168520",3
"2376","Smp_168590",1
"2377","Smp_168620",1
"2378","Smp_168670",1
"2379","Smp_168760",3
"2380","Smp_168770",1
"2381","Smp_168930",2
"2382","Smp_168990",2
"2383","Smp_169030",2
"2384","Smp_169040",2
"2385","Smp_169070",2
"2386","Smp_169180",2
"2387","Smp_169280",2
"2388","Smp_169300",3
"2389","Smp_169320",2
"2390","Smp_169330",1
"2391","Smp_169340",2
"2392","Smp_169360",3
"2393","Smp_169380",1
"2394","Smp_169410",2
"2395","Smp_169440",1
"2396","Smp_169520",2
"2397","Smp_169550",3
"2398","Smp_169640",3
"2399","Smp_169660",1
"2400","Smp_169690",3
"2401","Smp_169700",1
"2402","Smp_169730",1
"2403","Smp_169750",2
"2404","Smp_169760",1
"2405","Smp_169820",1
"2406","Smp_169930",1
"2407","Smp_169940",3
"2408","Smp_169970",1
"2409","Smp_169990",3
"2410","Smp_170060",1
"2411","Smp_170170",1
"2412","Smp_170230",3
"2413","Smp_170260",2
"2414","Smp_170280",3
"2415","Smp_170290",1
"2416","Smp_170300",2
"2417","Smp_170350",2
"2418","Smp_170400",2
"2419","Smp_170440",2
"2420","Smp_170450",2
"2421","Smp_170490",1
"2422","Smp_170570",3
"2423","Smp_170620",1
"2424","Smp_170690",3
"2425","Smp_170760",3
"2426","Smp_170810",1
"2427","Smp_170890",3
"2428","Smp_170910",1
"2429","Smp_170950",1
"2430","Smp_171000",1
"2431","Smp_171020",3
"2432","Smp_171030",1
"2433","Smp_171040",3
"2434","Smp_171090",1
"2435","Smp_171120",2
"2436","Smp_171140",1
"2437","Smp_171170",1
"2438","Smp_171200",3
"2439","Smp_171270",2
"2440","Smp_171280",3
"2441","Smp_171370",2
"2442","Smp_171530",1
"2443","Smp_171600",2
"2444","Smp_171610",2
"2445","Smp_171620",3
"2446","Smp_171630",3
"2447","Smp_171640",3
"2448","Smp_171660",1
"2449","Smp_171670",2
"2450","Smp_171710",1
"2451","Smp_171730",3
"2452","Smp_171750",1
"2453","Smp_171770",1
"2454","Smp_171790",3
"2455","Smp_171820",2
"2456","Smp_171870",3
"2457","Smp_171880",2
"2458","Smp_171940",3
"2459","Smp_172030",3
"2460","Smp_172040",1
"2461","Smp_172050",2
"2462","Smp_172070",3
"2463","Smp_172090",1
"2464","Smp_172120",1
"2465","Smp_172130",1
"2466","Smp_172150",1
"2467","Smp_172160",3
"2468","Smp_172190",2
"2469","Smp_172210",1
"2470","Smp_172220",2
"2471","Smp_172270",3
"2472","Smp_172280",1
"2473","Smp_172360",1
"2474","Smp_172400",1
"2475","Smp_172420",2
"2476","Smp_172460",1
"2477","Smp_172470",2
"2478","Smp_172490",1
"2479","Smp_172530",2
"2480","Smp_172540",2
"2481","Smp_172660",3
"2482","Smp_172780",1
"2483","Smp_172990",3
"2484","Smp_173000",1
"2485","Smp_173020",1
"2486","Smp_173060",3
"2487","Smp_173100",2
"2488","Smp_173120",1
"2489","Smp_173140",1
"2490","Smp_173150",2
"2491","Smp_173210",1
"2492","Smp_173240",1
"2493","Smp_173250",3
"2494","Smp_173330",2
"2495","Smp_173340",1
"2496","Smp_173410",3
"2497","Smp_173550",2
"2498","Smp_173580",2
"2499","Smp_173610",1
"2500","Smp_173700",1
"2501","Smp_173730",3
"2502","Smp_173760",3
"2503","Smp_173790",2
"2504","Smp_173910",3
"2505","Smp_173940",1
"2506","Smp_174060",1
"2507","Smp_174110",1
"2508","Smp_174190",1
"2509","Smp_174220",2
"2510","Smp_174230",3
"2511","Smp_174240",3
"2512","Smp_174250",1
"2513","Smp_174300",1
"2514","Smp_174310",1
"2515","Smp_174490",1
"2516","Smp_174610",1
"2517","Smp_174630",1
"2518","Smp_174660",1
"2519","Smp_174670",3
"2520","Smp_174680",3
"2521","Smp_174800",1
"2522","Smp_174870",2
"2523","Smp_174890",1
"2524","Smp_174990",2
"2525","Smp_175090",2
"2526","Smp_175270",2
"2527","Smp_175340",1
"2528","Smp_175390",1
"2529","Smp_175410",2
"2530","Smp_175420",3
"2531","Smp_175510",3
"2532","Smp_175570",3
"2533","Smp_175590",2
"2534","Smp_175610",3
"2535","Smp_175680",1
"2536","Smp_175740",3
"2537","Smp_175780",2
"2538","Smp_175920",2
"2539","Smp_175950",3
"2540","Smp_175980",1
"2541","Smp_176000",1
"2542","Smp_176010",1
"2543","Smp_176070",1
"2544","Smp_176090",3
"2545","Smp_176150",3
"2546","Smp_176200",1
"2547","Smp_176260",2
"2548","Smp_176270",3
"2549","Smp_176290",1
"2550","Smp_176300",1
"2551","Smp_176380",3
"2552","Smp_176390",1
"2553","Smp_176430",2
"2554","Smp_176440",3
"2555","Smp_176540",1
"2556","Smp_176570",2
"2557","Smp_176600",2
"2558","Smp_176620",1
"2559","Smp_176650",2
"2560","Smp_176710",2
"2561","Smp_176750",1
"2562","Smp_176780",2
"2563","Smp_176910",1
"2564","Smp_176980",1
"2565","Smp_177040",1
"2566","Smp_177120",1
"2567","Smp_177180",3
"2568","Smp_177790",2
"2569","Smp_178740",2
"2570","Smp_178990",1
"2571","Smp_179000",2
"2572","Smp_179080",1
"2573","Smp_179110",1
"2574","Smp_179130",1
"2575","Smp_179200",1
"2576","Smp_179250",3
"2577","Smp_179360",3
"2578","Smp_179380",2
"2579","Smp_179460",3
"2580","Smp_179560",1
"2581","Smp_179590",3
"2582","Smp_179660",1
"2583","Smp_179710",3
"2584","Smp_179740",3
"2585","Smp_179890",2
"2586","Smp_179930",1
"2587","Smp_179940",2
"2588","Smp_179970",2
"2589","Smp_180060",1
"2590","Smp_180170",2
"2591","Smp_180200",2
"2592","Smp_180240",1
"2593","Smp_180260",1
"2594","Smp_180360",1
"2595","Smp_180380",2
"2596","Smp_180390",1
"2597","Smp_180470",1
"2598","Smp_180500",2
"2599","Smp_180520",2
"2600","Smp_180540",1
"2601","Smp_180590",2
"2602","Smp_180620",1
"2603","Smp_180690",2
"2604","Smp_180790",1
"2605","Smp_180800",1
"2606","Smp_180810",2
"2607","Smp_180890",1
"2608","Smp_180900",1
"2609","Smp_181120",3
"2610","Smp_181150",1
"2611","Smp_181160",1
"2612","Smp_181180",2
"2613","Smp_181230",2
"2614","Smp_181240",2
"2615","Smp_181270",2
"2616","Smp_181290",3
"2617","Smp_181410",1
"2618","Smp_181450",1
"2619","Smp_181480",2
"2620","Smp_187800",2
"2621","Smp_187940",1
"2622","Smp_188200",3
"2623","Smp_188430",3
"2624","Smp_188580",1
"2625","Smp_189830",2
"2626","Smp_189960",3
"2627","Smp_190770",1
"2628","Smp_190940",1
"2629","Smp_191160",2
"2630","Smp_191360",1
"2631","Smp_191670",3
"2632","Smp_191970",2
"2633","Smp_192400",3
"2634","Smp_192610",3
"2635","Smp_193150",1
"2636","Smp_193610",2
"2637","Smp_193750",1
"2638","Smp_194040",2
"2639","Smp_194090",3
"2640","Smp_194100",2
"2641","Smp_194270",3
"2642","Smp_194370",3
"2643","Smp_194430",1
"2644","Smp_194520",2
"2645","Smp_194560",2
"2646","Smp_194570",1
"2647","Smp_194580",3
"2648","Smp_194590",3
"2649","Smp_194610",1
"2650","Smp_194650",2
"2651","Smp_194680",2
"2652","Smp_194700",2
"2653","Smp_194710",2
"2654","Smp_194720",3
"2655","Smp_194730",2
"2656","Smp_194780",1
"2657","Smp_194820",2
"2658","Smp_194840",1
"2659","Smp_194870",3
"2660","Smp_194900",1
"2661","Smp_196030",2
"2662","Smp_196040",3
"2663","Smp_196110",1
"2664","Smp_196140",2
"2665","Smp_196150",2
"2666","Smp_196160",2
"2667","Smp_196220",1
"2668","Smp_196290",3
"2669","Smp_196370",1
"2670","Smp_196480",2
"2671","Smp_196600",3
"2672","Smp_196690",1
"2673","Smp_196810",1
"2674","Smp_196840",2
"2675","Smp_196880",2
"2676","Smp_197070",1
"2677","Smp_197480",3
"2678","Smp_197540",3
"2679","Smp_197640",1
"2680","Smp_197700",1
"2681","Smp_198020",2
"2682","Smp_198290",3
"2683","Smp_198530",3
"2684","Smp_198560",1
"2685","Smp_198660",1
"2686","Smp_198750",3
"2687","Smp_198790",2
"2688","Smp_198800",2
"2689","Smp_198890",3
"2690","Smp_198920",2
"2691","Smp_198940",2
"2692","Smp_198980",1
"2693","Smp_199050",2
"2694","Smp_200060",1
"2695","Smp_200090",3
"2696","Smp_200190",2
"2697","Smp_200440",3
"2698","Smp_200460",2
"2699","Smp_200530",1
"2700","Smp_200610",1
"2701","Smp_200910",2
"2702","Smp_200960",3
"2703","Smp_201060",2
"2704","Smp_201130",2
"2705","Smp_201210",1
"2706","Smp_201230",1
"2707","Smp_201330",1
"2708","Smp_201440",3
"2709","Smp_201470",2
"2710","Smp_201600",1
"2711","Smp_201670",1
"2712","Smp_201680",1
"2713","Smp_201700",3
"2714","Smp_202130",2
"2715","Smp_202260",1
"2716","Smp_202630",1
"2717","Smp_202690",1
"2718","Smp_202920",2
"2719","Smp_202980",1
"2720","Smp_203030",3
"2721","Smp_203130",3
"2722","Smp_203190",1
"2723","Smp_203390",1
"2724","Smp_203600",1
"2725","Smp_203720",2
"2726","Smp_203810",1
"2727","Smp_203830",1
"2728","Smp_203970",1
"2729","Smp_204070",2
"2730","Smp_204120",2
"2731","Smp_204150",2
"2732","Smp_204260",2
"2733","Smp_204290",2
"2734","Smp_204350",3
"2735","Smp_204370",1
"2736","Smp_204710",1
"2737","Smp_204750",1
"2738","Smp_204880",2
"2739","Smp_204920",1
"2740","Smp_204980",2
"2741","Smp_205410",1
"2742","Smp_207000",3
"2743","Smp_207040",2
"2744","Smp_207050",1
"2745","Smp_207080",3
"2746","Smp_208000",3
"2747","Smp_208010",2
"2748","Smp_208050",2
"2749","Smp_209030",2
"2750","Smp_210090",2
"2751","Smp_210150",2
"2752","Smp_210170",2
"2753","Smp_210180",2
"2754","Smp_210250",2
"2755","Smp_210280",1
"2756","Smp_210300",1
"2757","Smp_210320",2
"2758","Smp_210330",1
"2759","Smp_210340",2
"2760","Smp_210370",3
"2761","Smp_210380",2
"2762","Smp_210400",2
"2763","Smp_210420",1
"2764","Smp_210440",3
"2765","Smp_210450",1
"2766","Smp_210530",3
"2767","Smp_210550",3
"2768","Smp_210580",1
"2769","Smp_210650",2
"2770","Smp_210660",2
"2771","Smp_210670",2
"2772","Smp_210680",1
"2773","Smp_210720",1
"2774","Smp_210740",1
"2775","Smp_210770",3
"2776","Smp_210800",1
"2777","Smp_210820",1
"2778","Smp_210890",2
"2779","Smp_210900",2
"2780","Smp_210920",1
"2781","Smp_210930",2
"2782","Smp_210950",3
"2783","Smp_210960",2
"2784","Smp_210970",1
"2785","Smp_210980",1
"2786","Smp_211040",3
"2787","Smp_211050",2
"2788","Smp_211070",2
"2789","Smp_211080",2
"2790","Smp_211120",2
"2791","Smp_211130",2
"2792","Smp_211140",1
"2793","Smp_211150",1
"2794","Smp_211160",3
"2795","Smp_211170",2
"2796","Smp_211190",1
"2797","Smp_211270",1
"2798","Smp_211280",2
"2799","Smp_212060",2
"2800","Smp_212140",3
"2801","Smp_212180",3
"2802","Smp_212190",3
"2803","Smp_212200",2
"2804","Smp_212240",1
"2805","Smp_212260",3
"2806","Smp_212300",2
"2807","Smp_212390",3
"2808","Smp_212490",3
"2809","Smp_212600",1
"2810","Smp_212730",2
"2811","Smp_212750",1
"2812","Smp_212780",1
"2813","Smp_212850",3
"2814","Smp_212860",3
"2815","Smp_212870",1
"2816","Smp_212890",1
"2817","Smp_212900",3
"2818","Smp_212910",2
"2819","Smp_212920",1
"2820","Smp_212930",2
"2821","Smp_212960",2
"2822","Smp_212970",3
"2823","Smp_213000",1
"2824","Smp_213010",3
"2825","Smp_213020",3
"2826","Smp_213030",2
"2827","Smp_213050",2
"2828","Smp_213070",2
"2829","Smp_213110",2
"2830","Smp_213120",1
"2831","Smp_213150",1
"2832","Smp_213200",3
"2833","Smp_213210",1
"2834","Smp_213250",1
"2835","Smp_213320",2
"2836","Smp_213340",1
"2837","Smp_213350",2
"2838","Smp_213360",1
"2839","Smp_213400",2
"2840","Smp_213420",1
"2841","Smp_213450",1
"2842","Smp_213500",2
"2843","Smp_213510",1
"2844","Smp_213520",3
"2845","Smp_213530",3
"2846","Smp_213550",3
"2847","Smp_213560",1
"2848","Smp_213610",3
"2849","Smp_213620",1
"2850","Smp_213650",2
"2851","Smp_213670",3
"2852","Smp_213680",3
"2853","Smp_213710",2
"2854","Smp_213720",1
"2855","Smp_213730",2
"2856","Smp_213740",2
"2857","Smp_213750",2
"2858","Smp_213780",1
"2859","Smp_213840",1
"2860","Smp_213860",1
"2861","Smp_213870",1
"2862","Smp_213880",2
"2863","Smp_213920",2
"2864","Smp_213930",1
"2865","Smp_213960",1
"2866","Smp_214040",1
"2867","Smp_214050",3
"2868","Smp_214110",2
"2869","Smp_214120",1
"2870","Smp_214130",2
"2871","Smp_214140",2
"2872","Smp_214170",3
"2873","Smp_214180",2
"2874","Smp_214200",3
"2875","Smp_214320",1
"2876","Smp_214370",2
"2877","Smp_241420",2
"2878","Smp_241430",3
"2879","Smp_241460",2
"2880","Smp_241470",3
"2881","Smp_241500",1
"2882","Smp_241570",1
"2883","Smp_241610",1
"2884","Smp_241840",1
"2885","Smp_241860",1
"2886","Smp_241960",2
"2887","Smp_241980",1
"2888","Smp_242060",1
"2889","Smp_242110",2
"2890","Smp_242120",2
"2891","Smp_242140",3
"2892","Smp_242220",1
"2893","Smp_242240",2
"2894","Smp_242400",1
"2895","Smp_242430",3
"2896","Smp_242440",2
"2897","Smp_242450",1
"2898","Smp_242500",2
"2899","Smp_242530",2
"2900","Smp_242540",2
"2901","Smp_242610",1
"2902","Smp_242630",1
"2903","Smp_242680",1
"2904","Smp_242830",2
"2905","Smp_242860",2
"2906","Smp_243140",3
"2907","Smp_243150",2
"2908","Smp_243210",2
"2909","Smp_243300",1
"2910","Smp_243630",2
"2911","Smp_243660",1
"2912","Smp_243690",3
"2913","Smp_243700",2
"2914","Smp_243800",2
"2915","Smp_243810",2
"2916","Smp_243850",3
"2917","Smp_243910",3
"2918","Smp_243950",1
"2919","Smp_243960",3
"2920","Smp_244020",1
"2921","Smp_244040",1
"2922","Smp_244070",1
"2923","Smp_244080",1
"2924","Smp_244150",2
"2925","Smp_244160",1
"2926","Smp_244170",1
"2927","Smp_244200",3
"2928","Smp_244210",2
"2929","Smp_244220",1
"2930","Smp_244230",2
"2931","Smp_244280",1
"2932","Smp_244310",1
"2933","Smp_244340",2
"2934","Smp_244350",1
"2935","Smp_244360",1
"2936","Smp_244365",1
"2937","Smp_244370",1
"2938","Smp_244400",2
"2939","Smp_244440",1
"2940","Smp_244470",2
"2941","Smp_244480",3
"2942","Smp_244570",1
"2943","Smp_244620",2
"2944","Smp_244630",1
"2945","Smp_244680",1
"2946","Smp_244690",3
"2947","Smp_244700",2
"2948","Smp_244750",2
"2949","Smp_244780",1
"2950","Smp_244790",1
"2951","Smp_244800",1
"2952","Smp_244820",1
"2953","Smp_244830",1
"2954","Smp_244840",1
"2955","Smp_244900",2
"2956","Smp_244940",1
"2957","Smp_244970",1
"2958","Smp_244980",1
"2959","Smp_245050",1
"2960","Smp_245090",2
"2961","Smp_245100",1
"2962","Smp_245110",1
"2963","Smp_245140",3
"2964","Smp_245160",2
"2965","Smp_245170",1
"2966","Smp_245250",1
"2967","Smp_245260",2
"2968","Smp_245290",3
"2969","Smp_245300",2
"2970","Smp_245310",1
"2971","Smp_245360",1
"2972","Smp_245380",1
"2973","Smp_245400",3
"2974","Smp_245420",3
"2975","Smp_245450",3
"2976","Smp_245510",2
"2977","Smp_245570",3
"2978","Smp_245590",1
"2979","Smp_245600",3
"2980","Smp_245630",3
"2981","Smp_245660",1
"2982","Smp_245680",3
"2983","Smp_245710",2
"2984","Smp_245740",2
"2985","Smp_245750",2
"2986","Smp_245770",1
"2987","Smp_245810",3
"2988","Smp_245830",2
"2989","Smp_245850",2
"2990","Smp_245860",1
"2991","Smp_245870",1
"2992","Smp_245900",2
"2993","Smp_245910",1
"2994","Smp_245960",1
"2995","Smp_245970",2
"2996","Smp_245990",1
"2997","Smp_246000",1
"2998","Smp_246010",2
"2999","Smp_246040",2
"3000","Smp_246060",1
"3001","Smp_246100",1
"3002","Smp_246110",3
"3003","Smp_246150",1
"3004","Smp_246230",3
"3005","Smp_246240",1
"3006","Smp_246290",1
"3007","Smp_246300",3
"3008","Smp_246340",1
"3009","Smp_246380",2
"3010","Smp_246410",2
"3011","Smp_246430",1
"3012","Smp_246450",1
"3013","Smp_246470",2
"3014","Smp_246510",3
"3015","Smp_246520",1
"3016","Smp_246530",3
"3017","Smp_246550",2
"3018","Smp_246560",1
"3019","Smp_246570",3
"3020","Smp_246620",2
"3021","Smp_246650",1
"3022","Smp_246670",3
"3023","Smp_246690",1
"3024","Smp_246700",1
"3025","Smp_246710",1
"3026","Smp_246790",1
"3027","Smp_246800",2
"3028","Smp_246820",1
"3029","Smp_246850",1
"3030","Smp_246870",2
"3031","Smp_246880",1
"3032","Smp_246900",2
"3033","Smp_246920",1
"3034","Smp_246940",1
"3035","Smp_246950",1
"3036","Smp_246970",3
"3037","Smp_247160",1
"3038","Smp_247180",3
"3039","Smp_247200",2
"3040","Smp_247220",1
"3041","Smp_247230",1
"3042","Smp_247260",2
"3043","Smp_247270",2
"3044","Smp_247290",1
"3045","Smp_247330",2
"3046","Smp_247370",2
"3047","Smp_247390",2
"3048","Smp_247430",3
"3049","Smp_247440",2
"3050","Smp_247450",3
"3051","Smp_247460",1
"3052","Smp_247520",3
"3053","Smp_247540",3
"3054","Smp_247560",3
"3055","Smp_247570",2
"3056","Smp_247580",2
"3057","Smp_247590",1
"3058","Smp_247600",2
"3059","Smp_247620",1
"3060","Smp_247670",1
"3061","Smp_247680",1
"3062","Smp_247700",2
"3063","Smp_247740",1
"3064","Smp_247750",3
"3065","Smp_247760",2
"3066","Smp_247790",1
"3067","Smp_247880",3
"3068","Smp_247890",2
"3069","Smp_247920",2
"3070","Smp_248010",1
"3071","Smp_248070",1
"3072","Smp_248110",2
"3073","Smp_248120",2
"3074","Smp_248130",2
"3075","Smp_248150",2
"3076","Smp_248160",3
"3077","Smp_266720",1
"3078","Smp_266740",1
"3079","Smp_266750",1
"3080","Smp_266770",3
"3081","Smp_266820",2
"3082","Smp_266830",3
"3083","Smp_266870",1
"3084","Smp_266890",1
"3085","Smp_266920",2
"3086","Smp_266940",1
"3087","Smp_267000",3
"3088","Smp_267010",2
"3089","Smp_267020",2
"3090","Smp_267040",1
"3091","Smp_267080",2
"3092","Smp_267110",3
"3093","Smp_267120",1
"3094","Smp_267130",2
"3095","Smp_267140",2
"3096","Smp_267170",3
"3097","Smp_267190",1
"3098","Smp_267210",2
"3099","Smp_267220",2
"3100","Smp_267230",3
"3101","Smp_267300",2
"3102","Smp_267320",3
"3103","Smp_300080",1
"3104","Smp_300090",1
"3105","Smp_300150",2
"3106","Smp_300200",1
"3107","Smp_300390",3
"3108","Smp_300410",1
"3109","Smp_300490",2
"3110","Smp_300560",1
"3111","Smp_300840",2
"3112","Smp_300910",3
"3113","Smp_301250",2
"3114","Smp_301260",1
"3115","Smp_301330",1
"3116","Smp_301420",1
"3117","Smp_301430",1
"3118","Smp_301570",2
"3119","Smp_301670",1
"3120","Smp_301780",2
"3121","Smp_301800",2
"3122","Smp_302020",2
"3123","Smp_302030",2
"3124","Smp_302040",1
"3125","Smp_302090",1
"3126","Smp_302230",3
"3127","Smp_302310",1
"3128","Smp_302330",1
"3129","Smp_302360",2
"3130","Smp_302450",3
"3131","Smp_302480",3
"3132","Smp_302650",3
"3133","Smp_302800",1
"3134","Smp_302870",1
"3135","Smp_302930",1
"3136","Smp_302950",2
"3137","Smp_302970",1
"3138","Smp_303000",1
"3139","Smp_303010",3
"3140","Smp_303120",1
"3141","Smp_303280",1
"3142","Smp_303290",3
"3143","Smp_303300",3
"3144","Smp_303430",2
"3145","Smp_303450",3
"3146","Smp_303770",1
"3147","Smp_303940",2
"3148","Smp_304030",3
"3149","Smp_304090",2
"3150","Smp_304210",2
"3151","Smp_304220",2
"3152","Smp_304250",1
"3153","Smp_304260",1
"3154","Smp_304320",2
"3155","Smp_304360",3
"3156","Smp_304370",3
"3157","Smp_304380",2
"3158","Smp_304460",3
"3159","Smp_304500",2
"3160","Smp_304860",1
"3161","Smp_304870",1
"3162","Smp_304890",2
"3163","Smp_304900",1
"3164","Smp_305050",2
"3165","Smp_305100",2
"3166","Smp_305110",2
"3167","Smp_305130",1
"3168","Smp_305210",1
"3169","Smp_305220",3
"3170","Smp_305350",2
"3171","Smp_305430",1
"3172","Smp_305460",1
"3173","Smp_305490",3
"3174","Smp_305550",1
"3175","Smp_305560",2
"3176","Smp_305740",1
"3177","Smp_305760",1
"3178","Smp_305770",2
"3179","Smp_305870",2
"3180","Smp_305920",2
"3181","Smp_306200",1
"3182","Smp_306230",1
"3183","Smp_306240",1
"3184","Smp_306270",1
"3185","Smp_306360",2
"3186","Smp_306370",3
"3187","Smp_306440",3
"3188","Smp_306450",3
"3189","Smp_306610",1
"3190","Smp_306730",1
"3191","Smp_306750",2
"3192","Smp_306850",1
"3193","Smp_306920",1
"3194","Smp_306930",1
"3195","Smp_306980",1
"3196","Smp_307010",3
"3197","Smp_307070",1
"3198","Smp_307080",1
"3199","Smp_307170",2
"3200","Smp_307240",2
"3201","Smp_307730",1
"3202","Smp_307780",2
"3203","Smp_307840",1
"3204","Smp_307880",1
"3205","Smp_308100",2
"3206","Smp_308110",2
"3207","Smp_308140",2
"3208","Smp_308270",3
"3209","Smp_308350",1
"3210","Smp_308420",1
"3211","Smp_308440",3
"3212","Smp_308470",2
"3213","Smp_308550",3
"3214","Smp_308630",2
"3215","Smp_308680",1
"3216","Smp_308910",3
"3217","Smp_308980",2
"3218","Smp_309000",1
"3219","Smp_309110",2
"3220","Smp_309210",3
"3221","Smp_309355",3
"3222","Smp_309360",3
"3223","Smp_309500",3
"3224","Smp_309590",1
"3225","Smp_309610",3
"3226","Smp_309660",2
"3227","Smp_309670",3
"3228","Smp_309690",1
"3229","Smp_309960",3
"3230","Smp_309990",1
"3231","Smp_310090",2
"3232","Smp_310140",2
"3233","Smp_310170",1
"3234","Smp_310240",1
"3235","Smp_310430",1
"3236","Smp_310750",2
"3237","Smp_310760",1
"3238","Smp_310770",2
"3239","Smp_310820",3
"3240","Smp_310870",2
"3241","Smp_310880",1
"3242","Smp_310920",1
"3243","Smp_310930",1
"3244","Smp_310950",1
"3245","Smp_311150",2
"3246","Smp_311170",3
"3247","Smp_311580",2
"3248","Smp_311660",1
"3249","Smp_311670",1
"3250","Smp_311770",1
"3251","Smp_311890",1
"3252","Smp_311920",3
"3253","Smp_311940",2
"3254","Smp_311970",3
"3255","Smp_312010",3
"3256","Smp_312150",1
"3257","Smp_312440",2
"3258","Smp_312450",1
"3259","Smp_312460",1
"3260","Smp_312560",1
"3261","Smp_312610",3
"3262","Smp_312620",3
"3263","Smp_312720",2
"3264","Smp_312770",2
"3265","Smp_312850",2
"3266","Smp_312880",1
"3267","Smp_312900",1
"3268","Smp_312910",2
"3269","Smp_313100",1
"3270","Smp_313210",2
"3271","Smp_313310",3
"3272","Smp_313320",1
"3273","Smp_313440",1
"3274","Smp_313450",3
"3275","Smp_313480",3
"3276","Smp_313490",3
"3277","Smp_313560",3
"3278","Smp_313630",2
"3279","Smp_313710",3
"3280","Smp_313760",1
"3281","Smp_313810",2
"3282","Smp_313980",2
"3283","Smp_313990",1
"3284","Smp_314000",1
"3285","Smp_314020",3
"3286","Smp_314200",1
"3287","Smp_314220",1
"3288","Smp_314280",1
"3289","Smp_314320",1
"3290","Smp_314360",3
"3291","Smp_314500",1
"3292","Smp_314670",2
"3293","Smp_314740",3
"3294","Smp_315000",1
"3295","Smp_315070",2
"3296","Smp_315110",3
"3297","Smp_315140",1
"3298","Smp_315230",1
"3299","Smp_315360",2
"3300","Smp_315490",1
"3301","Smp_315560",2
"3302","Smp_315600",1
"3303","Smp_315610",2
