"","Geneid","n"
"1152","Smp_093800",1
"1153","Smp_093840",2
"1154","Smp_093850",1
"1155","Smp_094060",3
"1156","Smp_094190",1
"1157","Smp_094320",2
"1158","Smp_094340",2
"1159","Smp_094380",2
"1160","Smp_094470",1
"1161","Smp_094770",2
"1162","Smp_094820",1
"1163","Smp_094870",1
"1164","Smp_094880",2
"1165","Smp_09489",3
"1166","Smp_094920",3
"1167","Smp_094950",3
"1168","Smp_095010",2
"1169","Smp_095190",2
"1170","Smp_095360",3
"1171","Smp_095470",1
"1172","Smp_095480",2
"1173","Smp_095630",3
"1174","Smp_095650",3
"1175","Smp_095810",3
"1176","Smp_095920",2
"1177","Smp_096270",1
"1178","Smp_096290",3
"1179","Smp_096360",1
"1180","Smp_096410",1
"1181","Smp_096480",3
"1182","Smp_096520",1
"1183","Smp_096780",1
"1184","Smp_096900",2
"1185","Smp_097280",3
"1186","Smp_097560",1
"1187","Smp_097620",1
"1188","Smp_097710",1
"1189","Smp_097730",3
"1190","Smp_097740",2
"1191","Smp_097810",3
"1192","Smp_097820",3
"1193","Smp_097830",3
"1194","Smp_098090",3
"1195","Smp_098340",1
"1196","Smp_098450",2
"1197","Smp_098560",1
"1198","Smp_098740",3
"1199","Smp_098760",3
"1200","Smp_098840",1
"1201","Smp_098920",2
"1202","Smp_098950",2
"1203","Smp_098980",1
"1204","Smp_099150",2
"1205","Smp_099160",3
"1206","Smp_099170",2
"1207","Smp_099210",1
"1208","Smp_099240",1
"1209","Smp_099300",2
"1210","Smp_099420",3
"1211","Smp_099690",3
"1212","Smp_099850",3
"1213","Smp_100030",1
"1214","Smp_100080",1
"1215","Smp_100130",3
"1216","Smp_100140",2
"1217","Smp_100380",1
"1218","Smp_101230",3
"1219","Smp_101290",3
"1220","Smp_101970",1
"1221","Smp_102340",3
"1222","Smp_102410",2
"1223","Smp_102430",2
"1224","Smp_102490",1
"1225","Smp_102510",3
"1226","Smp_102820",3
"1227","Smp_102840",2
"1228","Smp_102920",1
"1229","Smp_103090",2
"1230","Smp_103320",3
"1231","Smp_103340",2
"1232","Smp_103380",1
"1233","Smp_103530",3
"1234","Smp_103540",3
"1235","Smp_103560",2
"1236","Smp_103740",1
"1237","Smp_103790",1
"1238","Smp_103830",1
"1239","Smp_104110",2
"1240","Smp_104310",1
"1241","Smp_104520",3
"1242","Smp_104580",3
"1243","Smp_104600",2
"1244","Smp_104630",2
"1245","Smp_104670",2
"1246","Smp_104680",2
"1247","Smp_104720",1
"1248","Smp_104730",1
"1249","Smp_104960",1
"1250","Smp_105040",2
"1251","Smp_105100",3
"1252","Smp_105180",1
"1253","Smp_105200",1
"1254","Smp_105220",2
"1255","Smp_105690",3
"1256","Smp_105700",3
"1257","Smp_105710",3
"1258","Smp_105960",2
"1259","Smp_106010",1
"1260","Smp_106110",1
"1261","Smp_106970",2
"1262","Smp_107200",1
"1263","Smp_108390",2
"1264","Smp_108610",2
"1265","Smp_113740",1
"1266","Smp_114160",1
"1267","Smp_114870",1
"1268","Smp_115290",1
"1269","Smp_115450",2
"1270","Smp_116360",2
"1271","Smp_117340",3
"1272","Smp_117390",3
"1273","Smp_118750",1
"1274","Smp_118780",2
"1275","Smp_119920",3
"1276","Smp_120080",3
"1277","Smp_120350",2
"1278","Smp_120360",1
"1279","Smp_120670",1
"1280","Smp_120700",2
"1281","Smp_120920",3
"1282","Smp_120960",2
"1283","Smp_121130",2
"1284","Smp_121140",1
"1285","Smp_121230",2
"1286","Smp_121390",1
"1287","Smp_121640",2
"1288","Smp_121660",2
"1289","Smp_121790",3
"1290","Smp_121800",1
"1291","Smp_121810",2
"1292","Smp_122020",3
"1293","Smp_122050",3
"1294","Smp_122680",2
"1295","Smp_122730",2
"1296","Smp_122780",2
"1297","Smp_122790",1
"1298","Smp_122810",3
"1299","Smp_122890",1
"1300","Smp_122900",1
"1301","Smp_122910",3
"1302","Smp_122920",1
"1303","Smp_122930",1
"1304","Smp_122940",2
"1305","Smp_122950",3
"1306","Smp_122960",2
"1307","Smp_123000",2
"1308","Smp_123010",1
"1309","Smp_123050",2
"1310","Smp_123120",1
"1311","Smp_123200",1
"1312","Smp_123240",2
"1313","Smp_123270",1
"1314","Smp_123280",2
"1315","Smp_123320",2
"1316","Smp_123330",2
"1317","Smp_123370",2
"1318","Smp_123410",1
"1319","Smp_123450",2
"1320","Smp_123470",1
"1321","Smp_123510",3
"1322","Smp_123520",2
"1323","Smp_123530",2
"1324","Smp_123620",3
"1325","Smp_123630",3
"1326","Smp_123670",3
"1327","Smp_123720",3
"1328","Smp_123820",1
"1329","Smp_123870",2
"1330","Smp_123940",2
"1331","Smp_124010",1
"1332","Smp_124020",1
"1333","Smp_124050",1
"1334","Smp_124100",2
"1335","Smp_124110",1
"1336","Smp_124130",2
"1337","Smp_124160",1
"1338","Smp_124230",1
"1339","Smp_124240",1
"1340","Smp_124280",1
"1341","Smp_124300",1
"1342","Smp_124350",1
"1343","Smp_124390",1
"1344","Smp_124430",1
"1345","Smp_124450",1
"1346","Smp_124520",1
"1347","Smp_124600",3
"1348","Smp_124660",1
"1349","Smp_124700",1
"1350","Smp_124760",1
"1351","Smp_124770",1
"1352","Smp_124850",2
"1353","Smp_124920",2
"1354","Smp_124940",1
"1355","Smp_124980",2
"1356","Smp_125070",1
"1357","Smp_125150",2
"1358","Smp_125160",2
"1359","Smp_125270",2
"1360","Smp_125300",1
"1361","Smp_125340",3
"1362","Smp_125370",1
"1363","Smp_125440",1
"1364","Smp_125480",2
"1365","Smp_125490",3
"1366","Smp_125520",2
"1367","Smp_125560",2
"1368","Smp_125630",1
"1369","Smp_125640",2
"1370","Smp_125650",3
"1371","Smp_125670",1
"1372","Smp_125730",1
"1373","Smp_125780",1
"1374","Smp_125800",3
"1375","Smp_125820",1
"1376","Smp_125930",1
"1377","Smp_125960",2
"1378","Smp_126000",2
"1379","Smp_126030",3
"1380","Smp_126080",1
"1381","Smp_126110",2
"1382","Smp_126170",2
"1383","Smp_126200",1
"1384","Smp_126220",2
"1385","Smp_126300",3
"1386","Smp_126310",1
"1387","Smp_126370",1
"1388","Smp_126450",2
"1389","Smp_126470",1
"1390","Smp_126490",2
"1391","Smp_126690",3
"1392","Smp_126740",3
"1393","Smp_126760",3
"1394","Smp_126800",1
"1395","Smp_126850",2
"1396","Smp_126990",3
"1397","Smp_127030",2
"1398","Smp_127050",1
"1399","Smp_127110",2
"1400","Smp_127180",3
"1401","Smp_127190",3
"1402","Smp_127220",1
"1403","Smp_127360",2
"1404","Smp_127370",2
"1405","Smp_127380",3
"1406","Smp_127430",2
"1407","Smp_127490",3
"1408","Smp_127520",2
"1409","Smp_127650",3
"1410","Smp_127660",1
"1411","Smp_127680",1
"1412","Smp_127690",1
"1413","Smp_127710",2
"1414","Smp_127740",2
"1415","Smp_127770",1
"1416","Smp_127820",2
"1417","Smp_127840",1
"1418","Smp_127890",3
"1419","Smp_127920",2
"1420","Smp_127990",1
"1421","Smp_128000",2
"1422","Smp_128010",1
"1423","Smp_128050",2
"1424","Smp_128070",1
"1425","Smp_128120",1
"1426","Smp_128150",2
"1427","Smp_128160",1
"1428","Smp_128170",2
"1429","Smp_128190",2
"1430","Smp_128200",2
"1431","Smp_128210",1
"1432","Smp_128220",1
"1433","Smp_128280",2
"1434","Smp_128330",1
"1435","Smp_128430",1
"1436","Smp_128530",1
"1437","Smp_128560",1
"1438","Smp_128570",3
"1439","Smp_128600",2
"1440","Smp_128630",2
"1441","Smp_128650",2
"1442","Smp_128710",1
"1443","Smp_128750",3
"1444","Smp_128840",2
"1445","Smp_128960",2
"1446","Smp_129050",3
"1447","Smp_129060",1
"1448","Smp_129070",1
"1449","Smp_129120",1
"1450","Smp_129130",3
"1451","Smp_129230",2
"1452","Smp_129240",1
"1453","Smp_129250",2
"1454","Smp_129260",2
"1455","Smp_129310",2
"1456","Smp_129320",3
"1457","Smp_129340",2
"1458","Smp_129380",1
"1459","Smp_129410",3
"1460","Smp_129430",1
"1461","Smp_129500",1
"1462","Smp_129550",2
"1463","Smp_129560",3
"1464","Smp_129590",3
"1465","Smp_129610",2
"1466","Smp_129630",3
"1467","Smp_129700",2
"1468","Smp_129710",3
"1469","Smp_129810",2
"1470","Smp_129820",1
"1471","Smp_129830",3
"1472","Smp_129920",2
"1473","Smp_129950",3
"1474","Smp_129990",2
"1475","Smp_130000",2
"1476","Smp_130020",2
"1477","Smp_130050",1
"1478","Smp_130070",1
"1479","Smp_130080",1
"1480","Smp_130110",1
"1481","Smp_130160",1
"1482","Smp_130170",3
"1483","Smp_130220",2
"1484","Smp_130250",1
"1485","Smp_130330",3
"1486","Smp_130340",3
"1487","Smp_130430",3
"1488","Smp_130460",3
"1489","Smp_130470",3
"1490","Smp_130480",2
"1491","Smp_130500",1
"1492","Smp_130600",1
"1493","Smp_130610",3
"1494","Smp_130620",1
"1495","Smp_130750",2
"1496","Smp_130780",1
"1497","Smp_130800",2
"1498","Smp_130810",1
"1499","Smp_130840",1
"1500","Smp_130890",1
"1501","Smp_130910",1
"1502","Smp_130950",3
"1503","Smp_130980",1
"1504","Smp_131000",1
"1505","Smp_131050",1
"1506","Smp_131060",1
"1507","Smp_131080",1
"1508","Smp_131100",1
"1509","Smp_131160",2
"1510","Smp_131170",1
"1511","Smp_131220",1
"1512","Smp_131320",2
"1513","Smp_131350",2
"1514","Smp_131360",2
"1515","Smp_131370",1
"1516","Smp_131380",1
"1517","Smp_131390",3
"1518","Smp_131400",2
"1519","Smp_131460",2
"1520","Smp_131490",1
"1521","Smp_131640",2
"1522","Smp_131650",2
"1523","Smp_131680",2
"1524","Smp_131700",3
"1525","Smp_131790",3
"1526","Smp_131800",1
"1527","Smp_131810",1
"1528","Smp_131940",2
"1529","Smp_131950",3
"1530","Smp_131970",3
"1531","Smp_132000",3
"1532","Smp_132020",3
"1533","Smp_132030",2
"1534","Smp_132080",1
"1535","Smp_132170",2
"1536","Smp_132200",1
"1537","Smp_132210",1
"1538","Smp_132240",1
"1539","Smp_132260",1
"1540","Smp_132270",1
"1541","Smp_132320",2
"1542","Smp_132330",1
"1543","Smp_132610",2
"1544","Smp_132620",1
"1545","Smp_132660",1
"1546","Smp_132670",3
"1547","Smp_132690",3
"1548","Smp_132700",1
"1549","Smp_132740",2
"1550","Smp_132830",1
"1551","Smp_132850",3
"1552","Smp_132900",2
"1553","Smp_132940",3
"1554","Smp_133020",2
"1555","Smp_133030",1
"1556","Smp_133050",1
"1557","Smp_133150",1
"1558","Smp_133260",1
"1559","Smp_133370",1
"1560","Smp_133420",2
"1561","Smp_133450",3
"1562","Smp_133470",1
"1563","Smp_133590",2
"1564","Smp_133620",2
"1565","Smp_133660",1
"1566","Smp_133740",1
"1567","Smp_133800",1
"1568","Smp_133820",3
"1569","Smp_133850",1
"1570","Smp_133860",1
"1571","Smp_133940",2
"1572","Smp_133950",2
"1573","Smp_133990",2
"1574","Smp_134020",2
"1575","Smp_134050",2
"1576","Smp_134060",1
"1577","Smp_134090",1
"1578","Smp_134160",1
"1579","Smp_134230",3
"1580","Smp_134250",3
"1581","Smp_134260",2
"1582","Smp_134350",1
"1583","Smp_134360",2
"1584","Smp_134370",2
"1585","Smp_134390",2
"1586","Smp_134440",2
"1587","Smp_134450",3
"1588","Smp_134490",1
"1589","Smp_134530",3
"1590","Smp_134550",1
"1591","Smp_134580",2
"1592","Smp_134600",1
"1593","Smp_134640",2
"1594","Smp_134720",1
"1595","Smp_134860",3
"1596","Smp_134870",1
"1597","Smp_134880",3
"1598","Smp_134910",1
"1599","Smp_134930",2
"1600","Smp_134940",2
"1601","Smp_135020",2
"1602","Smp_135030",1
"1603","Smp_135130",3
"1604","Smp_135140",1
"1605","Smp_135160",1
"1606","Smp_135170",1
"1607","Smp_135230",1
"1608","Smp_135240",1
"1609","Smp_135250",1
"1610","Smp_135300",2
"1611","Smp_135390",1
"1612","Smp_135470",1
"1613","Smp_135490",1
"1614","Smp_135540",2
"1615","Smp_135570",2
"1616","Smp_135740",3
"1617","Smp_135860",1
"1618","Smp_135870",3
"1619","Smp_135880",1
"1620","Smp_135890",2
"1621","Smp_135900",3
"1622","Smp_135910",3
"1623","Smp_135930",1
"1624","Smp_135960",3
"1625","Smp_135970",1
"1626","Smp_136030",2
"1627","Smp_136040",2
"1628","Smp_136050",1
"1629","Smp_136070",1
"1630","Smp_136180",1
"1631","Smp_136210",1
"1632","Smp_136260",2
"1633","Smp_136300",1
"1634","Smp_136320",2
"1635","Smp_136350",2
"1636","Smp_136360",1
"1637","Smp_136400",2
"1638","Smp_136460",3
"1639","Smp_136490",1
"1640","Smp_136510",1
"1641","Smp_136530",1
"1642","Smp_136540",2
"1643","Smp_136620",1
"1644","Smp_136640",1
"1645","Smp_136660",1
"1646","Smp_136690",3
"1647","Smp_136740",2
"1648","Smp_136910",1
"1649","Smp_136920",2
"1650","Smp_136950",2
"1651","Smp_137000",3
"1652","Smp_137040",2
"1653","Smp_137120",1
"1654","Smp_137190",1
"1655","Smp_137210",1
"1656","Smp_137250",1
"1657","Smp_137390",3
"1658","Smp_137530",1
"1659","Smp_137580",2
"1660","Smp_137590",2
"1661","Smp_137610",1
"1662","Smp_137640",1
"1663","Smp_137650",1
"1664","Smp_137660",2
"1665","Smp_137700",1
"1666","Smp_137710",1
"1667","Smp_137740",1
"1668","Smp_137810",3
"1669","Smp_137840",1
"1670","Smp_137910",1
"1671","Smp_137970",3
"1672","Smp_138110",2
"1673","Smp_138150",2
"1674","Smp_138160",3
"1675","Smp_138180",2
"1676","Smp_138200",1
"1677","Smp_138210",1
"1678","Smp_138280",1
"1679","Smp_138290",1
"1680","Smp_138350",1
"1681","Smp_138430",1
"1682","Smp_138500",1
"1683","Smp_138510",1
"1684","Smp_138600",2
"1685","Smp_138610",1
"1686","Smp_138810",1
"1687","Smp_138840",2
"1688","Smp_138860",2
"1689","Smp_138880",1
"1690","Smp_138890",3
"1691","Smp_138900",2
"1692","Smp_138920",3
"1693","Smp_139010",2
"1694","Smp_139060",1
"1695","Smp_139070",1
"1696","Smp_139090",1
"1697","Smp_139250",2
"1698","Smp_139340",2
"1699","Smp_139430",2
"1700","Smp_139470",3
"1701","Smp_139480",1
"1702","Smp_139500",1
"1703","Smp_139530",1
"1704","Smp_139540",2
"1705","Smp_139580",3
"1706","Smp_139600",1
"1707","Smp_139620",1
"1708","Smp_139650",2
"1709","Smp_139720",2
"1710","Smp_139760",1
"1711","Smp_139800",1
"1712","Smp_139900",2
"1713","Smp_139980",1
"1714","Smp_140030",3
"1715","Smp_140100",2
"1716","Smp_140180",3
"1717","Smp_140200",2
"1718","Smp_140240",1
"1719","Smp_140330",3
"1720","Smp_140370",3
"1721","Smp_140400",2
"1722","Smp_140420",2
"1723","Smp_140430",3
"1724","Smp_140440",1
"1725","Smp_140460",1
"1726","Smp_140480",3
"1727","Smp_140490",1
"1728","Smp_140510",2
"1729","Smp_140530",3
"1730","Smp_140550",2
"1731","Smp_140580",2
"1732","Smp_140640",1
"1733","Smp_140690",2
"1734","Smp_140700",2
"1735","Smp_140760",2
"1736","Smp_140790",1
"1737","Smp_140820",1
"1738","Smp_140860",1
"1739","Smp_140880",3
"1740","Smp_140900",3
"1741","Smp_140940",1
"1742","Smp_140950",1
"1743","Smp_140990",2
"1744","Smp_141010",3
"1745","Smp_141040",3
"1746","Smp_141080",1
"1747","Smp_141160",1
"1748","Smp_141170",2
"1749","Smp_141220",3
"1750","Smp_141230",2
"1751","Smp_141290",3
"1752","Smp_141390",2
"1753","Smp_141410",2
"1754","Smp_141440",2
"1755","Smp_141490",2
"1756","Smp_141580",1
"1757","Smp_141650",2
"1758","Smp_141770",3
"1759","Smp_141810",2
"1760","Smp_141820",2
"1761","Smp_141830",1
"1762","Smp_141880",2
"1763","Smp_141890",2
"1764","Smp_142050",2
"1765","Smp_142210",1
"1766","Smp_142250",2
"1767","Smp_142270",1
"1768","Smp_142300",2
"1769","Smp_142400",1
"1770","Smp_142510",2
"1771","Smp_142520",2
"1772","Smp_142620",1
"1773","Smp_142640",2
"1774","Smp_142780",1
"1775","Smp_142820",1
"1776","Smp_142850",3
"1777","Smp_142860",2
"1778","Smp_142880",2
"1779","Smp_142950",2
"1780","Smp_142960",2
"1781","Smp_142970",1
"1782","Smp_143060",2
"1783","Smp_143070",2
"1784","Smp_143130",1
"1785","Smp_143190",3
"1786","Smp_143240",2
"1787","Smp_143260",2
"1788","Smp_143270",1
"1789","Smp_143300",2
"1790","Smp_143350",1
"1791","Smp_143480",2
"1792","Smp_143560",2
"1793","Smp_143670",3
"1794","Smp_143730",2
"1795","Smp_143740",2
"1796","Smp_143750",1
"1797","Smp_143830",1
"1798","Smp_143910",2
"1799","Smp_143920",2
"1800","Smp_143940",3
"1801","Smp_143960",1
"1802","Smp_143980",1
"1803","Smp_144020",2
"1804","Smp_144030",2
"1805","Smp_144070",2
"1806","Smp_144110",2
"1807","Smp_144120",1
"1808","Smp_144160",2
"1809","Smp_144170",2
"1810","Smp_144210",1
"1811","Smp_144240",1
"1812","Smp_144250",2
"1813","Smp_144350",2
"1814","Smp_144390",2
"1815","Smp_144430",3
"1816","Smp_144450",1
"1817","Smp_144470",3
"1818","Smp_144495",2
"1819","Smp_144520",2
"1820","Smp_144560",3
"1821","Smp_144600",1
"1822","Smp_144720",2
"1823","Smp_144750",1
"1824","Smp_144760",3
"1825","Smp_144770",2
"1826","Smp_144850",2
"1827","Smp_144940",1
"1828","Smp_144950",2
"1829","Smp_144960",2
"1830","Smp_144990",3
"1831","Smp_145010",1
"1832","Smp_145040",2
"1833","Smp_145070",3
"1834","Smp_145090",2
"1835","Smp_145110",1
"1836","Smp_145180",3
"1837","Smp_145210",1
"1838","Smp_145290",1
"1839","Smp_145310",3
"1840","Smp_145320",1
"1841","Smp_145370",2
"1842","Smp_145410",1
"1843","Smp_145440",2
"1844","Smp_145470",1
"1845","Smp_145490",2
"1846","Smp_145550",1
"1847","Smp_145600",2
"1848","Smp_145630",1
"1849","Smp_145650",3
"1850","Smp_145680",1
"1851","Smp_145740",1
"1852","Smp_145910",1
"1853","Smp_145930",2
"1854","Smp_145980",3
"1855","Smp_145990",3
"1856","Smp_146010",1
"1857","Smp_146040",1
"1858","Smp_146080",1
"1859","Smp_146100",2
"1860","Smp_146110",2
"1861","Smp_146140",3
"1862","Smp_146160",1
"1863","Smp_146220",1
"1864","Smp_146360",2
"1865","Smp_146400",2
"1866","Smp_146410",1
"1867","Smp_146420",1
"1868","Smp_146440",1
"1869","Smp_146570",1
"1870","Smp_146580",3
"1871","Smp_146630",1
"1872","Smp_146730",2
"1873","Smp_146750",1
"1874","Smp_146800",1
"1875","Smp_146870",1
"1876","Smp_146900",1
"1877","Smp_146910",1
"1878","Smp_147000",1
"1879","Smp_147020",3
"1880","Smp_147090",1
"1881","Smp_147110",1
"1882","Smp_147120",2
"1883","Smp_147140",3
"1884","Smp_147150",3
"1885","Smp_147220",2
"1886","Smp_147250",2
"1887","Smp_147260",1
"1888","Smp_147330",3
"1889","Smp_147360",1
"1890","Smp_147370",1
"1891","Smp_147410",3
"1892","Smp_147460",3
"1893","Smp_147470",1
"1894","Smp_147590",3
"1895","Smp_147620",1
"1896","Smp_147630",2
"1897","Smp_147750",1
"1898","Smp_147820",1
"1899","Smp_147950",3
"1900","Smp_147970",2
"1901","Smp_147980",1
"1902","Smp_147990",2
"1903","Smp_148110",1
"1904","Smp_148120",2
"1905","Smp_148130",1
"1906","Smp_148180",1
"1907","Smp_148200",2
"1908","Smp_148260",2
"1909","Smp_148280",1
"1910","Smp_148360",1
"1911","Smp_148370",1
"1912","Smp_148410",1
"1913","Smp_148460",1
"1914","Smp_148470",1
"1915","Smp_148480",3
"1916","Smp_148510",2
"1917","Smp_148630",3
"1918","Smp_148650",3
"1919","Smp_148660",1
"1920","Smp_148670",3
"1921","Smp_148700",3
"1922","Smp_148790",2
"1923","Smp_148870",3
"1924","Smp_148910",3
"1925","Smp_148970",3
"1926","Smp_148980",2
"1927","Smp_149000",1
"1928","Smp_149050",2
"1929","Smp_149070",2
"1930","Smp_149080",1
"1931","Smp_149110",1
"1932","Smp_149130",3
"1933","Smp_149160",3
"1934","Smp_149220",2
"1935","Smp_149230",1
"1936","Smp_149300",2
"1937","Smp_149330",2
"1938","Smp_149380",2
"1939","Smp_149420",3
"1940","Smp_149450",3
"1941","Smp_149460",2
"1942","Smp_149500",2
"1943","Smp_149640",1
"1944","Smp_149660",3
"1945","Smp_149700",1
"1946","Smp_149710",1
"1947","Smp_149740",2
"1948","Smp_149770",2
"1949","Smp_149950",2
"1950","Smp_149980",1
"1951","Smp_150040",2
"1952","Smp_150070",1
"1953","Smp_150140",3
"1954","Smp_150160",2
"1955","Smp_150200",1
"1956","Smp_150210",1
"1957","Smp_150230",2
"1958","Smp_150270",3
"1959","Smp_150280",3
"1960","Smp_150340",2
"1961","Smp_150350",2
"1962","Smp_150380",1
"1963","Smp_150410",1
"1964","Smp_150460",3
"1965","Smp_150470",3
"1966","Smp_150500",2
"1967","Smp_150510",3
"1968","Smp_150520",1
"1969","Smp_150560",2
"1970","Smp_150610",1
"1971","Smp_150640",2
"1972","Smp_150660",2
"1973","Smp_150740",3
"1974","Smp_150840",3
"1975","Smp_150850",2
"1976","Smp_150890",2
"1977","Smp_150960",1
"1978","Smp_150990",3
"1979","Smp_151010",2
"1980","Smp_151020",1
"1981","Smp_151030",3
"1982","Smp_151060",1
"1983","Smp_151070",3
"1984","Smp_151140",2
"1985","Smp_151180",2
"1986","Smp_151190",2
"1987","Smp_151200",2
"1988","Smp_151210",2
"1989","Smp_151280",3
"1990","Smp_151360",1
"1991","Smp_151420",1
"1992","Smp_151440",1
"1993","Smp_151450",1
"1994","Smp_151480",1
"1995","Smp_151520",2
"1996","Smp_151590",1
"1997","Smp_151600",1
"1998","Smp_151640",2
"1999","Smp_151670",3
"2000","Smp_151720",1
"2001","Smp_151740",1
"2002","Smp_152060",3
"2003","Smp_152110",2
"2004","Smp_152180",1
"2005","Smp_152230",1
"2006","Smp_152260",1
"2007","Smp_152270",2
"2008","Smp_152280",1
"2009","Smp_152300",1
"2010","Smp_152400",3
"2011","Smp_152510",1
"2012","Smp_152520",1
"2013","Smp_152670",1
"2014","Smp_152740",3
"2015","Smp_152750",2
"2016","Smp_152760",1
"2017","Smp_152800",2
"2018","Smp_152830",2
"2019","Smp_152840",3
"2020","Smp_152860",3
"2021","Smp_152960",1
"2022","Smp_153010",3
"2023","Smp_153100",1
"2024","Smp_153150",2
"2025","Smp_153160",3
"2026","Smp_153190",2
"2027","Smp_153250",1
"2028","Smp_153290",2
"2029","Smp_153370",2
"2030","Smp_153480",3
"2031","Smp_153500",1
"2032","Smp_153520",1
"2033","Smp_153560",2
"2034","Smp_153610",2
"2035","Smp_153640",1
"2036","Smp_153660",1
"2037","Smp_153750",1
"2038","Smp_153870",2
"2039","Smp_153890",3
"2040","Smp_153950",3
"2041","Smp_153970",3
"2042","Smp_153990",2
"2043","Smp_154040",3
"2044","Smp_154090",2
"2045","Smp_154160",3
"2046","Smp_154280",2
"2047","Smp_154330",1
"2048","Smp_154340",2
"2049","Smp_154370",1
"2050","Smp_154420",2
"2051","Smp_154470",2
"2052","Smp_154490",1
"2053","Smp_154500",2
"2054","Smp_154520",2
"2055","Smp_154560",1
"2056","Smp_154620",1
"2057","Smp_154640",3
"2058","Smp_154650",2
"2059","Smp_154740",2
"2060","Smp_154760",1
"2061","Smp_154780",1
"2062","Smp_154830",1
"2063","Smp_154850",1
"2064","Smp_154910",1
"2065","Smp_154930",3
"2066","Smp_154940",1
"2067","Smp_154970",2
"2068","Smp_155030",2
"2069","Smp_155210",1
"2070","Smp_155310",1
"2071","Smp_155320",2
"2072","Smp_155330",1
"2073","Smp_155360",1
"2074","Smp_155370",3
"2075","Smp_155380",1
"2076","Smp_155420",1
"2077","Smp_155450",2
"2078","Smp_155500",1
"2079","Smp_155510",3
"2080","Smp_155530",1
"2081","Smp_155560",1
"2082","Smp_155590",1
"2083","Smp_155620",1
"2084","Smp_155630",3
"2085","Smp_155700",1
"2086","Smp_155720",1
"2087","Smp_155740",3
"2088","Smp_155770",2
"2089","Smp_155840",2
"2090","Smp_155900",1
"2091","Smp_156060",1
"2092","Smp_156100",1
"2093","Smp_156150",3
"2094","Smp_156160",1
"2095","Smp_156170",3
"2096","Smp_156180",1
"2097","Smp_156240",3
"2098","Smp_156250",1
"2099","Smp_156290",2
"2100","Smp_156300",2
"2101","Smp_156350",3
"2102","Smp_156390",3
"2103","Smp_156410",1
"2104","Smp_156470",1
"2105","Smp_156520",1
"2106","Smp_156630",1
"2107","Smp_156740",1
"2108","Smp_156750",1
"2109","Smp_156860",1
"2110","Smp_156870",1
"2111","Smp_156890",2
"2112","Smp_156900",1
"2113","Smp_156990",1
"2114","Smp_157000",1
"2115","Smp_157070",1
"2116","Smp_157080",1
"2117","Smp_157100",3
"2118","Smp_157160",2
"2119","Smp_157230",1
"2120","Smp_157240",1
"2121","Smp_157290",2
"2122","Smp_157300",1
"2123","Smp_157310",3
"2124","Smp_157340",2
"2125","Smp_157350",1
"2126","Smp_157510",2
"2127","Smp_157560",1
"2128","Smp_157590",2
"2129","Smp_157670",2
"2130","Smp_157690",2
"2131","Smp_157715",1
"2132","Smp_157720",3
"2133","Smp_157730",1
"2134","Smp_157770",2
"2135","Smp_157780",2
"2136","Smp_157860",3
"2137","Smp_157870",2
"2138","Smp_157910",1
"2139","Smp_157940",1
"2140","Smp_158030",1
"2141","Smp_158110",3
"2142","Smp_158130",1
"2143","Smp_158140",3
"2144","Smp_158170",2
"2145","Smp_158190",2
"2146","Smp_158230",1
"2147","Smp_158290",1
"2148","Smp_158330",2
"2149","Smp_158380",3
"2150","Smp_158400",1
"2151","Smp_158460",1
"2152","Smp_158550",1
"2153","Smp_158560",3
"2154","Smp_158590",1
"2155","Smp_158600",3
"2156","Smp_158610",1
"2157","Smp_158630",1
"2158","Smp_158640",2
"2159","Smp_158690",1
"2160","Smp_158720",1
"2161","Smp_158730",2
"2162","Smp_158810",2
"2163","Smp_158840",1
"2164","Smp_158860",2
"2165","Smp_158950",1
"2166","Smp_158970",1
"2167","Smp_159120",3
"2168","Smp_159130",3
"2169","Smp_159140",3
"2170","Smp_159150",2
"2171","Smp_159160",2
"2172","Smp_159180",2
"2173","Smp_159340",2
"2174","Smp_159350",2
"2175","Smp_159380",2
"2176","Smp_159620",3
"2177","Smp_159630",1
"2178","Smp_159700",3
"2179","Smp_159740",3
"2180","Smp_159750",1
"2181","Smp_159790",1
"2182","Smp_159890",2
"2183","Smp_159910",1
"2184","Smp_159940",1
"2185","Smp_159950",2
"2186","Smp_160070",2
"2187","Smp_160100",3
"2188","Smp_160170",1
"2189","Smp_160190",1
"2190","Smp_160410",2
"2191","Smp_160540",1
"2192","Smp_160670",1
"2193","Smp_160700",3
"2194","Smp_160710",3
"2195","Smp_160730",2
"2196","Smp_160780",2
"2197","Smp_160820",2
"2198","Smp_160870",3
"2199","Smp_160940",1
"2200","Smp_160950",3
"2201","Smp_161110",2
"2202","Smp_161120",1
"2203","Smp_161140",3
"2204","Smp_161210",2
"2205","Smp_161250",3
"2206","Smp_161290",1
"2207","Smp_161350",2
"2208","Smp_161370",2
"2209","Smp_161400",2
"2210","Smp_161530",3
"2211","Smp_161550",3
"2212","Smp_161560",1
"2213","Smp_161680",2
"2214","Smp_161730",3
"2215","Smp_161800",3
"2216","Smp_161820",1
"2217","Smp_161850",3
"2218","Smp_161870",1
"2219","Smp_161980",2
"2220","Smp_162010",2
"2221","Smp_162030",3
"2222","Smp_162080",1
"2223","Smp_162100",2
"2224","Smp_162210",3
"2225","Smp_162220",1
"2226","Smp_162230",3
"2227","Smp_162240",2
