"","Int-01","Int-02","Int-03","Int-04","Liv-01","Liv-02","Liv-03","Liv-04"
"Smp_000640",3.07277949100801,2.95778465212701,2.77103570872102,2.78654507303244,3.56581686258039,3.42402542799685,2.0604473448857,2.81479645968723
"Smp_000660",2.78346059135368,2.0604473448857,3.05570666156607,3.1914765651734,3.14792642902735,3.04189955491277,2.0604473448857,2.0604473448857
"Smp_000710",2.78346059135368,2.0604473448857,3.05570666156607,2.78654507303244,3.8682987164552,3.04189955491277,2.0604473448857,2.81479645968723
"Smp_000740",3.28847822486605,3.31055131524483,3.05570666156607,3.47114243669339,2.0604473448857,3.928221423541,2.0604473448857,3.52295806701315
"Smp_000820",2.78346059135368,3.31055131524483,2.0604473448857,2.94521670831096,2.0604473448857,3.04189955491277,2.0604473448857,2.81479645968723
"Smp_000880",2.78346059135368,3.31055131524483,2.0604473448857,3.07701535733754,3.14792642902735,3.25166137690454,2.0604473448857,2.0604473448857
"Smp_000980",3.28847822486605,3.31055131524483,2.0604473448857,2.0604473448857,3.14792642902735,3.42402542799685,2.0604473448857,2.0604473448857
"Smp_000990",2.78346059135368,2.0604473448857,2.0604473448857,3.47114243669339,3.56581686258039,2.76099588703724,2.0604473448857,3.33963659034747
"Smp_001090",4.49484711731126,4.79239044896217,4.7151013726135,4.39246482307967,4.64604811791513,3.76348432012585,3.43182802315512,4.34473614144139
"Smp_001170",3.07277949100801,3.31055131524483,3.44256948564366,3.29352414949919,3.8682987164552,2.0604473448857,2.0604473448857,3.81852119771993
"Smp_001360",3.61745463373218,2.0604473448857,2.0604473448857,2.78654507303244,3.3778384825773,3.04189955491277,2.0604473448857,3.1157661843267
"Smp_001500",2.78346059135368,2.0604473448857,3.44256948564366,3.47114243669339,4.49020927198482,3.63955259617799,2.0604473448857,3.52295806701315
"Smp_001610",4.13019700588511,3.31055131524483,3.26812982942211,4.04063981602549,3.14792642902735,3.3414680477516,4.57645761584864,3.23417300171757
"Smp_001830",3.07277949100801,2.0604473448857,2.0604473448857,3.47114243669339,2.0604473448857,3.5006304121131,2.0604473448857,2.81479645968723
"Smp_002010",2.0604473448857,4.2551900982069,3.44256948564366,3.29352414949919,3.3778384825773,3.3414680477516,2.0604473448857,2.97928473899768
"Smp_002080",3.68642983945151,2.0604473448857,3.44256948564366,3.6236434523802,3.8682987164552,3.7031532741328,2.0604473448857,4.58185110283482
"Smp_002180",3.61745463373218,2.0604473448857,3.44256948564366,3.29352414949919,3.56581686258039,4.1620428818361,2.0604473448857,3.68009818656839
"Smp_002230",2.0604473448857,3.78049283594269,3.44256948564366,3.29352414949919,3.8682987164552,2.76099588703724,2.0604473448857,3.75132198411652
"Smp_002380",2.0604473448857,2.0604473448857,3.44256948564366,2.78654507303244,2.0604473448857,2.5582183689243,2.0604473448857,2.97928473899768
"Smp_002410",3.61745463373218,3.31055131524483,3.05570666156607,2.78654507303244,4.1104043066385,2.76099588703724,2.0604473448857,3.52295806701315
"Smp_002550",3.07277949100801,2.0604473448857,3.05570666156607,3.07701535733754,3.14792642902735,4.02698116350023,2.0604473448857,3.1157661843267
"Smp_002630",3.54404925911945,3.78049283594269,4.31154302916915,3.29352414949919,3.14792642902735,3.5006304121131,2.0604473448857,3.33963659034747
"Smp_002820",3.28847822486605,2.0604473448857,3.26812982942211,2.78654507303244,2.0604473448857,2.76099588703724,2.0604473448857,2.59685475750099
"Smp_002880",3.75155803119072,3.31055131524483,3.05570666156607,2.78654507303244,3.14792642902735,2.76099588703724,2.0604473448857,2.81479645968723
"Smp_003250",2.94149487676122,3.31055131524483,3.44256948564366,3.6236434523802,3.56581686258039,2.91437491910631,4.29578641577242,2.97928473899768
"Smp_003270",2.0604473448857,3.31055131524483,3.05570666156607,3.07701535733754,3.14792642902735,2.76099588703724,2.0604473448857,3.1157661843267
"Smp_003280",3.07277949100801,2.0604473448857,2.0604473448857,2.78654507303244,3.14792642902735,2.76099588703724,2.0604473448857,2.0604473448857
"Smp_003410",3.61745463373218,2.0604473448857,3.05570666156607,3.47114243669339,3.14792642902735,3.25166137690454,2.0604473448857,3.1157661843267
"Smp_003600",2.78346059135368,2.0604473448857,2.0604473448857,2.78654507303244,2.0604473448857,3.04189955491277,2.0604473448857,2.81479645968723
"Smp_003660",2.0604473448857,2.0604473448857,4.14435791475853,3.6236434523802,3.8682987164552,3.25166137690454,2.0604473448857,3.94271137800513
"Smp_003700",3.61745463373218,2.0604473448857,3.26812982942211,2.78654507303244,2.0604473448857,3.04189955491277,2.0604473448857,3.1157661843267
"Smp_003710",2.0604473448857,2.0604473448857,3.05570666156607,2.0604473448857,3.14792642902735,3.25166137690454,2.0604473448857,2.81479645968723
"Smp_003770",3.07277949100801,2.0604473448857,3.44256948564366,2.78654507303244,3.99517253097203,3.25166137690454,2.0604473448857,3.1157661843267
"Smp_003930",2.94149487676122,3.31055131524483,2.77103570872102,3.47114243669339,2.0604473448857,3.25166137690454,2.0604473448857,3.1157661843267
"Smp_003970",2.0604473448857,3.78049283594269,2.0604473448857,3.07701535733754,2.0604473448857,3.57223256803084,3.93831639143635,3.52295806701315
"Smp_003980",2.5743407358608,2.0604473448857,3.44256948564366,3.07701535733754,2.0604473448857,3.04189955491277,2.0604473448857,3.52295806701315
"Smp_003990",3.46546703778732,3.95937806066752,3.95220037054244,3.6236434523802,4.8508253358329,4.11858435696558,2.0604473448857,3.33963659034747
"Smp_004080",3.28847822486605,2.95778465212701,2.0604473448857,2.57655554900403,2.0604473448857,2.76099588703724,2.0604473448857,3.68009818656839
"Smp_004220",3.46546703778732,2.0604473448857,3.84381666121419,3.69284309882355,4.31392740298556,3.42402542799685,2.0604473448857,2.81479645968723
"Smp_004310",2.0604473448857,2.0604473448857,3.72482712446346,3.07701535733754,3.56581686258039,3.57223256803084,2.0604473448857,2.81479645968723
"Smp_004550",3.38072437292637,3.31055131524483,3.26812982942211,3.07701535733754,2.0604473448857,3.04189955491277,2.0604473448857,2.81479645968723
"Smp_004600",3.07277949100801,3.31055131524483,4.14435791475853,3.1914765651734,3.8682987164552,3.7031532741328,2.0604473448857,3.52295806701315
"Smp_004630",3.28847822486605,3.31055131524483,2.0604473448857,2.0604473448857,3.14792642902735,2.0604473448857,3.93831639143635,2.0604473448857
"Smp_004680",2.0604473448857,2.0604473448857,3.44256948564366,3.29352414949919,3.14792642902735,3.25166137690454,2.0604473448857,3.52295806701315
"Smp_004780",3.28847822486605,3.31055131524483,3.05570666156607,3.29352414949919,4.31392740298556,3.04189955491277,3.93831639143635,3.94271137800513
"Smp_004820",2.78346059135368,2.0604473448857,3.05570666156607,3.07701535733754,4.1104043066385,3.42402542799685,2.0604473448857,2.81479645968723
"Smp_004910",3.07277949100801,3.31055131524483,3.72482712446346,2.78654507303244,3.8682987164552,2.76099588703724,3.93831639143635,3.1157661843267
"Smp_004940",2.78346059135368,3.31055131524483,2.0604473448857,2.0604473448857,3.14792642902735,3.15274916158506,2.0604473448857,3.33963659034747
"Smp_004990",4.26327654228207,3.78049283594269,3.95220037054244,4.27135156415589,4.49020927198482,3.7031532741328,3.93831639143635,3.94271137800513
"Smp_005020",2.94149487676122,3.31055131524483,2.0604473448857,3.47114243669339,2.0604473448857,2.0604473448857,2.0604473448857,2.81479645968723
"Smp_005180",3.46546703778732,2.0604473448857,3.05570666156607,3.47114243669339,3.56581686258039,4.11858435696558,2.0604473448857,3.68009818656839
"Smp_005190",2.0604473448857,3.57003919712595,3.26812982942211,3.07701535733754,4.1104043066385,2.0604473448857,2.0604473448857,3.1157661843267
"Smp_005230",2.0604473448857,2.0604473448857,2.0604473448857,2.78654507303244,3.14792642902735,2.76099588703724,2.0604473448857,3.33963659034747
"Smp_005260",2.78346059135368,2.95778465212701,2.0604473448857,3.6236434523802,2.0604473448857,3.04189955491277,2.0604473448857,2.59685475750099
"Smp_005290",3.07277949100801,2.0604473448857,3.05570666156607,3.29352414949919,3.14792642902735,2.76099588703724,2.0604473448857,2.81479645968723
"Smp_005330",3.28847822486605,2.0604473448857,2.0604473448857,2.78654507303244,3.14792642902735,2.76099588703724,2.0604473448857,2.81479645968723
"Smp_005670",2.78346059135368,2.0604473448857,3.84381666121419,3.07701535733754,2.83829009256239,3.57223256803084,2.0604473448857,3.43522695542377
"Smp_005880",3.38072437292637,2.0604473448857,3.72482712446346,3.98905768727635,3.14792642902735,3.82091203403254,2.0604473448857,3.68009818656839
"Smp_005900",2.5743407358608,2.0604473448857,3.05570666156607,3.54999331867212,2.0604473448857,2.76099588703724,2.0604473448857,2.0604473448857
"Smp_006000",2.78346059135368,2.0604473448857,3.59247511380002,2.0604473448857,3.14792642902735,2.76099588703724,2.0604473448857,2.0604473448857
"Smp_006190",2.0604473448857,2.95778465212701,2.77103570872102,2.57655554900403,2.0604473448857,3.15274916158506,2.0604473448857,2.81479645968723
"Smp_006340",4.26327654228207,3.31055131524483,4.05190888008066,4.53854052257729,4.1104043066385,3.04189955491277,2.0604473448857,4.25529899866383
"Smp_006350",4.03318135883053,4.49626176939772,4.05190888008066,4.13792287981209,3.56581686258039,3.97857351036951,4.29578641577242,4.38728589133908
"Smp_006390",3.07277949100801,2.0604473448857,2.0604473448857,3.07701535733754,2.0604473448857,2.76099588703724,2.0604473448857,3.1157661843267
"Smp_006550",2.78346059135368,2.0604473448857,3.44256948564366,3.47114243669339,3.56581686258039,3.57223256803084,2.0604473448857,2.81479645968723
"Smp_006630",3.07277949100801,3.57003919712595,3.59247511380002,3.6236434523802,3.72672792213325,3.15274916158506,2.0604473448857,3.52295806701315
"Smp_006690",3.46546703778732,3.95937806066752,3.44256948564366,3.47114243669339,3.3778384825773,2.91437491910631,3.93831639143635,3.81852119771993
"Smp_006700",5.3412611265953,4.6022827088227,4.7720845460101,5.16645097351971,4.71775260697489,4.20408916966764,4.80884238631239,4.87437189482225
"Smp_006710",3.98174544532655,4.2551900982069,4.23062274494293,4.18393658922849,3.99517253097203,4.43148894217128,3.43182802315512,4.6176151318756
"Smp_006780",2.0604473448857,2.0604473448857,2.0604473448857,3.07701535733754,3.56581686258039,3.04189955491277,2.0604473448857,3.33963659034747
"Smp_006840",2.78346059135368,2.0604473448857,2.0604473448857,2.0604473448857,3.14792642902735,3.04189955491277,2.0604473448857,2.81479645968723
"Smp_007170",2.5743407358608,2.0604473448857,3.05570666156607,2.78654507303244,2.0604473448857,3.25166137690454,2.0604473448857,2.81479645968723
"Smp_007180",3.07277949100801,2.0604473448857,2.0604473448857,2.78654507303244,3.14792642902735,2.0604473448857,2.0604473448857,2.81479645968723
"Smp_007260",3.46546703778732,2.0604473448857,3.72482712446346,2.0604473448857,3.56581686258039,2.76099588703724,2.0604473448857,3.81852119771993
"Smp_007300",2.78346059135368,3.78049283594269,2.0604473448857,2.0604473448857,2.0604473448857,2.76099588703724,2.0604473448857,2.81479645968723
"Smp_007380",2.78346059135368,2.0604473448857,2.0604473448857,2.94521670831096,2.0604473448857,2.76099588703724,3.43182802315512,3.1157661843267
"Smp_007450",2.0604473448857,2.0604473448857,2.0604473448857,3.47114243669339,4.1104043066385,3.7031532741328,2.0604473448857,2.81479645968723
"Smp_007650",2.0604473448857,2.95778465212701,2.0604473448857,3.07701535733754,2.0604473448857,3.04189955491277,2.0604473448857,3.1157661843267
"Smp_007710",2.78346059135368,2.0604473448857,3.44256948564366,3.1914765651734,3.14792642902735,2.0604473448857,2.0604473448857,3.43522695542377
"Smp_007760",2.78346059135368,2.0604473448857,3.05570666156607,2.0604473448857,3.14792642902735,2.76099588703724,3.93831639143635,2.81479645968723
"Smp_007890",2.0604473448857,2.0604473448857,3.05570666156607,2.0604473448857,3.14792642902735,3.25166137690454,2.0604473448857,2.81479645968723
"Smp_007900",3.61745463373218,4.38117692169875,4.23062274494293,4.35331094178326,5.49898877391579,5.03950163652444,3.93831639143635,4.00043049209112
"Smp_008140",2.5743407358608,2.0604473448857,3.05570666156607,3.07701535733754,3.14792642902735,3.63955259617799,2.0604473448857,2.81479645968723
"Smp_008230",2.0604473448857,2.0604473448857,3.05570666156607,3.29352414949919,3.14792642902735,3.25166137690454,2.0604473448857,3.81852119771993
"Smp_008320",2.0604473448857,2.0604473448857,3.44256948564366,3.47114243669339,4.31392740298556,3.42402542799685,2.0604473448857,3.1157661843267
"Smp_008360",3.28847822486605,2.0604473448857,3.26812982942211,3.54999331867212,4.64604811791513,3.928221423541,3.93831639143635,3.68009818656839
"Smp_008400",3.81330526548136,4.49626176939772,2.0604473448857,3.38610251540304,3.56581686258039,3.57223256803084,3.93831639143635,3.68009818656839
"Smp_008430",4.34503145614152,4.49626176939772,4.59348779704333,4.76149525649538,3.99517253097203,4.59526634303304,2.0604473448857,4.38728589133908
"Smp_008440",5.50459872829623,4.38117692169875,5.28061621084941,5.49776664160592,5.23623084431004,5.88755933948644,5.47588020056882,5.23374983957434
"Smp_008470",3.28847822486605,2.0604473448857,2.0604473448857,2.0604473448857,3.14792642902735,2.76099588703724,2.0604473448857,3.1157661843267
"Smp_008500",2.0604473448857,2.0604473448857,2.0604473448857,3.75817822311355,3.56581686258039,3.25166137690454,2.0604473448857,3.1157661843267
"Smp_008545",4.75230696811969,4.38117692169875,4.45990722035339,4.76149525649538,5.57675439234371,4.89844758813337,3.93831639143635,5.25621213201276
"Smp_008900",3.61745463373218,3.78049283594269,3.72482712446346,3.38610251540304,4.1104043066385,3.25166137690454,2.0604473448857,4.25529899866383
"Smp_009230",3.68642983945151,3.95937806066752,4.52834752489455,4.53854052257729,4.78589459266538,5.18786579920408,2.0604473448857,4.46851906209642
"Smp_009250",2.0604473448857,2.0604473448857,3.44256948564366,3.87904130845416,3.56581686258039,3.04189955491277,3.93831639143635,3.52295806701315
"Smp_009310",5.48735286109716,5.30611112898786,6.13023425380469,5.37060516987444,6.02715454414582,5.12619363110481,4.57645761584864,5.75760125163544
"Smp_009390",2.78346059135368,2.0604473448857,2.0604473448857,2.0604473448857,3.56581686258039,3.04189955491277,2.0604473448857,3.1157661843267
"Smp_009400",2.0604473448857,2.0604473448857,2.77103570872102,2.57655554900403,2.0604473448857,2.76099588703724,3.93831639143635,3.33963659034747
"Smp_009520",2.0604473448857,3.31055131524483,2.0604473448857,2.78654507303244,3.14792642902735,2.76099588703724,2.0604473448857,2.81479645968723
"Smp_009540",3.46546703778732,2.0604473448857,3.05570666156607,2.78654507303244,3.14792642902735,2.0604473448857,2.0604473448857,2.81479645968723
"Smp_009650",3.46546703778732,3.31055131524483,3.72482712446346,4.35331094178326,4.1104043066385,3.5006304121131,2.0604473448857,3.81852119771993
"Smp_009690",4.56392324664264,4.11578841452199,4.14435791475853,4.09020586858586,5.13650956126179,4.94707129499157,2.0604473448857,5.25621213201276
"Smp_009760",4.03318135883053,3.31055131524483,3.05570666156607,4.46748711456143,4.78589459266538,4.68480970253477,2.0604473448857,4.15930989173427
"Smp_009810",2.94149487676122,3.31055131524483,3.26812982942211,2.78654507303244,3.56581686258039,3.04189955491277,2.0604473448857,2.0604473448857
"Smp_010230",2.0604473448857,2.0604473448857,3.05570666156607,2.0604473448857,3.14792642902735,3.04189955491277,2.0604473448857,2.81479645968723
"Smp_010290",3.28847822486605,2.0604473448857,3.05570666156607,2.78654507303244,3.14792642902735,3.04189955491277,2.0604473448857,2.81479645968723
"Smp_010620",3.07277949100801,2.0604473448857,3.05570666156607,3.29352414949919,2.0604473448857,3.04189955491277,2.0604473448857,2.97928473899768
"Smp_010710",3.07277949100801,2.0604473448857,3.05570666156607,3.07701535733754,2.0604473448857,2.76099588703724,3.93831639143635,3.33963659034747
"Smp_010820",2.94149487676122,2.0604473448857,2.0604473448857,3.29352414949919,3.14792642902735,2.76099588703724,2.0604473448857,2.81479645968723
"Smp_010940",4.08260980117551,3.31055131524483,3.72482712446346,3.47114243669339,4.1104043066385,3.04189955491277,2.0604473448857,3.81852119771993
"Smp_011030",3.28847822486605,2.0604473448857,3.05570666156607,3.07701535733754,3.8682987164552,3.04189955491277,2.0604473448857,3.1157661843267
"Smp_011120",3.07277949100801,2.0604473448857,3.44256948564366,2.78654507303244,3.56581686258039,3.7031532741328,2.0604473448857,3.52295806701315
"Smp_011270",3.28847822486605,4.11578841452199,3.05570666156607,2.0604473448857,3.14792642902735,4.11858435696558,2.0604473448857,2.81479645968723
"Smp_011570",3.75155803119072,3.31055131524483,3.95220037054244,3.98905768727635,4.64604811791513,4.20408916966764,2.0604473448857,4.34473614144139
"Smp_011660",2.78346059135368,2.0604473448857,2.0604473448857,2.78654507303244,3.14792642902735,3.04189955491277,2.0604473448857,2.81479645968723
"Smp_011860",3.46546703778732,3.57003919712595,2.0604473448857,2.0604473448857,3.8682987164552,2.0604473448857,2.0604473448857,3.1157661843267
"Smp_012070",3.07277949100801,2.0604473448857,3.44256948564366,2.0604473448857,3.14792642902735,3.04189955491277,3.93831639143635,2.0604473448857
"Smp_012110",3.07277949100801,2.0604473448857,2.0604473448857,3.07701535733754,2.0604473448857,3.04189955491277,2.0604473448857,2.81479645968723
"Smp_012150",3.28847822486605,2.0604473448857,3.05570666156607,2.57655554900403,3.14792642902735,2.0604473448857,3.43182802315512,3.23417300171757
"Smp_012280",3.07277949100801,3.31055131524483,3.05570666156607,2.78654507303244,2.0604473448857,2.76099588703724,2.0604473448857,3.1157661843267
"Smp_012340",3.28847822486605,3.31055131524483,3.44256948564366,2.78654507303244,2.0604473448857,2.76099588703724,2.0604473448857,3.33963659034747
"Smp_012470",2.78346059135368,2.0604473448857,3.05570666156607,3.07701535733754,4.1104043066385,3.7031532741328,2.0604473448857,3.52295806701315
"Smp_012570",3.07277949100801,2.0604473448857,2.0604473448857,2.78654507303244,3.14792642902735,2.76099588703724,2.0604473448857,3.1157661843267
"Smp_012690",2.5743407358608,3.57003919712595,2.77103570872102,3.07701535733754,3.14792642902735,2.0604473448857,3.43182802315512,3.23417300171757
"Smp_012720",3.28847822486605,2.0604473448857,3.44256948564366,2.0604473448857,2.0604473448857,2.76099588703724,2.0604473448857,2.59685475750099
"Smp_012740",3.28847822486605,3.78049283594269,3.26812982942211,3.07701535733754,3.99517253097203,3.42402542799685,2.0604473448857,2.59685475750099
"Smp_012750",4.03318135883053,2.0604473448857,3.44256948564366,3.6236434523802,3.56581686258039,3.82091203403254,2.0604473448857,3.1157661843267
"Smp_012860",2.0604473448857,2.0604473448857,2.0604473448857,3.07701535733754,3.14792642902735,3.57223256803084,2.0604473448857,3.43522695542377
"Smp_012900",3.07277949100801,2.0604473448857,2.0604473448857,2.78654507303244,2.0604473448857,3.04189955491277,2.0604473448857,3.1157661843267
"Smp_012930",3.07277949100801,2.0604473448857,2.0604473448857,2.78654507303244,4.1104043066385,2.0604473448857,2.0604473448857,3.33963659034747
"Smp_013040",2.78346059135368,3.31055131524483,3.44256948564366,2.0604473448857,3.56581686258039,3.3414680477516,2.0604473448857,2.81479645968723
"Smp_013200",4.1760880154507,3.78049283594269,3.05570666156607,4.09020586858586,4.1104043066385,4.84805754726745,3.93831639143635,4.05561890873144
"Smp_013210",2.0604473448857,2.0604473448857,3.44256948564366,2.0604473448857,2.83829009256239,3.3414680477516,2.0604473448857,2.59685475750099
"Smp_013300",2.78346059135368,2.0604473448857,3.05570666156607,2.78654507303244,3.14792642902735,2.76099588703724,2.0604473448857,3.1157661843267
"Smp_013360",3.07277949100801,2.0604473448857,2.0604473448857,3.07701535733754,2.83829009256239,3.04189955491277,2.0604473448857,3.1157661843267
"Smp_013370",4.59718345046002,4.87842121982396,4.52834752489455,3.54999331867212,3.72672792213325,4.39619561962888,4.29578641577242,3.81852119771993
"Smp_013470",3.98174544532655,4.38117692169875,4.45990722035339,4.43050149632036,3.8682987164552,4.79576238582642,2.0604473448857,4.15930989173427
"Smp_013790",3.46546703778732,3.31055131524483,3.05570666156607,3.47114243669339,3.56581686258039,3.25166137690454,4.57645761584864,2.81479645968723
"Smp_013840",3.07277949100801,3.78049283594269,4.23062274494293,3.29352414949919,3.8682987164552,3.82091203403254,2.0604473448857,3.52295806701315
"Smp_013870",2.78346059135368,2.0604473448857,3.05570666156607,2.78654507303244,4.31392740298556,2.91437491910631,2.0604473448857,2.0604473448857
"Smp_013930",4.59718345046002,5.53273209101108,5.46226424094675,5.00354803097132,4.97221207799819,4.24482001773376,3.93831639143635,4.65246382962812
"Smp_014010",3.07277949100801,2.0604473448857,2.0604473448857,3.07701535733754,2.0604473448857,3.04189955491277,2.0604473448857,2.81479645968723
"Smp_014050",2.78346059135368,2.0604473448857,2.77103570872102,2.0604473448857,3.14792642902735,2.76099588703724,3.93831639143635,2.59685475750099
"Smp_014170",3.28847822486605,2.0604473448857,2.77103570872102,2.78654507303244,3.8682987164552,3.04189955491277,2.0604473448857,3.33963659034747
"Smp_014290",2.0604473448857,2.0604473448857,3.44256948564366,2.78654507303244,3.8682987164552,3.15274916158506,2.0604473448857,3.33963659034747
"Smp_014400",2.0604473448857,2.0604473448857,2.0604473448857,2.94521670831096,3.56581686258039,3.04189955491277,2.0604473448857,3.60423796746471
"Smp_014650",3.75155803119072,3.31055131524483,3.05570666156607,2.78654507303244,3.14792642902735,3.97857351036951,3.93831639143635,2.81479645968723
"Smp_014660",3.07277949100801,2.0604473448857,3.05570666156607,3.07701535733754,2.0604473448857,2.0604473448857,2.0604473448857,3.1157661843267
"Smp_014800",3.18680685249599,2.0604473448857,3.05570666156607,2.94521670831096,2.0604473448857,2.76099588703724,2.0604473448857,2.0604473448857
"Smp_015050",2.0604473448857,2.0604473448857,3.44256948564366,2.94521670831096,2.0604473448857,2.76099588703724,3.93831639143635,2.81479645968723
"Smp_015090",3.28847822486605,2.0604473448857,2.0604473448857,3.75817822311355,3.56581686258039,3.25166137690454,3.43182802315512,3.33963659034747
"Smp_015220",3.07277949100801,3.31055131524483,2.0604473448857,2.78654507303244,2.83829009256239,2.76099588703724,2.0604473448857,2.0604473448857
"Smp_015530",3.18680685249599,3.31055131524483,2.0604473448857,3.8201171343575,4.1104043066385,3.42402542799685,2.0604473448857,4.15930989173427
"Smp_015690",3.61745463373218,3.78049283594269,3.72482712446346,3.87904130845416,3.14792642902735,3.5006304121131,3.93831639143635,4.959551051337
"Smp_015720",2.78346059135368,2.0604473448857,3.05570666156607,3.07701535733754,3.14792642902735,3.04189955491277,2.0604473448857,2.81479645968723
